iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8
0,1,217.728031,38.317500,14.479532,164.930999,154862,27137,0.968304,0.647565,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,1.0,0,1.0,0.8358974358974359,1.0,0
1,0,114.074436,39.067800,15.500696,59.505940,156862,26636,0.980809,0.635609,0.11239687500000001,0.11194287500000001,0.138765875,0.111771875,0.131690875,0.153128875,0.12166087500000002,0.11864187500000001,0,0.008510638297872353,0,0,0.9613618974751339,0,0.47807017543859653,0
1,1,134.781319,39.067800,15.500696,80.212823,156862,26636,0.980809,0.635609,0.11239687500000001,0.11194287500000001,0.138765875,0.111771875,0.131690875,0.153128875,0.12166087500000002,0.11864187500000001,0,0.4545454545454546,0.050511945392491486,0,1.0,0,0.5155555555555555,0
1,3,129.540758,39.067800,15.500696,74.972262,156862,26636,0.980809,0.635609,0.11239687500000001,0.11194287500000001,0.138765875,0.111771875,0.131690875,0.153128875,0.12166087500000002,0.11864187500000001,0,0.631578947368421,0,0,0.23518237082066873,0,0.9949494949494949,0
1,2,84.269195,39.067800,15.500696,29.700699,156862,26636,0.980809,0.635609,0.11239687500000001,0.11194287500000001,0.138765875,0.111771875,0.131690875,0.153128875,0.12166087500000002,0.11864187500000001,0,0,0.6249078850405305,0,0,0,0.19354838709677424,0
2,1,65.869106,39.817500,16.521947,9.529659,158861,26136,0.993308,0.623678,0.109488,0.111159,0.139645,0.108713,0.13773,0.152783,0.123241,0.117241,0,0,0,0,0,0,0.29824561403508776,0
2,2,99.553311,39.817500,16.521947,43.213864,158861,26136,0.993308,0.623678,0.109488,0.111159,0.139645,0.108713,0.13773,0.152783,0.123241,0.117241,0,0,0,0,0,0,1.0,0
2,3,77.753311,39.817500,16.521947,21.413864,158861,26136,0.993308,0.623678,0.109488,0.111159,0.139645,0.108713,0.13773,0.152783,0.123241,0.117241,0,0,0,0,0,0,0.5458333333333334,0
2,0,99.553311,39.817500,16.521947,43.213864,158861,26136,0.993308,0.623678,0.109488,0.111159,0.139645,0.108713,0.13773,0.152783,0.123241,0.117241,0,0,0,0,0,0,1.0,0
3,3,58.127180,40.567500,17.543835,0.015844,160860,25635,1.005807,0.611723,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0,0
3,1,58.127180,40.567500,17.543835,0.015844,160860,25635,1.005807,0.611723,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0,0
3,2,58.127180,40.567500,17.543835,0.015844,160860,25635,1.005807,0.611723,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0,0
3,0,58.127180,40.567500,17.543835,0.015844,160860,25635,1.005807,0.611723,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0,0
4,2,78.618882,39.817500,16.521439,22.279943,158860,26135,0.993302,0.623654,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0.5638766519823788,0,0,0,0,0,0
4,1,67.552803,39.817500,16.521439,11.213865,158860,26135,0.993302,0.623654,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0.33333333333333326,0
4,3,56.354783,39.817500,16.521439,0.015844,158860,26135,0.993302,0.623654,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0,0
4,0,93.931181,39.817500,16.521439,37.592242,158860,26135,0.993302,0.623654,0.10863487499999998,0.11027387499999998,0.13882287499999998,0.10781687499999998,0.137243875,0.15265987499999997,0.127730875,0.11681687499999999,0,0,0,0,0,0,0.8828828828828829,0
5,2,58.126369,40.567200,17.543324,0.015844,160859,25635,1.005801,0.611723,0.10806612500000001,0.11089512500000001,0.13827412500000003,0.10721912500000001,0.13691712500000003,0.152573125,0.12952412500000002,0.11653112500000001,0,0,0,0,0,0,0,0
