,Sim Mix and Util,Cost,Cost Power,Cost Error,Cost QoS,P Watts,R Watts,P Coef,R Coef,Average Job Power,Average Job Time,Average Job # Nodes,Number of Jobs,Utilization,Average QOS
0,w3-5,160.535579,30.9252,0.000476,129.609903,130960.0,27876.0,0.999993,0.599988,305.421875,166.4375,5.625,8.0,0.5,1.375
1,w3-5,47.959227,37.2315,10.711882,0.015844,152027.0,27922.0,1.160858,0.600978,305.421875,166.4375,5.625,8.0,0.5,1.375
2,w3-5,47.959227,37.2315,10.711882,0.015844,152027.0,27922.0,1.160858,0.600978,305.421875,166.4375,5.625,8.0,0.5,1.375
3,w3-5,47.976467,37.2315,10.711882,0.033085,152027.0,27922.0,1.160858,0.600978,305.421875,166.4375,5.625,8.0,0.5,1.375
4,w3-5,47.959227,37.2315,10.711882,0.015844,152027.0,27922.0,1.160858,0.600978,305.421875,166.4375,5.625,8.0,0.5,1.375
5,w3-5,39.990657,32.0508,4.83699,3.102867,140484.0,33648.0,1.072717,0.724221,305.421875,166.4375,5.625,8.0,0.5,1.375
6,w3-5,38.686989,32.0508,4.83699,1.799199,140484.0,33648.0,1.072717,0.724221,305.421875,166.4375,5.625,8.0,0.5,1.375
7,w3-5,37.364476,32.0508,4.83699,0.476686,140484.0,33648.0,1.072717,0.724221,305.421875,166.4375,5.625,8.0,0.5,1.375
8,w3-5,44.212626,32.0508,4.83699,7.324836,140484.0,33648.0,1.072717,0.724221,305.421875,166.4375,5.625,8.0,0.5,1.375
9,w3-5,47.387514,36.8397,10.53197,0.015844,151675.0,28876.0,1.15817,0.621511,305.421875,166.4375,5.625,8.0,0.5,1.375
10,w3-5,47.387514,36.8397,10.53197,0.015844,151675.0,28876.0,1.15817,0.621511,305.421875,166.4375,5.625,8.0,0.5,1.375
11,w3-5,47.387514,36.8397,10.53197,0.015844,151675.0,28876.0,1.15817,0.621511,305.421875,166.4375,5.625,8.0,0.5,1.375
12,w3-5,47.387514,36.8397,10.53197,0.015844,151675.0,28876.0,1.15817,0.621511,305.421875,166.4375,5.625,8.0,0.5,1.375
13,w3-5,45.982295,36.1806,9.785542,0.016153,150210.0,29608.0,1.146983,0.637267,305.421875,166.4375,5.625,8.0,0.5,1.375
14,w3-5,45.981986,36.1806,9.785542,0.015844,150210.0,29608.0,1.146983,0.637267,305.421875,166.4375,5.625,8.0,0.5,1.375
15,w3-5,45.981986,36.1806,9.785542,0.015844,150210.0,29608.0,1.146983,0.637267,305.421875,166.4375,5.625,8.0,0.5,1.375
16,w3-5,45.982426,36.1806,9.785542,0.016284,150210.0,29608.0,1.146983,0.637267,305.421875,166.4375,5.625,8.0,0.5,1.375
17,w3-75,179.31886,37.8945,11.814458,129.609903,154191.0,27876.0,0.999997,0.599988,305.421875,166.4375,5.625,8.0,0.75,1.375
18,w3-75,105.669396,38.4948,12.579418,54.595178,155691.0,27375.0,1.009726,0.589205,305.421875,166.4375,5.625,8.0,0.75,1.375
19,w3-75,106.070195,38.4948,12.579418,54.995977,155691.0,27375.0,1.009726,0.589205,305.421875,166.4375,5.625,8.0,0.75,1.375
20,w3-75,96.722017,38.4948,12.579418,45.647798,155691.0,27375.0,1.009726,0.589205,305.421875,166.4375,5.625,8.0,0.75,1.375
21,w3-75,101.955674,38.4948,12.579418,50.881456,155691.0,27375.0,1.009726,0.589205,305.421875,166.4375,5.625,8.0,0.75,1.375
22,w3-75,68.58401,39.0948,13.344714,16.144497,157191.0,26875.0,1.019454,0.578443,305.421875,166.4375,5.625,8.0,0.75,1.375
23,w3-75,73.673455,39.0948,13.344714,21.233941,157191.0,26875.0,1.019454,0.578443,305.421875,166.4375,5.625,8.0,0.75,1.375
24,w3-75,97.068578,39.0948,13.344714,44.629064,157191.0,26875.0,1.019454,0.578443,305.421875,166.4375,5.625,8.0,0.75,1.375
25,w3-75,118.748833,39.0948,13.344714,66.309319,157191.0,26875.0,1.019454,0.578443,305.421875,166.4375,5.625,8.0,0.75,1.375
26,w3-75,60.976216,39.6951,14.110365,7.170751,158691.0,26374.0,1.029182,0.56766,305.421875,166.4375,5.625,8.0,0.75,1.375
27,w3-75,78.054057,39.6951,14.110365,24.248592,158691.0,26374.0,1.029182,0.56766,305.421875,166.4375,5.625,8.0,0.75,1.375
28,w3-75,65.40636,39.6951,14.110365,11.600895,158691.0,26374.0,1.029182,0.56766,305.421875,166.4375,5.625,8.0,0.75,1.375
29,w3-75,64.283639,39.6951,14.110365,10.478174,158691.0,26374.0,1.029182,0.56766,305.421875,166.4375,5.625,8.0,0.75,1.375
30,w3-75,55.688302,40.2948,14.87588,0.517621,160190.0,25874.0,1.038904,0.556898,305.421875,166.4375,5.625,8.0,0.75,1.375
31,w3-75,76.489522,40.2948,14.87588,21.318842,160190.0,25874.0,1.038904,0.556898,305.421875,166.4375,5.625,8.0,0.75,1.375
32,w3-75,59.310065,40.2948,14.87588,4.139385,160190.0,25874.0,1.038904,0.556898,305.421875,166.4375,5.625,8.0,0.75,1.375
33,w3-75,57.711028,40.2948,14.87588,2.540347,160190.0,25874.0,1.038904,0.556898,305.421875,166.4375,5.625,8.0,0.75,1.375
34,w3-75,57.693445,40.8951,15.642305,1.15604,161690.0,25373.0,1.048632,0.546115,305.421875,166.4375,5.625,8.0,0.75,1.375
35,w3-75,56.787131,40.8951,15.642305,0.249726,161690.0,25373.0,1.048632,0.546115,305.421875,166.4375,5.625,8.0,0.75,1.375
36,w3-75,56.598173,40.8951,15.642305,0.060768,161690.0,25373.0,1.048632,0.546115,305.421875,166.4375,5.625,8.0,0.75,1.375
37,w3-75,56.594543,40.8951,15.642305,0.057138,161690.0,25373.0,1.048632,0.546115,305.421875,166.4375,5.625,8.0,0.75,1.375
38,w3-75,58.025176,41.4951,16.409151,0.120925,163190.0,24873.0,1.05836,0.535353,305.421875,166.4375,5.625,8.0,0.75,1.375
39,w3-75,57.943951,41.4951,16.409151,0.0397,163190.0,24873.0,1.05836,0.535353,305.421875,166.4375,5.625,8.0,0.75,1.375
40,w3-75,59.03659,41.4951,16.409151,1.132339,163190.0,24873.0,1.05836,0.535353,305.421875,166.4375,5.625,8.0,0.75,1.375
41,w3-75,57.948316,41.4951,16.409151,0.044065,163190.0,24873.0,1.05836,0.535353,305.421875,166.4375,5.625,8.0,0.75,1.375
42,w3-75,59.28729,42.0951,17.175936,0.016254,164689.0,24372.0,1.068082,0.52457,305.421875,166.4375,5.625,8.0,0.75,1.375
43,w3-75,59.309594,42.0951,17.175936,0.038558,164689.0,24372.0,1.068082,0.52457,305.421875,166.4375,5.625,8.0,0.75,1.375
44,w3-75,59.28688,42.0951,17.175936,0.015844,164689.0,24372.0,1.068082,0.52457,305.421875,166.4375,5.625,8.0,0.75,1.375
45,w3-75,59.287768,42.0951,17.175936,0.016732,164689.0,24372.0,1.068082,0.52457,305.421875,166.4375,5.625,8.0,0.75,1.375
46,w3-75,57.920712,41.4951,16.408134,0.017478,163188.0,24871.0,1.058347,0.53531,305.421875,166.4375,5.625,8.0,0.75,1.375
47,w3-75,58.228147,41.4951,16.408134,0.324914,163188.0,24871.0,1.058347,0.53531,305.421875,166.4375,5.625,8.0,0.75,1.375
48,w3-75,57.923816,41.4951,16.408134,0.020583,163188.0,24871.0,1.058347,0.53531,305.421875,166.4375,5.625,8.0,0.75,1.375
49,w3-75,57.965126,41.4951,16.408134,0.061893,163188.0,24871.0,1.058347,0.53531,305.421875,166.4375,5.625,8.0,0.75,1.375
50,w3-75,56.88883,41.1954,15.643129,0.050301,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
51,w3-75,56.858537,41.1954,15.643129,0.020008,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
52,w3-75,56.861762,41.1954,15.643129,0.023233,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
53,w3-75,57.421836,41.1954,15.643129,0.583307,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
54,w3-75,58.221488,41.7954,16.410244,0.015844,163188.0,23870.0,1.058347,0.513765,305.421875,166.4375,5.625,8.0,0.75,1.375
55,w3-75,58.221488,41.7954,16.410244,0.015844,163188.0,23870.0,1.058347,0.513765,305.421875,166.4375,5.625,8.0,0.75,1.375
56,w3-75,58.221488,41.7954,16.410244,0.015844,163188.0,23870.0,1.058347,0.513765,305.421875,166.4375,5.625,8.0,0.75,1.375
57,w3-75,58.240751,41.7954,16.410244,0.035107,163188.0,23870.0,1.058347,0.513765,305.421875,166.4375,5.625,8.0,0.75,1.375
58,w3-75,56.856635,41.1954,15.643129,0.018106,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
59,w3-75,56.854373,41.1954,15.643129,0.015844,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
60,w3-75,56.858706,41.1954,15.643129,0.020177,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
61,w3-75,56.85648,41.1954,15.643129,0.017951,161688.0,24370.0,1.048619,0.524527,305.421875,166.4375,5.625,8.0,0.75,1.375
62,w3-75,55.488215,40.5957,14.876466,0.016049,160188.0,24869.0,1.038891,0.535267,305.421875,166.4375,5.625,8.0,0.75,1.375
63,w3-75,55.501704,40.5957,14.876466,0.029538,160188.0,24869.0,1.038891,0.535267,305.421875,166.4375,5.625,8.0,0.75,1.375
64,w3-75,55.494916,40.5957,14.876466,0.02275,160188.0,24869.0,1.038891,0.535267,305.421875,166.4375,5.625,8.0,0.75,1.375
65,w3-75,55.646948,40.5957,14.876466,0.174781,160188.0,24869.0,1.038891,0.535267,305.421875,166.4375,5.625,8.0,0.75,1.375
66,w3-75,54.445866,40.2957,14.111213,0.038953,158687.0,24368.0,1.029156,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
67,w3-75,54.441858,40.2957,14.111213,0.034945,158687.0,24368.0,1.029156,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
68,w3-75,54.490691,40.2957,14.111213,0.083778,158687.0,24368.0,1.029156,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
69,w3-75,56.707612,40.2957,14.111213,2.300699,158687.0,24368.0,1.029156,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
70,w3-75,55.788424,40.8954,14.87718,0.015844,160186.0,23868.0,1.038878,0.513722,305.421875,166.4375,5.625,8.0,0.75,1.375
71,w3-75,55.788424,40.8954,14.87718,0.015844,160186.0,23868.0,1.038878,0.513722,305.421875,166.4375,5.625,8.0,0.75,1.375
72,w3-75,55.788424,40.8954,14.87718,0.015844,160186.0,23868.0,1.038878,0.513722,305.421875,166.4375,5.625,8.0,0.75,1.375
73,w3-75,55.788424,40.8954,14.87718,0.015844,160186.0,23868.0,1.038878,0.513722,305.421875,166.4375,5.625,8.0,0.75,1.375
74,w3-75,54.421558,40.2951,14.110192,0.016265,158685.0,24368.0,1.029143,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
75,w3-75,54.421137,40.2951,14.110192,0.015844,158685.0,24368.0,1.029143,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
76,w3-75,54.424577,40.2951,14.110192,0.019285,158685.0,24368.0,1.029143,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
77,w3-75,54.452144,40.2951,14.110192,0.046851,158685.0,24368.0,1.029143,0.524484,305.421875,166.4375,5.625,8.0,0.75,1.375
78,w3-75,53.055507,39.6954,13.344141,0.015966,157185.0,24867.0,1.019415,0.535224,305.421875,166.4375,5.625,8.0,0.75,1.375
79,w3-75,53.058886,39.6954,13.344141,0.019346,157185.0,24867.0,1.019415,0.535224,305.421875,166.4375,5.625,8.0,0.75,1.375
80,w3-75,53.107898,39.6954,13.344141,0.068357,157185.0,24867.0,1.019415,0.535224,305.421875,166.4375,5.625,8.0,0.75,1.375
81,w3-75,53.854026,39.6954,13.344141,0.814485,157185.0,24867.0,1.019415,0.535224,305.421875,166.4375,5.625,8.0,0.75,1.375
82,w3-75,54.452468,40.2957,14.110195,0.046572,158685.0,24366.0,1.029143,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
83,w3-75,56.694402,40.2957,14.110195,2.288507,158685.0,24366.0,1.029143,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
84,w3-75,54.518254,40.2957,14.110195,0.112359,158685.0,24366.0,1.029143,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
85,w3-75,54.428772,40.2957,14.110195,0.022877,158685.0,24366.0,1.029143,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
86,w3-75,55.793799,40.8954,14.876163,0.022236,160184.0,23866.0,1.038865,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
87,w3-75,55.787407,40.8954,14.876163,0.015844,160184.0,23866.0,1.038865,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
88,w3-75,55.787407,40.8954,14.876163,0.015844,160184.0,23866.0,1.038865,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
89,w3-75,55.788077,40.8954,14.876163,0.016515,160184.0,23866.0,1.038865,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
90,w3-75,54.420366,40.2951,14.109175,0.016091,158683.0,24366.0,1.02913,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
91,w3-75,54.422486,40.2951,14.109175,0.018211,158683.0,24366.0,1.02913,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
92,w3-75,54.420119,40.2951,14.109175,0.015844,158683.0,24366.0,1.02913,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
93,w3-75,54.705694,40.2951,14.109175,0.30142,158683.0,24366.0,1.02913,0.524441,305.421875,166.4375,5.625,8.0,0.75,1.375
94,w3-75,54.156846,39.9951,13.344516,0.81723,157183.0,23866.0,1.019402,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
95,w3-75,53.355499,39.9951,13.344516,0.015883,157183.0,23866.0,1.019402,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
96,w3-75,53.366031,39.9951,13.344516,0.026415,157183.0,23866.0,1.019402,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
97,w3-75,54.859331,39.9951,13.344516,1.519714,157183.0,23866.0,1.019402,0.513679,305.421875,166.4375,5.625,8.0,0.75,1.375
98,w3-75,54.788353,40.5954,14.110802,0.082151,158683.0,23365.0,1.02913,0.502896,305.421875,166.4375,5.625,8.0,0.75,1.375
99,w3-75,54.812749,40.5954,14.110802,0.106547,158683.0,23365.0,1.02913,0.502896,305.421875,166.4375,5.625,8.0,0.75,1.375
100,w3-75,54.722046,40.5954,14.110802,0.015844,158683.0,23365.0,1.02913,0.502896,305.421875,166.4375,5.625,8.0,0.75,1.375
101,w3-75,54.722046,40.5954,14.110802,0.015844,158683.0,23365.0,1.02913,0.502896,305.421875,166.4375,5.625,8.0,0.75,1.375
102,w3-75,53.658232,40.2954,13.346035,0.016797,157183.0,22865.0,1.019402,0.492134,305.421875,166.4375,5.625,8.0,0.75,1.375
103,w3-75,54.310988,40.2954,13.346035,0.669553,157183.0,22865.0,1.019402,0.492134,305.421875,166.4375,5.625,8.0,0.75,1.375
104,w3-75,53.711141,40.2954,13.346035,0.069706,157183.0,22865.0,1.019402,0.492134,305.421875,166.4375,5.625,8.0,0.75,1.375
105,w3-75,54.598989,40.2954,13.346035,0.957554,157183.0,22865.0,1.019402,0.492134,305.421875,166.4375,5.625,8.0,0.75,1.375
106,w3-75,55.03846,40.8957,14.112575,0.030186,158683.0,22364.0,1.02913,0.481351,305.421875,166.4375,5.625,8.0,0.75,1.375
107,w3-75,55.028224,40.8957,14.112575,0.019949,158683.0,22364.0,1.02913,0.481351,305.421875,166.4375,5.625,8.0,0.75,1.375
108,w3-75,55.024641,40.8957,14.112575,0.016366,158683.0,22364.0,1.02913,0.481351,305.421875,166.4375,5.625,8.0,0.75,1.375
109,w3-75,55.024119,40.8957,14.112575,0.015844,158683.0,22364.0,1.02913,0.481351,305.421875,166.4375,5.625,8.0,0.75,1.375
110,w3-75,53.659424,40.296,13.346038,0.017386,157183.0,22863.0,1.019402,0.492091,305.421875,166.4375,5.625,8.0,0.75,1.375
111,w3-75,53.658314,40.296,13.346038,0.016276,157183.0,22863.0,1.019402,0.492091,305.421875,166.4375,5.625,8.0,0.75,1.375
112,w3-75,53.663013,40.296,13.346038,0.020975,157183.0,22863.0,1.019402,0.492091,305.421875,166.4375,5.625,8.0,0.75,1.375
113,w3-75,53.668871,40.296,13.346038,0.026833,157183.0,22863.0,1.019402,0.492091,305.421875,166.4375,5.625,8.0,0.75,1.375
114,w3-75,52.311601,39.696,12.579954,0.035647,155683.0,23363.0,1.009674,0.502853,305.421875,166.4375,5.625,8.0,0.75,1.375
115,w3-75,52.293409,39.696,12.579954,0.017455,155683.0,23363.0,1.009674,0.502853,305.421875,166.4375,5.625,8.0,0.75,1.375
116,w3-75,52.299372,39.696,12.579954,0.023419,155683.0,23363.0,1.009674,0.502853,305.421875,166.4375,5.625,8.0,0.75,1.375
117,w3-75,52.297934,39.696,12.579954,0.02198,155683.0,23363.0,1.009674,0.502853,305.421875,166.4375,5.625,8.0,0.75,1.375
118,w3-75,51.026865,39.096,11.813785,0.117079,154182.0,23862.0,0.999939,0.513593,305.421875,166.4375,5.625,8.0,0.75,1.375
119,w3-75,51.478957,39.096,11.813785,0.569172,154182.0,23862.0,0.999939,0.513593,305.421875,166.4375,5.625,8.0,0.75,1.375
120,w3-75,96.979776,39.096,11.813785,46.069991,154182.0,23862.0,0.999939,0.513593,305.421875,166.4375,5.625,8.0,0.75,1.375
121,w3-75,53.303931,39.096,11.813785,2.394145,154182.0,23862.0,0.999939,0.513593,305.421875,166.4375,5.625,8.0,0.75,1.375
122,w3-75,52.295171,39.696,12.578936,0.020235,155681.0,23361.0,1.009661,0.502809,305.421875,166.4375,5.625,8.0,0.75,1.375
123,w3-75,52.321107,39.696,12.578936,0.046172,155681.0,23361.0,1.009661,0.502809,305.421875,166.4375,5.625,8.0,0.75,1.375
124,w3-75,52.311388,39.696,12.578936,0.036452,155681.0,23361.0,1.009661,0.502809,305.421875,166.4375,5.625,8.0,0.75,1.375
125,w3-75,52.312543,39.696,12.578936,0.037607,155681.0,23361.0,1.009661,0.502809,305.421875,166.4375,5.625,8.0,0.75,1.375
126,w3-75,54.379082,39.0963,11.813278,3.469504,154181.0,23860.0,0.999933,0.51355,305.421875,166.4375,5.625,8.0,0.75,1.375
127,w3-75,50.979318,39.0963,11.813278,0.06974,154181.0,23860.0,0.999933,0.51355,305.421875,166.4375,5.625,8.0,0.75,1.375
128,w3-75,55.08931,39.0963,11.813278,4.179732,154181.0,23860.0,0.999933,0.51355,305.421875,166.4375,5.625,8.0,0.75,1.375
129,w3-75,50.999588,39.0963,11.813278,0.09001,154181.0,23860.0,0.999933,0.51355,305.421875,166.4375,5.625,8.0,0.75,1.375
130,w3-9,190.611287,42.0759,18.925484,129.609903,168129.0,27876.0,0.999996,0.599988,305.421875,166.4375,5.625,8.0,0.9,1.375
131,w3-9,82.611991,43.5759,20.97157,18.064521,172128.0,26875.0,1.023781,0.578443,305.421875,166.4375,5.625,8.0,0.9,1.375
132,w3-9,107.761334,43.5759,20.97157,43.213864,172128.0,26875.0,1.023781,0.578443,305.421875,166.4375,5.625,8.0,0.9,1.375
133,w3-9,117.614379,43.5759,20.97157,53.066909,172128.0,26875.0,1.023781,0.578443,305.421875,166.4375,5.625,8.0,0.9,1.375
134,w3-9,119.075733,43.5759,20.97157,54.528263,172128.0,26875.0,1.023781,0.578443,305.421875,166.4375,5.625,8.0,0.9,1.375
135,w3-9,88.708046,45.0759,23.020415,20.611731,176127.0,25874.0,1.047566,0.556898,305.421875,166.4375,5.625,8.0,0.9,1.375
136,w3-9,83.421191,45.0759,23.020415,15.324875,176127.0,25874.0,1.047566,0.556898,305.421875,166.4375,5.625,8.0,0.9,1.375
137,w3-9,111.310179,45.0759,23.020415,43.213864,176127.0,25874.0,1.047566,0.556898,305.421875,166.4375,5.625,8.0,0.9,1.375
138,w3-9,91.451957,45.0759,23.020415,23.355642,176127.0,25874.0,1.047566,0.556898,305.421875,166.4375,5.625,8.0,0.9,1.375
139,w3-9,71.664101,46.5759,25.072357,0.015844,180126.0,24873.0,1.071352,0.535353,305.421875,166.4375,5.625,8.0,0.9,1.375
140,w3-9,71.703733,46.5759,25.072357,0.055477,180126.0,24873.0,1.071352,0.535353,305.421875,166.4375,5.625,8.0,0.9,1.375
141,w3-9,71.673098,46.5759,25.072357,0.024842,180126.0,24873.0,1.071352,0.535353,305.421875,166.4375,5.625,8.0,0.9,1.375
142,w3-9,71.838317,46.5759,25.072357,0.190061,180126.0,24873.0,1.071352,0.535353,305.421875,166.4375,5.625,8.0,0.9,1.375
143,w3-9,87.318183,45.6759,23.027374,18.614909,176125.0,23872.0,1.047554,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
144,w3-9,82.702598,45.6759,23.027374,13.999324,176125.0,23872.0,1.047554,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
145,w3-9,78.523846,45.6759,23.027374,9.820572,176125.0,23872.0,1.047554,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
146,w3-9,82.982073,45.6759,23.027374,14.278799,176125.0,23872.0,1.047554,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
147,w3-9,72.273961,47.1759,25.082118,0.015943,180125.0,22872.0,1.071346,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
148,w3-9,72.273863,47.1759,25.082118,0.015844,180125.0,22872.0,1.071346,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
149,w3-9,72.273863,47.1759,25.082118,0.015844,180125.0,22872.0,1.071346,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
150,w3-9,72.273863,47.1759,25.082118,0.015844,180125.0,22872.0,1.071346,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
151,w3-9,69.23307,45.6756,23.026861,0.530608,176124.0,23872.0,1.047548,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
152,w3-9,68.719697,45.6756,23.026861,0.017236,176124.0,23872.0,1.047548,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
153,w3-9,68.719288,45.6756,23.026861,0.016826,176124.0,23872.0,1.047548,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
154,w3-9,68.729245,45.6756,23.026861,0.026783,176124.0,23872.0,1.047548,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
155,w3-9,72.27305,47.1756,25.081606,0.015844,180124.0,22872.0,1.07134,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
156,w3-9,72.27305,47.1756,25.081606,0.015844,180124.0,22872.0,1.07134,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
157,w3-9,72.27305,47.1756,25.081606,0.015844,180124.0,22872.0,1.07134,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
158,w3-9,72.27305,47.1756,25.081606,0.015844,180124.0,22872.0,1.07134,0.492285,305.421875,166.4375,5.625,8.0,0.9,1.375
159,w3-9,68.720058,45.6753,23.026349,0.018408,176123.0,23872.0,1.047543,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
160,w3-9,68.717665,45.6753,23.026349,0.016015,176123.0,23872.0,1.047543,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
161,w3-9,68.717494,45.6753,23.026349,0.015844,176123.0,23872.0,1.047543,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
162,w3-9,68.717494,45.6753,23.026349,0.015844,176123.0,23872.0,1.047543,0.513808,305.421875,166.4375,5.625,8.0,0.9,1.375
163,w3-9,65.165774,44.1753,20.974629,0.015844,172122.0,24871.0,1.023745,0.53531,305.421875,166.4375,5.625,8.0,0.9,1.375
164,w3-9,65.713967,44.1753,20.974629,0.564038,172122.0,24871.0,1.023745,0.53531,305.421875,166.4375,5.625,8.0,0.9,1.375
165,w3-9,79.953073,44.1753,20.974629,14.803143,172122.0,24871.0,1.023745,0.53531,305.421875,166.4375,5.625,8.0,0.9,1.375
166,w3-9,67.809196,44.1753,20.974629,2.659266,172122.0,24871.0,1.023745,0.53531,305.421875,166.4375,5.625,8.0,0.9,1.375
167,w3-9,68.718068,45.6756,23.025846,0.016622,176122.0,23870.0,1.047537,0.513765,305.421875,166.4375,5.625,8.0,0.9,1.375
168,w3-9,68.727051,45.6756,23.025846,0.025605,176122.0,23870.0,1.047537,0.513765,305.421875,166.4375,5.625,8.0,0.9,1.375
169,w3-9,68.71729,45.6756,23.025846,0.015844,176122.0,23870.0,1.047537,0.513765,305.421875,166.4375,5.625,8.0,0.9,1.375
170,w3-9,68.718135,45.6756,23.025846,0.016689,176122.0,23870.0,1.047537,0.513765,305.421875,166.4375,5.625,8.0,0.9,1.375
171,w3-9,65.240831,44.1756,20.974124,0.091107,172121.0,24869.0,1.023739,0.535267,305.421875,166.4375,5.625,8.0,0.9,1.375
172,w3-9,65.165739,44.1756,20.974124,0.016014,172121.0,24869.0,1.023739,0.535267,305.421875,166.4375,5.625,8.0,0.9,1.375
173,w3-9,65.167533,44.1756,20.974124,0.017809,172121.0,24869.0,1.023739,0.535267,305.421875,166.4375,5.625,8.0,0.9,1.375
174,w3-9,65.175539,44.1756,20.974124,0.025815,172121.0,24869.0,1.023739,0.535267,305.421875,166.4375,5.625,8.0,0.9,1.375
175,w3-9,65.262267,43.2756,18.930914,3.055754,168120.0,23868.0,0.999942,0.513722,305.421875,166.4375,5.625,8.0,0.9,1.375
176,w3-9,62.926524,43.2756,18.930914,0.72001,168120.0,23868.0,0.999942,0.513722,305.421875,166.4375,5.625,8.0,0.9,1.375
177,w3-9,142.312564,43.2756,18.930914,80.10605,168120.0,23868.0,0.999942,0.513722,305.421875,166.4375,5.625,8.0,0.9,1.375
178,w3-9,62.232187,43.2756,18.930914,0.025674,168120.0,23868.0,0.999942,0.513722,305.421875,166.4375,5.625,8.0,0.9,1.375
179,w3-9,65.77598,44.7759,20.98081,0.01927,172120.0,22867.0,1.023734,0.492177,305.421875,166.4375,5.625,8.0,0.9,1.375
180,w3-9,65.777718,44.7759,20.98081,0.021007,172120.0,22867.0,1.023734,0.492177,305.421875,166.4375,5.625,8.0,0.9,1.375
181,w3-9,65.785048,44.7759,20.98081,0.028338,172120.0,22867.0,1.023734,0.492177,305.421875,166.4375,5.625,8.0,0.9,1.375
182,w3-9,65.944222,44.7759,20.98081,0.187512,172120.0,22867.0,1.023734,0.492177,305.421875,166.4375,5.625,8.0,0.9,1.375
183,w3-9,102.95201,43.8759,18.936792,40.139318,168119.0,21866.0,0.999936,0.470632,305.421875,166.4375,5.625,8.0,0.9,1.375
184,w3-9,76.439244,43.8759,18.936792,13.626552,168119.0,21866.0,0.999936,0.470632,305.421875,166.4375,5.625,8.0,0.9,1.375
185,w3-9,94.04762,43.8759,18.936792,31.234928,168119.0,21866.0,0.999936,0.470632,305.421875,166.4375,5.625,8.0,0.9,1.375
186,w3-9,75.180617,43.8759,18.936792,12.367925,168119.0,21866.0,0.999936,0.470632,305.421875,166.4375,5.625,8.0,0.9,1.375
187,w3-9,66.380927,45.3762,20.988882,0.015844,172119.0,20865.0,1.023728,0.449087,305.421875,166.4375,5.625,8.0,0.9,1.375
188,w3-9,66.381196,45.3762,20.988882,0.016114,172119.0,20865.0,1.023728,0.449087,305.421875,166.4375,5.625,8.0,0.9,1.375
189,w3-9,77.804203,45.3762,20.988882,11.439121,172119.0,20865.0,1.023728,0.449087,305.421875,166.4375,5.625,8.0,0.9,1.375
