,Sim Mix and Util,Cost,Cost Power,Cost Error,Cost QoS,P Watts,R Watts,P Coef,R Coef,Average Job Power,Average Job Time,Average Job # Nodes,Number of Jobs,Utilization,Average QOS
588,w5-75,47.963181,36.6156,11.331737,0.015844,148687.0,26635.0,1.009009,0.635585,290.1875,403.6875,2.375,8.0,0.75,1.265
589,w5-75,46.193022,35.8653,10.311877,0.015844,146686.0,27135.0,0.99543,0.647517,290.1875,403.6875,2.375,8.0,0.75,1.265
590,w5-75,46.193022,35.8653,10.311877,0.015844,146686.0,27135.0,0.99543,0.647517,290.1875,403.6875,2.375,8.0,0.75,1.265
591,w5-75,46.239601,35.8653,10.311877,0.062424,146686.0,27135.0,0.99543,0.647517,290.1875,403.6875,2.375,8.0,0.75,1.265
592,w5-75,46.193022,35.8653,10.311877,0.015844,146686.0,27135.0,0.99543,0.647517,290.1875,403.6875,2.375,8.0,0.75,1.265
593,w5-75,92.302283,35.1153,9.292518,47.894464,144685.0,27634.0,0.981851,0.659424,290.1875,403.6875,2.375,8.0,0.75,1.265
594,w5-75,89.894309,35.1153,9.292518,45.486491,144685.0,27634.0,0.981851,0.659424,290.1875,403.6875,2.375,8.0,0.75,1.265
595,w5-75,44.437553,35.1153,9.292518,0.029735,144685.0,27634.0,0.981851,0.659424,290.1875,403.6875,2.375,8.0,0.75,1.265
596,w5-75,62.41932,35.1153,9.292518,18.011502,144685.0,27634.0,0.981851,0.659424,290.1875,403.6875,2.375,8.0,0.75,1.265
597,w5-75,46.192513,35.8653,10.311368,0.015844,146685.0,27134.0,0.995424,0.647493,290.1875,403.6875,2.375,8.0,0.75,1.265
598,w5-75,46.192513,35.8653,10.311368,0.015844,146685.0,27134.0,0.995424,0.647493,290.1875,403.6875,2.375,8.0,0.75,1.265
599,w5-75,46.192513,35.8653,10.311368,0.015844,146685.0,27134.0,0.995424,0.647493,290.1875,403.6875,2.375,8.0,0.75,1.265
600,w5-75,46.192513,35.8653,10.311368,0.015844,146685.0,27134.0,0.995424,0.647493,290.1875,403.6875,2.375,8.0,0.75,1.265
601,w5-75,44.681458,35.1153,9.29201,0.274148,144684.0,27633.0,0.981845,0.6594,290.1875,403.6875,2.375,8.0,0.75,1.265
602,w5-75,44.423154,35.1153,9.29201,0.015844,144684.0,27633.0,0.981845,0.6594,290.1875,403.6875,2.375,8.0,0.75,1.265
603,w5-75,44.423154,35.1153,9.29201,0.015844,144684.0,27633.0,0.981845,0.6594,290.1875,403.6875,2.375,8.0,0.75,1.265
604,w5-75,44.423154,35.1153,9.29201,0.015844,144684.0,27633.0,0.981845,0.6594,290.1875,403.6875,2.375,8.0,0.75,1.265
605,w5-75,42.653968,34.365,8.273124,0.015844,142683.0,28133.0,0.968266,0.671332,290.1875,403.6875,2.375,8.0,0.75,1.265
606,w5-75,66.362612,34.365,8.273124,23.724488,142683.0,28133.0,0.968266,0.671332,290.1875,403.6875,2.375,8.0,0.75,1.265
607,w5-75,85.619498,34.365,8.273124,42.981374,142683.0,28133.0,0.968266,0.671332,290.1875,403.6875,2.375,8.0,0.75,1.265
608,w5-75,77.297918,34.365,8.273124,34.659794,142683.0,28133.0,0.968266,0.671332,290.1875,403.6875,2.375,8.0,0.75,1.265
609,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
610,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
611,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
612,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
613,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
614,w5-75,45.614203,34.3653,8.273124,2.975778,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
615,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
616,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
617,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
618,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
619,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
620,w5-75,44.422645,35.1153,9.291501,0.015844,144683.0,27632.0,0.981838,0.659377,290.1875,403.6875,2.375,8.0,0.75,1.265
621,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
622,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
623,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
624,w5-75,42.654269,34.3653,8.273124,0.015844,142683.0,28132.0,0.968266,0.671308,290.1875,403.6875,2.375,8.0,0.75,1.265
625,w5-75,40.885832,33.6153,7.254688,0.015844,140682.0,28631.0,0.954686,0.683216,290.1875,403.6875,2.375,8.0,0.75,1.265
626,w5-75,40.885832,33.6153,7.254688,0.015844,140682.0,28631.0,0.954686,0.683216,290.1875,403.6875,2.375,8.0,0.75,1.265
627,w5-75,51.533913,33.6153,7.254688,10.663926,140682.0,28631.0,0.954686,0.683216,290.1875,403.6875,2.375,8.0,0.75,1.265
628,w5-75,50.02657,33.6153,7.254688,9.156582,140682.0,28631.0,0.954686,0.683216,290.1875,403.6875,2.375,8.0,0.75,1.265
629,w5-75,42.654061,34.3656,8.272616,0.015844,142682.0,28130.0,0.968259,0.67126,290.1875,403.6875,2.375,8.0,0.75,1.265
630,w5-75,42.654061,34.3656,8.272616,0.015844,142682.0,28130.0,0.968259,0.67126,290.1875,403.6875,2.375,8.0,0.75,1.265
631,w5-75,42.654061,34.3656,8.272616,0.015844,142682.0,28130.0,0.968259,0.67126,290.1875,403.6875,2.375,8.0,0.75,1.265
632,w5-75,42.654061,34.3656,8.272616,0.015844,142682.0,28130.0,0.968259,0.67126,290.1875,403.6875,2.375,8.0,0.75,1.265
633,w5-75,59.519718,33.6153,7.254179,18.650239,140681.0,28630.0,0.95468,0.683192,290.1875,403.6875,2.375,8.0,0.75,1.265
634,w5-75,40.905204,33.6153,7.254179,0.035725,140681.0,28630.0,0.95468,0.683192,290.1875,403.6875,2.375,8.0,0.75,1.265
635,w5-75,40.885323,33.6153,7.254179,0.015844,140681.0,28630.0,0.95468,0.683192,290.1875,403.6875,2.375,8.0,0.75,1.265
636,w5-75,40.885323,33.6153,7.254179,0.015844,140681.0,28630.0,0.95468,0.683192,290.1875,403.6875,2.375,8.0,0.75,1.265
637,w5-75,42.353164,34.0656,8.271719,0.015844,142681.0,29129.0,0.968252,0.695099,290.1875,403.6875,2.375,8.0,0.75,1.265
638,w5-75,42.353164,34.0656,8.271719,0.015844,142681.0,29129.0,0.968252,0.695099,290.1875,403.6875,2.375,8.0,0.75,1.265
639,w5-75,61.378521,34.0656,8.271719,19.041202,142681.0,29129.0,0.968252,0.695099,290.1875,403.6875,2.375,8.0,0.75,1.265
640,w5-75,59.369365,34.0656,8.271719,17.032046,142681.0,29129.0,0.968252,0.695099,290.1875,403.6875,2.375,8.0,0.75,1.265
641,w5-75,43.820139,34.5153,9.288995,0.015844,144680.0,29629.0,0.981817,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
642,w5-75,43.820139,34.5153,9.288995,0.015844,144680.0,29629.0,0.981817,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
643,w5-75,43.820139,34.5153,9.288995,0.015844,144680.0,29629.0,0.981817,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
644,w5-75,43.820139,34.5153,9.288995,0.015844,144680.0,29629.0,0.981817,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
645,w5-75,45.030402,33.765,8.270339,2.995063,142679.0,30129.0,0.968238,0.718962,290.1875,403.6875,2.375,8.0,0.75,1.265
646,w5-75,67.205795,33.765,8.270339,25.170456,142679.0,30129.0,0.968238,0.718962,290.1875,403.6875,2.375,8.0,0.75,1.265
647,w5-75,42.051183,33.765,8.270339,0.015844,142679.0,30129.0,0.968238,0.718962,290.1875,403.6875,2.375,8.0,0.75,1.265
648,w5-75,42.051183,33.765,8.270339,0.015844,142679.0,30129.0,0.968238,0.718962,290.1875,403.6875,2.375,8.0,0.75,1.265
649,w5-75,43.81933,34.515,9.288486,0.015844,144679.0,29629.0,0.981811,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
650,w5-75,43.81933,34.515,9.288486,0.015844,144679.0,29629.0,0.981811,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
651,w5-75,43.81933,34.515,9.288486,0.015844,144679.0,29629.0,0.981811,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
652,w5-75,77.41735,34.515,9.288486,33.613864,144679.0,29629.0,0.981811,0.707031,290.1875,403.6875,2.375,8.0,0.75,1.265
653,w5-75,45.58821,35.2653,10.307066,0.015844,146679.0,29128.0,0.995383,0.695075,290.1875,403.6875,2.375,8.0,0.75,1.265
654,w5-75,45.58821,35.2653,10.307066,0.015844,146679.0,29128.0,0.995383,0.695075,290.1875,403.6875,2.375,8.0,0.75,1.265
655,w5-75,45.58821,35.2653,10.307066,0.015844,146679.0,29128.0,0.995383,0.695075,290.1875,403.6875,2.375,8.0,0.75,1.265
656,w5-75,45.58821,35.2653,10.307066,0.015844,146679.0,29128.0,0.995383,0.695075,290.1875,403.6875,2.375,8.0,0.75,1.265
657,w5-75,43.819631,34.5153,9.288486,0.015844,144679.0,29628.0,0.981811,0.707007,290.1875,403.6875,2.375,8.0,0.75,1.265
658,w5-75,43.819631,34.5153,9.288486,0.015844,144679.0,29628.0,0.981811,0.707007,290.1875,403.6875,2.375,8.0,0.75,1.265
659,w5-75,43.819631,34.5153,9.288486,0.015844,144679.0,29628.0,0.981811,0.707007,290.1875,403.6875,2.375,8.0,0.75,1.265
660,w5-75,43.819631,34.5153,9.288486,0.015844,144679.0,29628.0,0.981811,0.707007,290.1875,403.6875,2.375,8.0,0.75,1.265
661,w5-75,42.050975,33.7653,8.269831,0.015844,142678.0,30127.0,0.968232,0.718914,290.1875,403.6875,2.375,8.0,0.75,1.265
662,w5-75,48.835367,33.7653,8.269831,6.800236,142678.0,30127.0,0.968232,0.718914,290.1875,403.6875,2.375,8.0,0.75,1.265
663,w5-75,70.629705,33.7653,8.269831,28.594574,142678.0,30127.0,0.968232,0.718914,290.1875,403.6875,2.375,8.0,0.75,1.265
664,w5-75,42.064457,33.7653,8.269831,0.029326,142678.0,30127.0,0.968232,0.718914,290.1875,403.6875,2.375,8.0,0.75,1.265
665,w5-75,43.51868,34.2153,9.287536,0.015844,144678.0,30627.0,0.981804,0.730846,290.1875,403.6875,2.375,8.0,0.75,1.265
666,w5-75,43.51868,34.2153,9.287536,0.015844,144678.0,30627.0,0.981804,0.730846,290.1875,403.6875,2.375,8.0,0.75,1.265
667,w5-75,43.51868,34.2153,9.287536,0.015844,144678.0,30627.0,0.981804,0.730846,290.1875,403.6875,2.375,8.0,0.75,1.265
668,w5-75,43.51868,34.2153,9.287536,0.015844,144678.0,30627.0,0.981804,0.730846,290.1875,403.6875,2.375,8.0,0.75,1.265
669,w5-75,41.750936,33.4656,8.269492,0.015844,142678.0,31126.0,0.968232,0.742753,290.1875,403.6875,2.375,8.0,0.75,1.265
670,w5-75,41.750936,33.4656,8.269492,0.015844,142678.0,31126.0,0.968232,0.742753,290.1875,403.6875,2.375,8.0,0.75,1.265
671,w5-75,41.750936,33.4656,8.269492,0.015844,142678.0,31126.0,0.968232,0.742753,290.1875,403.6875,2.375,8.0,0.75,1.265
672,w5-75,41.750936,33.4656,8.269492,0.015844,142678.0,31126.0,0.968232,0.742753,290.1875,403.6875,2.375,8.0,0.75,1.265
673,w5-75,40.775054,32.7153,7.251335,0.80842,140677.0,31626.0,0.954653,0.754685,290.1875,403.6875,2.375,8.0,0.75,1.265
674,w5-75,39.982479,32.7153,7.251335,0.015844,140677.0,31626.0,0.954653,0.754685,290.1875,403.6875,2.375,8.0,0.75,1.265
675,w5-75,39.986351,32.7153,7.251335,0.019717,140677.0,31626.0,0.954653,0.754685,290.1875,403.6875,2.375,8.0,0.75,1.265
676,w5-75,39.982479,32.7153,7.251335,0.015844,140677.0,31626.0,0.954653,0.754685,290.1875,403.6875,2.375,8.0,0.75,1.265
677,w5-75,41.750428,33.4656,8.268984,0.015844,142677.0,31125.0,0.968225,0.742729,290.1875,403.6875,2.375,8.0,0.75,1.265
678,w5-75,41.750428,33.4656,8.268984,0.015844,142677.0,31125.0,0.968225,0.742729,290.1875,403.6875,2.375,8.0,0.75,1.265
679,w5-75,41.750428,33.4656,8.268984,0.015844,142677.0,31125.0,0.968225,0.742729,290.1875,403.6875,2.375,8.0,0.75,1.265
680,w5-75,41.752073,33.4656,8.268984,0.01749,142677.0,31125.0,0.968225,0.742729,290.1875,403.6875,2.375,8.0,0.75,1.265
681,w5-75,44.412361,32.7156,7.251335,4.445426,140677.0,31625.0,0.954653,0.754661,290.1875,403.6875,2.375,8.0,0.75,1.265
682,w5-75,76.541218,32.7156,7.251335,36.574283,140677.0,31625.0,0.954653,0.754661,290.1875,403.6875,2.375,8.0,0.75,1.265
683,w5-75,39.982779,32.7156,7.251335,0.015844,140677.0,31625.0,0.954653,0.754661,290.1875,403.6875,2.375,8.0,0.75,1.265
684,w5-75,44.732646,32.7156,7.251335,4.765711,140677.0,31625.0,0.954653,0.754661,290.1875,403.6875,2.375,8.0,0.75,1.265
685,w5-75,41.750728,33.4659,8.268984,0.015844,142677.0,31124.0,0.968225,0.742705,290.1875,403.6875,2.375,8.0,0.75,1.265
686,w5-75,41.750728,33.4659,8.268984,0.015844,142677.0,31124.0,0.968225,0.742705,290.1875,403.6875,2.375,8.0,0.75,1.265
687,w5-75,41.750728,33.4659,8.268984,0.015844,142677.0,31124.0,0.968225,0.742705,290.1875,403.6875,2.375,8.0,0.75,1.265
688,w5-75,41.750728,33.4659,8.268984,0.015844,142677.0,31124.0,0.968225,0.742705,290.1875,403.6875,2.375,8.0,0.75,1.265
689,w5-75,69.268056,32.7159,7.251335,29.30082,140677.0,31624.0,0.954653,0.754637,290.1875,403.6875,2.375,8.0,0.75,1.265
690,w5-75,39.98308,32.7159,7.251335,0.015844,140677.0,31624.0,0.954653,0.754637,290.1875,403.6875,2.375,8.0,0.75,1.265
691,w5-75,39.98308,32.7159,7.251335,0.015844,140677.0,31624.0,0.954653,0.754637,290.1875,403.6875,2.375,8.0,0.75,1.265
692,w5-75,39.98376,32.7159,7.251335,0.016524,140677.0,31624.0,0.954653,0.754637,290.1875,403.6875,2.375,8.0,0.75,1.265
693,w5-9,217.728031,38.3175,14.479532,164.930999,154862.0,27137.0,0.968304,0.647565,290.1875,403.6875,2.375,8.0,0.9,1.265
694,w5-9,114.074436,39.0678,15.500696,59.50594,156862.0,26636.0,0.980809,0.635609,290.1875,403.6875,2.375,8.0,0.9,1.265
695,w5-9,134.781319,39.0678,15.500696,80.212823,156862.0,26636.0,0.980809,0.635609,290.1875,403.6875,2.375,8.0,0.9,1.265
696,w5-9,129.540758,39.0678,15.500696,74.972262,156862.0,26636.0,0.980809,0.635609,290.1875,403.6875,2.375,8.0,0.9,1.265
697,w5-9,84.269195,39.0678,15.500696,29.700699,156862.0,26636.0,0.980809,0.635609,290.1875,403.6875,2.375,8.0,0.9,1.265
698,w5-9,65.869106,39.8175,16.521947,9.529659,158861.0,26136.0,0.993308,0.623678,290.1875,403.6875,2.375,8.0,0.9,1.265
699,w5-9,99.553311,39.8175,16.521947,43.213864,158861.0,26136.0,0.993308,0.623678,290.1875,403.6875,2.375,8.0,0.9,1.265
700,w5-9,77.753311,39.8175,16.521947,21.413864,158861.0,26136.0,0.993308,0.623678,290.1875,403.6875,2.375,8.0,0.9,1.265
701,w5-9,99.553311,39.8175,16.521947,43.213864,158861.0,26136.0,0.993308,0.623678,290.1875,403.6875,2.375,8.0,0.9,1.265
702,w5-9,58.12718,40.5675,17.543835,0.015844,160860.0,25635.0,1.005807,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
703,w5-9,58.12718,40.5675,17.543835,0.015844,160860.0,25635.0,1.005807,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
704,w5-9,58.12718,40.5675,17.543835,0.015844,160860.0,25635.0,1.005807,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
705,w5-9,58.12718,40.5675,17.543835,0.015844,160860.0,25635.0,1.005807,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
706,w5-9,78.618882,39.8175,16.521439,22.279943,158860.0,26135.0,0.993302,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
707,w5-9,67.552803,39.8175,16.521439,11.213865,158860.0,26135.0,0.993302,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
708,w5-9,56.354783,39.8175,16.521439,0.015844,158860.0,26135.0,0.993302,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
709,w5-9,93.931181,39.8175,16.521439,37.592242,158860.0,26135.0,0.993302,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
710,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
711,w5-9,58.194758,40.5672,17.543324,0.084233,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
712,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
713,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
714,w5-9,56.353972,39.8172,16.520928,0.015844,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
715,w5-9,56.353972,39.8172,16.520928,0.015844,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
716,w5-9,76.772331,39.8172,16.520928,20.434203,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
717,w5-9,59.28695,39.8172,16.520928,2.948822,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
718,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
719,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
720,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
721,w5-9,58.126369,40.5672,17.543324,0.015844,160859.0,25635.0,1.005801,0.611723,290.1875,403.6875,2.375,8.0,0.9,1.265
722,w5-9,56.353972,39.8172,16.520928,0.015844,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
723,w5-9,56.353972,39.8172,16.520928,0.015844,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
724,w5-9,56.353972,39.8172,16.520928,0.015844,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
725,w5-9,56.361584,39.8172,16.520928,0.023456,158859.0,26135.0,0.993296,0.623654,290.1875,403.6875,2.375,8.0,0.9,1.265
726,w5-9,109.574072,39.0672,15.498658,55.008214,156858.0,26634.0,0.980784,0.635562,290.1875,403.6875,2.375,8.0,0.9,1.265
727,w5-9,115.548292,39.0672,15.498658,60.982434,156858.0,26634.0,0.980784,0.635562,290.1875,403.6875,2.375,8.0,0.9,1.265
728,w5-9,61.46248,39.0672,15.498658,6.896623,156858.0,26634.0,0.980784,0.635562,290.1875,403.6875,2.375,8.0,0.9,1.265
729,w5-9,108.342192,39.0672,15.498658,53.776334,156858.0,26634.0,0.980784,0.635562,290.1875,403.6875,2.375,8.0,0.9,1.265
730,w5-9,56.352955,39.8172,16.519911,0.015844,158857.0,26133.0,0.993283,0.623606,290.1875,403.6875,2.375,8.0,0.9,1.265
731,w5-9,56.352955,39.8172,16.519911,0.015844,158857.0,26133.0,0.993283,0.623606,290.1875,403.6875,2.375,8.0,0.9,1.265
732,w5-9,56.352955,39.8172,16.519911,0.015844,158857.0,26133.0,0.993283,0.623606,290.1875,403.6875,2.375,8.0,0.9,1.265
733,w5-9,56.352955,39.8172,16.519911,0.015844,158857.0,26133.0,0.993283,0.623606,290.1875,403.6875,2.375,8.0,0.9,1.265
734,w5-9,54.581193,39.0672,15.498149,0.015844,156857.0,26633.0,0.980778,0.635538,290.1875,403.6875,2.375,8.0,0.9,1.265
735,w5-9,54.581193,39.0672,15.498149,0.015844,156857.0,26633.0,0.980778,0.635538,290.1875,403.6875,2.375,8.0,0.9,1.265
736,w5-9,54.581193,39.0672,15.498149,0.015844,156857.0,26633.0,0.980778,0.635538,290.1875,403.6875,2.375,8.0,0.9,1.265
737,w5-9,54.581193,39.0672,15.498149,0.015844,156857.0,26633.0,0.980778,0.635538,290.1875,403.6875,2.375,8.0,0.9,1.265
738,w5-9,52.83331,38.3172,14.476478,0.039631,154856.0,27132.0,0.968266,0.647445,290.1875,403.6875,2.375,8.0,0.9,1.265
739,w5-9,52.809523,38.3172,14.476478,0.015844,154856.0,27132.0,0.968266,0.647445,290.1875,403.6875,2.375,8.0,0.9,1.265
740,w5-9,52.810005,38.3172,14.476478,0.016327,154856.0,27132.0,0.968266,0.647445,290.1875,403.6875,2.375,8.0,0.9,1.265
741,w5-9,52.809523,38.3172,14.476478,0.015844,154856.0,27132.0,0.968266,0.647445,290.1875,403.6875,2.375,8.0,0.9,1.265
742,w5-9,67.959683,37.5672,13.455883,16.9366,152856.0,27632.0,0.955761,0.659377,290.1875,403.6875,2.375,8.0,0.9,1.265
743,w5-9,51.038927,37.5672,13.455883,0.015844,152856.0,27632.0,0.955761,0.659377,290.1875,403.6875,2.375,8.0,0.9,1.265
744,w5-9,51.038927,37.5672,13.455883,0.015844,152856.0,27632.0,0.955761,0.659377,290.1875,403.6875,2.375,8.0,0.9,1.265
745,w5-9,51.038927,37.5672,13.455883,0.015844,152856.0,27632.0,0.955761,0.659377,290.1875,403.6875,2.375,8.0,0.9,1.265
746,w5-9,52.809014,38.3172,14.47597,0.015844,154855.0,27131.0,0.96826,0.647421,290.1875,403.6875,2.375,8.0,0.9,1.265
747,w5-9,52.809014,38.3172,14.47597,0.015844,154855.0,27131.0,0.96826,0.647421,290.1875,403.6875,2.375,8.0,0.9,1.265
748,w5-9,52.809014,38.3172,14.47597,0.015844,154855.0,27131.0,0.96826,0.647421,290.1875,403.6875,2.375,8.0,0.9,1.265
749,w5-9,52.809014,38.3172,14.47597,0.015844,154855.0,27131.0,0.96826,0.647421,290.1875,403.6875,2.375,8.0,0.9,1.265
750,w5-9,51.037609,37.5669,13.454864,0.015844,152854.0,27631.0,0.955748,0.659353,290.1875,403.6875,2.375,8.0,0.9,1.265
751,w5-9,51.037609,37.5669,13.454864,0.015844,152854.0,27631.0,0.955748,0.659353,290.1875,403.6875,2.375,8.0,0.9,1.265
752,w5-9,51.037609,37.5669,13.454864,0.015844,152854.0,27631.0,0.955748,0.659353,290.1875,403.6875,2.375,8.0,0.9,1.265
753,w5-9,51.037609,37.5669,13.454864,0.015844,152854.0,27631.0,0.955748,0.659353,290.1875,403.6875,2.375,8.0,0.9,1.265
754,w5-9,62.462635,36.8172,12.434807,13.210629,150854.0,28130.0,0.943243,0.67126,290.1875,403.6875,2.375,8.0,0.9,1.265
755,w5-9,102.305681,36.8172,12.434807,53.053674,150854.0,28130.0,0.943243,0.67126,290.1875,403.6875,2.375,8.0,0.9,1.265
756,w5-9,49.267851,36.8172,12.434807,0.015844,150854.0,28130.0,0.943243,0.67126,290.1875,403.6875,2.375,8.0,0.9,1.265
757,w5-9,62.009018,36.8172,12.434807,12.757011,150854.0,28130.0,0.943243,0.67126,290.1875,403.6875,2.375,8.0,0.9,1.265
758,w5-9,95.811572,37.5669,13.454356,44.790316,152853.0,27630.0,0.955742,0.659329,290.1875,403.6875,2.375,8.0,0.9,1.265
759,w5-9,107.336219,37.5669,13.454356,56.314963,152853.0,27630.0,0.955742,0.659329,290.1875,403.6875,2.375,8.0,0.9,1.265
760,w5-9,74.79037,37.5669,13.454356,23.769115,152853.0,27630.0,0.955742,0.659329,290.1875,403.6875,2.375,8.0,0.9,1.265
761,w5-9,105.697086,37.5669,13.454356,54.67583,152853.0,27630.0,0.955742,0.659329,290.1875,403.6875,2.375,8.0,0.9,1.265
762,w5-9,52.807186,38.3169,14.474442,0.015844,154852.0,27129.0,0.968241,0.647374,290.1875,403.6875,2.375,8.0,0.9,1.265
763,w5-9,52.807186,38.3169,14.474442,0.015844,154852.0,27129.0,0.968241,0.647374,290.1875,403.6875,2.375,8.0,0.9,1.265
764,w5-9,61.106842,38.3169,14.474442,8.315501,154852.0,27129.0,0.968241,0.647374,290.1875,403.6875,2.375,8.0,0.9,1.265
765,w5-9,72.716512,38.3169,14.474442,19.92517,154852.0,27129.0,0.968241,0.647374,290.1875,403.6875,2.375,8.0,0.9,1.265
766,w5-9,54.577839,39.0669,15.495095,0.015844,156851.0,26628.0,0.98074,0.635418,290.1875,403.6875,2.375,8.0,0.9,1.265
767,w5-9,54.577839,39.0669,15.495095,0.015844,156851.0,26628.0,0.98074,0.635418,290.1875,403.6875,2.375,8.0,0.9,1.265
768,w5-9,54.577839,39.0669,15.495095,0.015844,156851.0,26628.0,0.98074,0.635418,290.1875,403.6875,2.375,8.0,0.9,1.265
769,w5-9,54.577839,39.0669,15.495095,0.015844,156851.0,26628.0,0.98074,0.635418,290.1875,403.6875,2.375,8.0,0.9,1.265
770,w5-9,52.806678,38.3169,14.473933,0.015844,154851.0,27128.0,0.968235,0.64735,290.1875,403.6875,2.375,8.0,0.9,1.265
771,w5-9,52.806678,38.3169,14.473933,0.015844,154851.0,27128.0,0.968235,0.64735,290.1875,403.6875,2.375,8.0,0.9,1.265
772,w5-9,52.806678,38.3169,14.473933,0.015844,154851.0,27128.0,0.968235,0.64735,290.1875,403.6875,2.375,8.0,0.9,1.265
773,w5-9,96.01527,38.3169,14.473933,43.224437,154851.0,27128.0,0.968235,0.64735,290.1875,403.6875,2.375,8.0,0.9,1.265
774,w5-9,55.413612,39.0669,15.494586,0.852126,156850.0,26627.0,0.980734,0.635394,290.1875,403.6875,2.375,8.0,0.9,1.265
775,w5-9,54.577331,39.0669,15.494586,0.015844,156850.0,26627.0,0.980734,0.635394,290.1875,403.6875,2.375,8.0,0.9,1.265
776,w5-9,54.577331,39.0669,15.494586,0.015844,156850.0,26627.0,0.980734,0.635394,290.1875,403.6875,2.375,8.0,0.9,1.265
777,w5-9,54.577331,39.0669,15.494586,0.015844,156850.0,26627.0,0.980734,0.635394,290.1875,403.6875,2.375,8.0,0.9,1.265
