iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,weight12,weight13,weight14,weight15,weight16,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16
0,0,260.109898,41.814300,18.629423,199.666174,166821,27440,0.999995,0.599986,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.07804522246535373,0.6553438276719139,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,1.0
1,3,105.458580,42.564300,19.652400,43.241880,168821,26940,1.011984,0.589054,0.05487781249999999,0.07724181249999999,0.05283781249999999,0.05665281249999999,0.08784181249999999,0.07348481249999998,0.052333812499999986,0.07604381249999999,0.05196781249999999,0.05182981249999999,0.05663881249999999,0.05398281249999999,0.05531081249999999,0.05553981249999999,0.05553981249999999,0.08787581249999998,0.0256128796194659,0,0,0,0.006443298969072142,1.0,0,0.018604651162790753,0,0,0,0,0,0,0,0
1,1,230.043629,42.564300,19.652400,167.826929,168821,26940,1.011984,0.589054,0.05487781249999999,0.07724181249999999,0.05283781249999999,0.05665281249999999,0.08784181249999999,0.07348481249999998,0.052333812499999986,0.07604381249999999,0.05196781249999999,0.05182981249999999,0.05663881249999999,0.05398281249999999,0.05531081249999999,0.05553981249999999,0.05553981249999999,0.08787581249999998,1.0,0,0.7754435107376284,1.0,0.22048271363339866,1.0,0,0.0008583690987125081,0,0,0,0,0,0,0,0
1,0,182.453298,42.564300,19.652400,120.236598,168821,26940,1.011984,0.589054,0.05487781249999999,0.07724181249999999,0.05283781249999999,0.05665281249999999,0.08784181249999999,0.07348481249999998,0.052333812499999986,0.07604381249999999,0.05196781249999999,0.05182981249999999,0.05663881249999999,0.05398281249999999,0.05531081249999999,0.05553981249999999,0.05553981249999999,0.08787581249999998,0.6102997694081476,0.004910829671749828,0.39044183949504063,0.9036482694106642,0,1.0,0,0.009121061359867344,0,0,0,0,0,0,0,0
1,2,197.854278,42.564300,19.652400,135.637578,168821,26940,1.011984,0.589054,0.05487781249999999,0.07724181249999999,0.05283781249999999,0.05665281249999999,0.08784181249999999,0.07348481249999998,0.052333812499999986,0.07604381249999999,0.05196781249999999,0.05182981249999999,0.05663881249999999,0.05398281249999999,0.05531081249999999,0.05553981249999999,0.05553981249999999,0.08787581249999998,0.7391304347826086,0,0.31132508023842276,0.9198974687600128,0.3549402139710509,1.0,0,0.01041666666666674,0,0,0,0,0,0,0,0
2,1,64.061844,43.314000,20.675528,0.072316,170820,26440,1.023966,0.578121,0.06843112500000001,0.06827212499999999,0.060025125,0.105831125,0.088271125,0.083998125,0.043775125,0.06890412500000001,0.043110125,0.042860125,0.051588125,0.046767125,0.049178124999999996,0.049593124999999995,0.049593124999999995,0.079802125,0,0,0,0,0,0.051569506726457326,0,0,0,0,0,0,0,0,0,0
2,2,64.134350,43.314000,20.675528,0.144822,170820,26440,1.023966,0.578121,0.06843112500000001,0.06827212499999999,0.060025125,0.105831125,0.088271125,0.083998125,0.043775125,0.06890412500000001,0.043110125,0.042860125,0.051588125,0.046767125,0.049178124999999996,0.049593124999999995,0.049593124999999995,0.079802125,0,0,0,0,0,0.06890198968312455,0,0,0,0,0,0,0,0,0,0
2,0,92.319185,43.314000,20.675528,28.329657,170820,26440,1.023966,0.578121,0.06843112500000001,0.06827212499999999,0.060025125,0.105831125,0.088271125,0.083998125,0.043775125,0.06890412500000001,0.043110125,0.042860125,0.051588125,0.046767125,0.049178124999999996,0.049593124999999995,0.049593124999999995,0.079802125,0,0,0,0,0,0.05695963787250091,0,0.13095238095238093,0.6538461538461539,0,0,0,0,0,0.05780346820809257,0
2,3,64.056310,43.314000,20.675528,0.066782,170820,26440,1.023966,0.578121,0.06843112500000001,0.06827212499999999,0.060025125,0.105831125,0.088271125,0.083998125,0.043775125,0.06890412500000001,0.043110125,0.042860125,0.051588125,0.046767125,0.049178124999999996,0.049593124999999995,0.049593124999999995,0.079802125,0,0,0,0,0,0.0491926398798348,0,0,0,0,0,0,0,0,0,0
3,2,65.966558,44.064000,21.699359,0.203199,172819,25939,1.035949,0.567166,0.06822306250000001,0.0680040625,0.05977806250000001,0.10558906250000001,0.08814906250000001,0.08385606250000001,0.04351706250000001,0.0693640625,0.04559006250000001,0.04259206250000001,0.05142006250000001,0.04654406250000001,0.048982062500000006,0.04940206250000001,0.049432062500000006,0.07955706250000001,0,0,0,0,0,0.07636502481863305,0,0,0,0,0,0,0,0,0,0
3,3,65.797392,44.064000,21.699359,0.034032,172819,25939,1.035949,0.567166,0.06822306250000001,0.0680040625,0.05977806250000001,0.10558906250000001,0.08814906250000001,0.08385606250000001,0.04351706250000001,0.0693640625,0.04559006250000001,0.04259206250000001,0.05142006250000001,0.04654406250000001,0.048982062500000006,0.04940206250000001,0.049432062500000006,0.07955706250000001,0,0,0,0,0,0.013038754074610637,0,0,0,0,0,0,0,0,0,0
3,0,65.811027,44.064000,21.699359,0.047668,172819,25939,1.035949,0.567166,0.06822306250000001,0.0680040625,0.05977806250000001,0.10558906250000001,0.08814906250000001,0.08385606250000001,0.04351706250000001,0.0693640625,0.04559006250000001,0.04259206250000001,0.05142006250000001,0.04654406250000001,0.048982062500000006,0.04940206250000001,0.049432062500000006,0.07955706250000001,0,0,0,0,0,0.03691275167785246,0,0,0,0,0,0,0,0,0,0
3,1,65.795048,44.064000,21.699359,0.031689,172819,25939,1.035949,0.567166,0.06822306250000001,0.0680040625,0.05977806250000001,0.10558906250000001,0.08814906250000001,0.08385606250000001,0.04351706250000001,0.0693640625,0.04559006250000001,0.04259206250000001,0.05142006250000001,0.04654406250000001,0.048982062500000006,0.04940206250000001,0.049432062500000006,0.07955706250000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,64.333295,43.613700,20.677462,0.042134,170818,25439,1.023954,0.556234,0.0681929375,0.0679589375,0.05973793749999999,0.1055499375,0.08814093749999999,0.08435293749999999,0.04347493749999999,0.0693309375,0.045545937499999994,0.04254693749999999,0.051400937499999994,0.046509937499999994,0.04895493749999999,0.04937693749999999,0.04940693749999999,0.0795179375,0,0,0,0,0,0.030715396578538057,0,0,0,0,0,0,0,0,0,0
4,0,64.414686,43.613700,20.677462,0.123524,170818,25439,1.023954,0.556234,0.0681929375,0.0679589375,0.05973793749999999,0.1055499375,0.08814093749999999,0.08435293749999999,0.04347493749999999,0.0693309375,0.045545937499999994,0.04254693749999999,0.051400937499999994,0.046509937499999994,0.04895493749999999,0.04937693749999999,0.04940693749999999,0.0795179375,0,0,0,0,0,0.06526548672566368,0,0,0,0,0,0,0,0,0,0
4,1,64.328830,43.613700,20.677462,0.037668,170818,25439,1.023954,0.556234,0.0681929375,0.0679589375,0.05973793749999999,0.1055499375,0.08814093749999999,0.08435293749999999,0.04347493749999999,0.0693309375,0.045545937499999994,0.04254693749999999,0.051400937499999994,0.046509937499999994,0.04895493749999999,0.04937693749999999,0.04940693749999999,0.0795179375,0,0,0,0,0,0.023246951219512146,0,0.0,0,0,0,0,0,0,0,0
