iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
57,0,34.697892,28.872000,5.819951,0.005942,122871,26631,0.983952,0.989387,0.236686,0.564423,0.198891,0,0,0
58,0,33.163850,28.122000,4.802823,0.239027,120871,27131,0.967936,1.007963,0.236686,0.564423,0.198891,0,0.08209606986899565,0
59,0,34.754829,28.872000,5.819951,0.062878,122871,26631,0.983952,0.989387,0.231092,0.575611,0.193297,0,0,0.05714285714285716
60,0,32.934499,28.122000,4.802823,0.009675,120871,27131,0.967936,1.007963,0.22696100000000002,0.571703,0.20133600000000001,0,0.017699115044247815,0
61,0,51.668345,27.372000,3.786115,20.510230,118871,27631,0.951920,1.026539,0.2267103333333333,0.5722043333333333,0.2010853333333333,0.2028985507246377,0.4243219597550306,0
62,0,70.547389,28.122000,4.802823,37.622566,120871,27131,0.967936,1.007963,0.245414,0.567826,0.18676,0,0.0,0.8837209302325582
63,0,34.473164,28.572000,5.819736,0.081427,122871,27631,0.983952,1.026539,0.232931,0.555995,0.211074,0,0.06190061028770699,0
64,0,36.166791,29.322000,6.837214,0.007577,124871,27131,0.999968,1.007963,0.23274,0.556377,0.210883,0,0.01005025125628134,0
65,0,34.397678,28.572000,5.819736,0.005942,122871,27631,0.983952,1.026539,0.232529,0.556799,0.210672,0,0,0
66,0,32.889587,27.822000,4.802683,0.264904,120871,28131,0.967936,1.045115,0.232529,0.556799,0.210672,0,0.0841201716738198,0
67,0,34.438843,28.572000,5.819736,0.047107,122871,27631,0.983952,1.026539,0.220947,0.579963,0.19909,0,0.019214703425229795,0.04999999999999993
68,0,32.630624,27.822000,4.802683,0.005942,120871,28131,0.967936,1.045115,0.215959,0.575432,0.208609,0,0,0.0
69,0,90.334721,27.072300,3.786031,59.476391,118871,28630,0.951920,1.063653,0.215959,0.575432,0.208609,0.92,0.16153846153846152,0.4571428571428572
70,0,75.829814,27.822600,4.802683,43.204531,120871,28129,0.967936,1.045040,0.236724,0.561208,0.202068,0,0.004222972972972916,1.0
71,0,34.103730,28.272900,5.819538,0.011292,122871,28628,0.983952,1.063579,0.229262,0.554168,0.21657,0,0.021867115222876432,0
72,0,57.221963,27.522900,4.802552,24.896511,120871,29128,0.967936,1.082155,0.2290776666666667,0.5545366666666667,0.2163856666666667,0,0.05342237061769617,0.6176470588235294
73,0,33.944208,27.972900,5.819352,0.151956,122871,29628,0.983952,1.100731,0.219439,0.545511,0.23505,0,0.0734415029888984,0
74,0,35.565506,28.722900,6.836665,0.005942,124871,29128,0.999968,1.082155,0.2192706666666667,0.5458476666666667,0.2348816666666667,0,0,0
