iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
0,0,82.666165,32.617500,6.844704,43.203961,124875,16150,1.000000,0.600000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1.0,0
1,0,84.435698,33.367500,7.864237,43.203961,126874,15649,1.016008,0.581387,0.31641,0.36718,0.31641,0,1.0,0
2,0,43.016164,34.117500,8.884728,0.013935,128873,15148,1.032016,0.562774,0.298195,0.40361,0.298195,0,0.027027027027026973,0
3,0,73.392368,33.367500,7.863728,32.161140,126873,15648,1.016000,0.581350,0.297777,0.404446,0.297777,0,0.7699412258606213,0
4,0,43.007360,34.117200,8.884218,0.005942,128872,15148,1.032008,0.562774,0.28418266666666664,0.4316346666666666,0.28418266666666664,0,0,0
5,0,42.183954,33.367200,7.863218,0.953536,126872,15648,1.015992,0.581350,0.28418266666666664,0.4316346666666666,0.28418266666666664,0,0.11371527777777779,0
6,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.282829,0.434342,0.282829,0,0,0
7,0,62.293186,33.366900,7.862708,21.063578,126871,15648,1.015984,0.581350,0.282829,0.434342,0.282829,0,0.5387420237010028,0
8,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.273631,0.452738,0.273631,0,0,0
9,0,56.607482,33.366900,7.862708,15.377874,126871,15648,1.015984,0.581350,0.273631,0.452738,0.273631,0,0.42028985507246375,0
10,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.2666266666666667,0.4667466666666667,0.2666266666666667,0,0,0
11,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.2666266666666667,0.4667466666666667,0.2666266666666667,0,0,0
12,0,47.268350,32.616900,6.842668,7.808782,124871,16148,0.999968,0.599926,0.2666266666666667,0.4667466666666667,0.2666266666666667,0,0.2625994694960213,0
13,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.26279800000000003,0.47440400000000005,0.26279800000000003,0,0,0
14,0,39.524468,32.616900,6.842668,0.064900,124871,16148,0.999968,0.599926,0.26279800000000003,0.47440400000000005,0.26279800000000003,0,0.05772646536412074,0
15,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.26255433333333333,0.47489133333333333,0.26255433333333333,0,0,0
16,0,39.515398,32.616900,6.842668,0.055830,124871,16148,0.999968,0.599926,0.26255433333333333,0.47489133333333333,0.26255433333333333,0,0.05494505494505497,0
17,0,47.290651,33.366900,7.862708,6.061043,126871,15648,1.015984,0.581350,0.2621576666666666,0.47568466666666664,0.2621576666666666,0,0.22618061309030657,0
18,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.24758866666666662,0.5048226666666666,0.24758866666666662,0,0,0
19,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.24758866666666662,0.5048226666666666,0.24758866666666662,0,0,0
20,0,39.465509,32.616900,6.842668,0.005942,124871,16148,0.999968,0.599926,0.24758866666666662,0.5048226666666666,0.24758866666666662,0,0,0
21,0,37.696341,31.866900,5.823499,0.005942,122871,16648,0.983952,0.618502,0.24758866666666662,0.5048226666666666,0.24758866666666662,0,0,0
22,0,91.759285,31.117200,4.805127,55.836958,120871,17147,0.967936,0.637040,0.24758866666666662,0.5048226666666666,0.24758866666666662,0.36322869955156956,1.0,0
23,0,37.707104,31.867500,5.823500,0.016104,122871,16646,0.983952,0.618427,0.249749,0.535852,0.214399,0,0.030328559393428822,0
24,0,62.409476,31.117800,4.805127,26.486549,120871,17145,0.967936,0.636966,0.24942333333333339,0.5365033333333333,0.2140733333333334,0,0.09420289855072461,0.6428571428571429
25,0,37.697543,31.868100,5.823502,0.005942,122871,16644,0.983952,0.618353,0.227799,0.520627,0.251574,0,0,0
26,0,79.127189,31.118100,4.805128,43.203961,120871,17144,0.967936,0.636929,0.227799,0.520627,0.251574,0,1.0,0
27,0,37.697543,31.868100,5.823502,0.005942,122871,16644,0.983952,0.618353,0.207498,0.561229,0.231273,0,0,0
28,0,64.110429,31.118100,4.805128,28.187201,120871,17144,0.967936,0.636929,0.207498,0.561229,0.231273,0.6871508379888268,0,0
29,0,60.023597,31.568100,5.822965,22.632533,122871,17644,0.983952,0.655505,0.247775,0.541691,0.210534,0,0,0.5714285714285714
30,0,38.865527,32.018400,6.841186,0.005942,124871,18143,0.999968,0.674043,0.238098,0.532581,0.229321,0,0,0
31,0,37.294583,31.268700,5.822486,0.203397,122871,18642,0.983952,0.692582,0.238098,0.532581,0.229321,0,0.07896857373086219,0
32,0,38.866128,32.019000,6.841187,0.005942,124871,18141,0.999968,0.673969,0.23778733333333338,0.5332023333333333,0.22901033333333337,0,0,0
33,0,58.480980,31.269000,5.822487,21.389493,122871,18641,0.983952,0.692545,0.23778733333333338,0.5332023333333333,0.22901033333333337,0,0.5455319148936171,0
34,0,38.866429,32.019300,6.841188,0.005942,124871,18140,0.999968,0.673932,0.2280853333333333,0.5526063333333333,0.2193083333333333,0,0,0
35,0,43.774199,31.269300,5.822487,6.682411,122871,18640,0.983952,0.692508,0.2280853333333333,0.5526063333333333,0.2193083333333333,0,0,0.23913043478260876
36,0,38.565802,31.719300,6.840561,0.005942,124871,19140,0.999968,0.711084,0.223919,0.548695,0.227386,0,0,0
37,0,40.899406,30.969600,5.822057,4.107749,122871,19639,0.983952,0.729622,0.223919,0.548695,0.227386,0.18536585365853664,0.009267059814658807,0
38,0,38.265839,31.419900,6.839997,0.005942,124871,20138,0.999968,0.748161,0.236086,0.542808,0.221106,0,0,0
39,0,64.705631,30.669900,5.821669,28.214062,122871,20638,0.983952,0.766737,0.236086,0.542808,0.221106,0,0.6877104377104377,0
40,0,38.265947,31.419900,6.839997,0.006049,124871,20138,0.999968,0.748161,0.2269753333333333,0.5610293333333333,0.21199533333333329,0,0.0008833922261484162,0
41,0,36.509172,30.669900,5.821669,0.017603,122871,20638,0.983952,0.766737,0.2267123333333333,0.5615553333333333,0.2117323333333333,0,0.0322847682119205,0
42,0,49.332061,29.919900,4.803945,14.608216,120871,21138,0.967936,0.785313,0.213196,0.588588,0.198216,0,0,0.4042553191489362
43,0,70.523139,30.369900,5.821316,34.331923,122871,21638,0.983952,0.803889,0.201172,0.577231,0.221597,0.8151658767772512,0,0
44,0,50.723648,30.820200,6.839022,13.064426,124871,22137,0.999968,0.822427,0.226517,0.564925,0.208558,0,0,0.37209302325581395
45,0,39.133483,31.270500,7.857042,0.005942,126871,22636,1.015984,0.840966,0.223111,0.561718,0.215171,0,0,0
46,0,37.365255,30.520500,6.838598,0.006157,124871,23136,0.999968,0.859542,0.223111,0.561718,0.215171,0,0.0017211703958691649,0
47,0,35.634031,29.770500,5.820700,0.042831,122871,23636,0.983952,0.878118,0.222776,0.562388,0.214836,0,0,0.04999999999999993
48,0,63.613790,29.020800,4.803314,29.789675,120871,24135,0.967936,0.896656,0.212387,0.552622,0.234991,0,0.7205357142857143,0
49,0,53.898566,29.771100,5.820701,18.306765,122871,23634,0.983952,0.878043,0.201927,0.573542,0.224531,0.48130841121495327,0,0
50,0,37.065551,30.221400,6.838210,0.005942,124871,24133,0.999968,0.896582,0.231689,0.559093,0.209218,0,0,0
51,0,35.308108,29.471400,5.820430,0.016278,122871,24633,0.983952,0.915158,0.231689,0.559093,0.209218,0,0.03056768558951961,0
52,0,44.308532,28.721400,4.803138,10.783994,120871,25133,0.967936,0.933734,0.2314903333333333,0.5594903333333333,0.2090193333333333,0,0.03324584426946631,0.32432432432432434
53,0,35.008743,29.171400,5.820181,0.017162,122871,25633,0.983952,0.952310,0.221546,0.550147,0.228307,0,0.03173241852487141,0
54,0,40.668709,28.421700,4.802974,7.444034,120871,26132,0.967936,0.970848,0.22134300000000004,0.550553,0.22810400000000003,0.255,0,0
55,0,34.706043,28.872000,5.819951,0.014092,122871,26631,0.983952,0.989387,0.251147,0.536125,0.212728,0,0.014912280701754321,0.021739130434782594
56,0,33.377994,28.122000,4.802823,0.453171,120871,27131,0.967936,1.007963,0.250901,0.535993,0.213106,0,0.09527896995708163,0
