iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
27,0,33.692896,29.389500,3.992451,0.310945,120109,22144,0.952301,0.797982,0.45193066666666665,0.29981166666666664,0.24825766666666663,0,0.08733624454148481,0
28,0,34.854865,29.839500,5.009424,0.005942,122109,22644,0.968159,0.816000,0.451077,0.301519,0.247404,0,0,0
29,0,47.977567,29.089500,3.991798,14.896269,120108,23143,0.952293,0.833982,0.451077,0.301519,0.247404,0.41025641025641024,0,0
30,0,47.052377,29.839500,5.008915,12.203961,122108,22643,0.968151,0.815964,0.4665603333333333,0.29377733333333333,0.23966233333333328,0,0,0.35416666666666674
31,0,36.321667,30.289500,6.026225,0.005942,124108,23143,0.984008,0.833982,0.4608986666666667,0.28811566666666666,0.25098566666666666,0,0,0
32,0,39.753360,29.539500,5.008697,5.205163,122108,23643,0.968151,0.852000,0.4608986666666667,0.28811566666666666,0.25098566666666666,0,0,0.20833333333333337
33,0,36.021665,29.989800,6.025923,0.005942,124108,24142,0.984008,0.869982,0.45748466666666665,0.2847016666666667,0.25781366666666666,0,0,0
34,0,34.254239,29.239800,5.008497,0.005942,122108,24642,0.968151,0.888000,0.45748466666666665,0.2847016666666667,0.25781366666666666,0,0,0
35,0,40.256273,28.489800,3.991035,7.775438,120107,25141,0.952285,0.905982,0.45748466666666665,0.2847016666666667,0.25781366666666666,0,0,0.261904761904762
36,0,35.735353,28.939800,5.007804,1.787749,122107,25641,0.968143,0.924000,0.45350233333333334,0.2807193333333333,0.26577833333333334,0,0.13526570048309183,0
37,0,35.720878,29.689800,6.025137,0.005942,124107,25141,0.984000,0.905982,0.449686,0.288352,0.261962,0,0,0
38,0,33.953546,28.939800,5.007804,0.005942,122107,25641,0.968143,0.924000,0.449686,0.288352,0.261962,0,0,0
39,0,32.186156,28.189800,3.990414,0.005942,120106,26140,0.952278,0.941982,0.449686,0.288352,0.261962,0,0,0
40,0,33.176439,27.439500,2.973450,2.763490,118105,26640,0.936412,0.960000,0.449686,0.288352,0.261962,0,0.15642458100558654,0.04347826086956519
41,0,33.127123,27.889800,3.989802,1.247521,120105,27139,0.952270,0.977982,0.445639,0.296386,0.257975,0,0,0.12195121951219512
42,0,33.352200,28.339800,5.006459,0.005942,122105,27639,0.968127,0.996000,0.444182,0.294929,0.260889,0,0,0
43,0,56.509318,27.590100,3.989705,24.929513,120105,28138,0.952270,1.013982,0.444182,0.294929,0.260889,0,0.23783783783783785,0.4814814814814815
44,0,33.352500,28.340100,5.006459,0.005942,122105,27638,0.968127,0.995964,0.430039,0.301241,0.26872,0,0,0
45,0,35.419625,27.590100,3.989705,3.839820,120105,28138,0.952270,1.013982,0.430039,0.301241,0.26872,0.1797752808988764,0,0
46,0,33.352500,28.340100,5.006459,0.005942,122105,27638,0.968127,0.995964,0.4363356666666667,0.2980926666666667,0.26557166666666665,0,0,0
47,0,31.585747,27.590100,3.989705,0.005942,120105,28138,0.952270,1.013982,0.4363356666666667,0.2980926666666667,0.26557166666666665,0,0,0
48,0,49.237278,26.839800,2.972834,19.424645,118104,28638,0.936404,1.032000,0.4363356666666667,0.2980926666666667,0.26557166666666665,0.1573033707865169,0,0.44680851063829785
49,0,31.712800,27.589800,3.989197,0.133804,120104,28138,0.952262,1.013982,0.43501100000000004,0.28939200000000004,0.27559700000000004,0,0.07106598984771584,0
50,0,33.052165,28.039800,5.005803,0.006562,122104,28638,0.968119,1.032000,0.43470666666666663,0.29000066666666663,0.27529266666666663,0,0.00454545454545463,0
51,0,31.285148,27.290100,3.989106,0.005942,120104,29137,0.952262,1.049982,0.434474,0.290466,0.27506,0,0,0
52,0,29.561372,26.539800,2.972277,0.049294,118103,29637,0.936396,1.068000,0.434474,0.290466,0.27506,0.052631578947368474,0,0
53,0,60.192675,25.789800,1.955805,32.447070,116102,30136,0.920531,1.085982,0.4581153333333333,0.2786453333333333,0.2632393333333333,0.3783783783783783,0.4975609756097561,0
54,0,68.926057,26.539800,2.971769,39.414487,118102,29636,0.936389,1.067964,0.45746000000000003,0.29642500000000005,0.24611500000000003,0,0,0.9210526315789473
55,0,30.985198,26.989800,3.988006,0.007392,120102,30136,0.952246,1.085982,0.4451793333333333,0.28414433333333333,0.27067633333333335,0,0.00917431192660545,0
56,0,29.217466,26.239800,2.971724,0.005942,118102,30636,0.936389,1.104000,0.444899,0.284705,0.270396,0,0,0
57,0,64.260480,25.489800,1.955278,36.815402,116101,31135,0.920523,1.121982,0.444899,0.284705,0.270396,0,0.8662420382165605,0.04761904761904767
58,0,28.917215,25.940100,2.971174,0.005942,118101,31634,0.936381,1.139964,0.434816,0.304833,0.260351,0,0,0
59,0,60.748514,25.189800,1.954753,33.603961,116100,32134,0.920515,1.157982,0.434816,0.304833,0.260351,0,0.8,0
60,0,28.916407,25.939800,2.970666,0.005942,118100,31634,0.936373,1.139964,0.425571,0.323323,0.251106,0,0,0
61,0,27.227871,25.189500,1.954245,0.084126,116099,32134,0.920507,1.157982,0.425571,0.323323,0.251106,0.0625,0,0
62,0,57.205183,25.639800,2.970118,28.595265,118099,32633,0.936365,1.175964,0.4259056666666666,0.3231556666666666,0.25093866666666664,0,0,0.6956521739130435
63,0,30.081193,26.089500,3.985751,0.005942,120098,33133,0.952214,1.193982,0.416577,0.313827,0.269596,0,0,0
64,0,28.321872,25.339500,2.969573,0.012799,118098,33633,0.936357,1.212000,0.416577,0.313827,0.269596,0.02499999999999991,0,0
65,0,57.721867,24.589800,1.953705,31.178362,116098,34132,0.920500,1.229982,0.417107,0.313562,0.269331,0.09756097560975607,0,0.7391304347826086
66,0,40.840810,25.039800,2.969537,12.831472,118098,34632,0.936357,1.248000,0.4090476666666667,0.30364766666666665,0.28730466666666665,0.052631578947368474,0.36633663366336633,0
67,0,29.780619,25.789500,3.985178,0.005942,120097,34132,0.952206,1.229982,0.400202,0.321469,0.278329,0,0,0
68,0,28.014471,25.039500,2.969029,0.005942,118097,34632,0.936349,1.248000,0.400202,0.321469,0.278329,0,0,0
69,0,84.169229,24.289800,1.953182,57.926247,116097,35131,0.920492,1.265982,0.400202,0.321469,0.278329,0.641025641025641,0.5253456221198156,0.34042553191489366
70,0,51.440506,25.039800,2.969029,23.431677,118097,34631,0.936349,1.247964,0.4015246666666667,0.33171666666666666,0.2667586666666667,0.5,0.18803418803418792,0
71,0,52.250858,25.789500,3.984670,22.476688,120096,34131,0.952198,1.229946,0.411879,0.333292,0.254829,0,0,0.5681818181818181
72,0,31.246474,26.239500,5.001033,0.005942,122096,34631,0.968056,1.247964,0.40346800000000005,0.32488100000000003,0.27165100000000003,0,0,0
73,0,29.479242,25.489200,3.984100,0.005942,120095,35131,0.952190,1.265982,0.40346800000000005,0.32488100000000003,0.27165100000000003,0,0,0
74,0,33.657075,24.738900,2.967472,5.950703,118094,35631,0.936325,1.284000,0.40346800000000005,0.32488100000000003,0.27165100000000003,0.22388059701492535,0,0
75,0,47.199737,25.488600,3.983084,17.728053,120093,35131,0.952174,1.265982,0.41003466666666666,0.32159766666666667,0.26836766666666667,0.2359550561797753,0,0.33333333333333337
76,0,31.244050,26.238600,4.999508,0.005942,122093,34631,0.968032,1.247964,0.41258,0.312749,0.274671,0,0,0
77,0,29.476817,25.488300,3.982576,0.005942,120092,35131,0.952167,1.265982,0.41258,0.312749,0.274671,0,0,0
78,0,32.375043,24.738000,2.965948,4.671095,118091,35631,0.936301,1.284000,0.41258,0.312749,0.274671,0.19718309859154926,0,0
79,0,29.633125,25.488000,3.982068,0.163058,120091,35131,0.952159,1.265982,0.41835266666666665,0.3098626666666667,0.2717846666666667,0,0.07476635514018704,0
80,0,30.942339,25.938000,4.998397,0.005942,122091,35631,0.968016,1.284000,0.418,0.310568,0.271432,0,0,0
81,0,51.040937,25.188300,3.982009,21.870628,120091,36130,0.952159,1.301982,0.418,0.310568,0.271432,0,0,0.5555555555555556
82,0,30.642550,25.638300,4.998308,0.005942,122091,36630,0.968016,1.320000,0.40956333333333333,0.3021313333333333,0.2883053333333333,0,0,0
83,0,44.850635,24.888600,3.981955,15.980081,120091,37129,0.952159,1.337982,0.40956333333333333,0.3021313333333333,0.2883053333333333,0,0.4328358208955224,0
84,0,30.642850,25.638600,4.998308,0.005942,122091,36629,0.968016,1.319964,0.398527,0.324204,0.277269,0,0,0
85,0,28.876496,24.888600,3.981955,0.005942,120091,37129,0.952159,1.337982,0.398527,0.324204,0.277269,0,0,0
86,0,73.113104,24.138300,2.965379,46.009425,118090,37629,0.936293,1.356000,0.398527,0.324204,0.277269,0.18840579710144922,0.97,0
87,0,28.875688,24.888300,3.981446,0.005942,120090,37129,0.952151,1.337982,0.390045,0.34519,0.264765,0,0,0
88,0,35.931300,24.138000,2.964871,8.828428,118089,37629,0.936285,1.356000,0.390045,0.34519,0.264765,0,0.2838427947598253,0
89,0,53.310721,24.888000,3.980938,24.441782,120089,37129,0.952143,1.337982,0.386851,0.351578,0.261571,0.07777777777777772,0,0.6052631578947368
90,0,30.341149,25.338000,4.997208,0.005942,122089,37629,0.968000,1.356000,0.382604,0.346949,0.270447,0,0,0
91,0,55.773147,24.588300,3.980886,27.203961,120089,38128,0.952143,1.373982,0.382604,0.346949,0.270447,0,0,0.6666666666666666
92,0,30.041370,25.038300,4.997128,0.005942,122089,38628,0.968000,1.392000,0.3775833333333333,0.34192833333333333,0.28048833333333334,0,0,0
93,0,28.275379,24.288600,3.980837,0.005942,120089,39127,0.952143,1.409982,0.3775833333333333,0.34192833333333333,0.28048833333333334,0,0,0
94,0,26.508550,23.538300,2.964309,0.005942,118088,39627,0.936278,1.428000,0.3775833333333333,0.34192833333333333,0.28048833333333334,0,0,0
95,0,73.148526,22.788300,1.948041,48.412185,116087,40126,0.920412,1.445982,0.3775833333333333,0.34192833333333333,0.28048833333333334,0.46875,0.739795918367347,0
96,0,26.508042,23.538300,2.963801,0.005942,118087,39626,0.936270,1.427964,0.376156,0.353703,0.270141,0,0,0
97,0,67.939494,22.788000,1.947533,43.203961,116086,40126,0.920404,1.445982,0.376156,0.353703,0.270141,1.0,0,0
98,0,26.507235,23.538000,2.963293,0.005942,118086,39626,0.936262,1.427964,0.3888433333333333,0.3473593333333333,0.26379733333333333,0,0,0
99,0,41.841599,22.787700,1.947025,17.106874,116085,40126,0.920396,1.445982,0.3888433333333333,0.3473593333333333,0.26379733333333333,0,0.4563106796116505,0
100,0,26.506427,23.537700,2.962785,0.005942,118085,39626,0.936254,1.427964,0.384332,0.356382,0.259286,0,0,0
101,0,30.475079,22.787400,1.946518,5.741161,116084,40126,0.920389,1.445982,0.384332,0.356382,0.259286,0.2195121951219512,0,0
102,0,26.505619,23.537400,2.962277,0.005942,118084,39626,0.936246,1.427964,0.3871133333333333,0.3549913333333333,0.2578953333333333,0,0,0
103,0,76.896664,22.787400,1.946518,52.162746,116084,40126,0.920389,1.445982,0.3871133333333333,0.3549913333333333,0.2578953333333333,0.4078947368421053,0,0.8787878787878788
104,0,39.417924,23.537400,2.962277,12.918247,118084,39626,0.936246,1.427964,0.386962,0.347084,0.265954,0.36904761904761907,0,0
105,0,28.270830,24.287100,3.977789,0.005942,120083,39126,0.952095,1.409946,0.39211,0.34451,0.26338,0,0,0
106,0,28.421864,23.537100,2.961769,1.922995,118083,39626,0.936238,1.427964,0.39211,0.34451,0.26338,0,0.1383928571428572,0
107,0,28.270022,24.286800,3.977281,0.005942,120082,39126,0.952087,1.409946,0.39074733333333334,0.34723533333333334,0.2620173333333333,0,0,0
108,0,26.504003,23.536800,2.961261,0.005942,118082,39626,0.936230,1.427964,0.39074733333333334,0.34723533333333334,0.2620173333333333,0,0,0
109,0,37.256576,22.786800,1.945502,12.524274,116082,40126,0.920373,1.445982,0.39074733333333334,0.34723533333333334,0.2620173333333333,0.24657534246575352,0,0.2142857142857143
110,0,28.994145,23.536800,2.961261,2.496084,118082,39626,0.936230,1.427964,0.392565,0.344367,0.263068,0.15116279069767447,0,0
111,0,49.413180,24.286500,3.976773,21.149907,120081,39126,0.952079,1.409946,0.394579,0.34336,0.262061,0.5405405405405406,0,0
112,0,30.035504,25.036500,4.993062,0.005942,122081,38626,0.967937,1.391928,0.402835,0.339232,0.257933,0,0,0
113,0,28.268406,24.286200,3.976264,0.005942,120080,39126,0.952071,1.409946,0.402835,0.339232,0.257933,0,0,0
114,0,26.501579,23.535900,2.959737,0.005942,118079,39626,0.936206,1.427964,0.402835,0.339232,0.257933,0,0,0
115,0,68.387359,22.785900,1.943979,43.657481,116079,40126,0.920349,1.445982,0.402835,0.339232,0.257933,0.09302325581395354,0.05531914893617018,1.0
116,0,93.364352,23.235600,2.959204,67.169548,118078,40626,0.936198,1.464000,0.397211,0.333015,0.269774,0.8243243243243243,0,0.775
117,0,27.966743,23.985600,3.975202,0.005942,120078,40126,0.952056,1.445982,0.4032653333333333,0.3220733333333333,0.2746613333333333,0,0,0
118,0,89.142166,23.235300,2.958696,62.948170,118077,40626,0.936190,1.464000,0.4032653333333333,0.3220733333333333,0.2746613333333333,0.9076923076923077,0.6036866359447004,0
119,0,27.997352,23.985300,3.974693,0.037359,120077,40126,0.952048,1.445982,0.409104,0.329082,0.261814,0,0.04741379310344829,0
120,0,26.216277,23.235000,2.958188,0.023088,118076,40626,0.936182,1.464000,0.408921,0.329448,0.261631,0.03797468354430378,0,0
121,0,91.656548,22.485000,1.941937,67.229611,116075,41125,0.920317,1.481982,0.40931433333333334,0.32925133333333334,0.2614343333333333,0.8227848101265822,0.004587155963302725,0.7777777777777778
122,0,26.197814,23.234700,2.957172,0.005942,118074,40625,0.936167,1.463964,0.420334,0.309557,0.270109,0,0,0
123,0,52.924080,22.484400,1.940921,28.498759,116073,41125,0.920301,1.481982,0.420334,0.309557,0.270109,0,0.6936416184971099,0
124,0,39.747967,23.234400,2.956664,13.556902,118073,40625,0.936159,1.463964,0.413241,0.323743,0.263016,0,0.38235294117647056,0
125,0,92.171425,23.984400,3.972661,64.214363,120073,40125,0.952016,1.445946,0.4090586666666666,0.33210766666666663,0.25883366666666663,0,0.5865384615384615,0.9512195121951219
126,0,29.728455,24.734100,4.988413,0.005942,122072,39625,0.967865,1.427928,0.395188,0.338931,0.265881,0,0,0
127,0,27.962195,23.984100,3.972153,0.005942,120072,40125,0.952008,1.445946,0.395188,0.338931,0.265881,0,0,0
128,0,56.838847,23.234100,2.956157,30.648591,118072,40625,0.936151,1.463964,0.395188,0.338931,0.265881,0.07228915662650592,0.7355769230769231,0
129,0,27.963911,23.984100,3.972153,0.007657,120072,40125,0.952008,1.445946,0.387472,0.3546,0.257928,0.01041666666666674,0,0
130,0,138.256010,23.234100,2.956157,112.065753,118072,40625,0.936151,1.463964,0.38784266666666667,0.35441466666666666,0.2577426666666667,1.0,0.634703196347032,1.0
131,0,27.962195,23.984100,3.972153,0.005942,120072,40125,0.952008,1.445946,0.40308533333333335,0.34493833333333335,0.2519763333333333,0,0,0
132,0,26.196198,23.234100,2.956157,0.005942,118072,40625,0.936151,1.463964,0.40308533333333335,0.34493833333333335,0.2519763333333333,0,0,0
133,0,42.210987,22.483800,1.939905,17.787282,116071,41125,0.920285,1.481982,0.40308533333333335,0.34493833333333335,0.2519763333333333,0.1643835616438356,0.4057971014492754,0
134,0,26.195390,23.233800,2.955649,0.005942,118071,40625,0.936143,1.463964,0.399201,0.358728,0.242071,0,0,0
135,0,24.736356,22.483500,1.939398,0.313458,116070,41125,0.920278,1.481982,0.399201,0.358728,0.242071,0.08749999999999991,0,0
136,0,26.071361,22.933500,2.955117,0.182745,118070,41625,0.936135,1.500000,0.39990166666666666,0.35837766666666665,0.2417206666666667,0,0,0.07692307692307698
137,0,27.359984,23.383500,3.970542,0.005942,120069,42124,0.951984,1.517982,0.3997033333333333,0.35817933333333335,0.24211733333333335,0,0,0
138,0,25.611187,22.633500,2.954586,0.023101,118069,42624,0.936127,1.536000,0.3997033333333333,0.35817933333333335,0.24211733333333335,0.03749999999999998,0.004048582995951455,0
139,0,25.127722,21.883800,1.938870,1.305052,116069,43123,0.920270,1.553982,0.400068,0.358003,0.241929,0.1234567901234569,0,0
140,0,84.324892,22.633800,2.954586,58.736506,118069,42623,0.936127,1.535964,0.41933333333333334,0.34837033333333334,0.2322963333333333,0,0.7259615384615384,0.6976744186046512
141,0,27.359476,23.383500,3.970034,0.005942,120068,42123,0.951976,1.517946,0.407599,0.35867,0.233731,0,0,0
142,0,25.593520,22.633500,2.954078,0.005942,118068,42623,0.936119,1.535964,0.407599,0.35867,0.233731,0,0,0
143,0,47.025823,21.883500,1.938362,23.203961,116068,43123,0.920262,1.553982,0.407599,0.35867,0.233731,0.0,0,0.5833333333333334
144,0,61.664229,22.333500,2.954056,36.376672,118068,43623,0.936119,1.572000,0.404268,0.355339,0.240393,0.2911392405063291,0,0.6666666666666667
145,0,27.058628,23.083200,3.969486,0.005942,120067,43123,0.951968,1.553982,0.403831,0.349165,0.247004,0,0,0
146,0,25.291882,22.332900,2.953040,0.005942,118066,43623,0.936103,1.572000,0.403831,0.349165,0.247004,0,0,0
147,0,34.292067,21.583200,1.937338,10.771530,116066,44122,0.920246,1.589982,0.403831,0.349165,0.247004,0,0,0.32432432432432434
148,0,41.649099,22.032900,2.952512,16.663687,118065,44622,0.936095,1.608000,0.4019276666666666,0.34726166666666664,0.2508106666666666,0,0.22018348623853212,0.32692307692307687
149,0,36.072139,22.782600,3.967923,9.321615,120064,44122,0.951944,1.589982,0.397661,0.349412,0.252927,0,0,0.2941176470588236
