iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,prob1,prob2,prob3,prob4,prob5,prob6
0,0,66.533321,32.730300,6.950660,26.852361,125500,16399,1.000000,0.599963,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0,0,0.659217877094972,0,0,0
1,0,65.363335,33.480000,7.970185,23.913150,127499,15899,1.015928,0.581671,0.1594,0.1594,0.202346,0.1594,0.160054,0.1594,0,0,0.584070796460177,0,0.10450160771704176,0
2,0,43.233347,34.230300,8.991164,0.011883,129499,15398,1.031865,0.563341,0.15070733333333333,0.15070733333333333,0.23745033333333332,0.15070733333333333,0.15972033333333333,0.15070733333333333,0,0,0,0,0,0
3,0,76.519529,33.480300,7.969677,35.069552,127498,15897,1.015920,0.581598,0.15070733333333333,0.15070733333333333,0.23745033333333332,0.15070733333333333,0.15972033333333333,0.15070733333333333,0,0,0.8304093567251463,0,0,0
4,0,43.234315,34.230300,8.990655,0.013360,129498,15397,1.031857,0.563305,0.14518366666666666,0.14518366666666666,0.2643646666666667,0.14518366666666666,0.15490066666666666,0.14518366666666666,0,0,0.009302325581395321,0,0,0
5,0,47.686430,33.480000,7.969167,6.237263,127497,15897,1.015912,0.581598,0.145033,0.145033,0.265097,0.145033,0.154771,0.145033,0,0,0.22972972972972971,0,0,0
6,0,65.195024,34.230000,8.990145,21.974880,129497,15397,1.031849,0.563305,0.13878083333333333,0.13878083333333333,0.29547083333333335,0.13878083333333333,0.14940583333333335,0.13878083333333333,0,0,0.5576036866359447,0,0,0
7,0,45.004347,34.980300,10.012163,0.011883,131497,14896,1.047785,0.544976,0.13044366666666665,0.13044366666666665,0.3358426666666667,0.13044366666666665,0.14238266666666666,0.13044366666666665,0,0,0,0,0,0
8,0,43.232631,34.230600,8.990148,0.011883,129497,15395,1.031849,0.563232,0.13044366666666665,0.13044366666666665,0.3358426666666667,0.13044366666666665,0.14238266666666666,0.13044366666666665,0,0,0,0,0,0
9,0,42.092560,33.480600,7.968661,0.643299,127496,15894,1.015904,0.581488,0.13044366666666665,0.13044366666666665,0.3358426666666667,0.13044366666666665,0.14238266666666666,0.13044366666666665,0,0,0.10313901345291476,0,0,0
10,0,43.232424,34.230900,8.989641,0.011883,129496,15393,1.031841,0.563159,0.12965316666666665,0.12965316666666665,0.3396541666666667,0.12965316666666665,0.14173316666666666,0.12965316666666665,0,0,0,0,0,0
11,0,44.289122,33.480900,7.968153,2.840069,127495,15892,1.015896,0.581415,0.12965316666666665,0.12965316666666665,0.3396541666666667,0.12965316666666665,0.14173316666666666,0.12965316666666665,0,0,0.1584699453551912,0,0,0
12,0,46.721583,34.230900,8.989132,3.501551,129495,15392,1.031833,0.563122,0.1274961666666667,0.1274961666666667,0.35005016666666666,0.1274961666666667,0.1399651666666667,0.1274961666666667,0,0,0,0,0.17252931323283083,0
13,0,45.004236,34.981200,10.011152,0.011883,131495,14891,1.047769,0.544793,0.12373716666666668,0.12373716666666668,0.3462911666666667,0.12373716666666668,0.15876016666666667,0.12373716666666668,0,0,0,0,0,0
14,0,43.232518,34.231500,8.989135,0.011883,129495,15390,1.031833,0.563049,0.12373716666666668,0.12373716666666668,0.3462911666666667,0.12373716666666668,0.15876016666666667,0.12373716666666668,0,0,0,0,0,0
15,0,41.461030,33.481500,7.967647,0.011883,127494,15889,1.015888,0.581305,0.12373716666666668,0.12373716666666668,0.3462911666666667,0.12373716666666668,0.15876016666666667,0.12373716666666668,0,0,0,0,0,0
