iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,prob1,prob2,prob3,prob4,prob5,prob6
31,0,95.375370,34.963800,11.503004,48.908566,134428,17882,0.985302,0.654220,0.13861616666666665,0.13566316666666667,0.2655011666666667,0.16664616666666665,0.18173816666666667,0.11183516666666668,0,0,0,0,1.0,0.21875
32,0,66.622307,35.713800,12.525697,18.382811,136428,17382,0.999961,0.635927,0.13147500000000004,0.12852200000000003,0.25836,0.15950500000000004,0.21330900000000003,0.10882900000000001,0.48275862068965514,0,0.0037174721189591198,0,0,0
33,0,49.726964,36.163500,13.546073,0.017390,138427,17882,1.014613,0.654220,0.140277,0.126736,0.256574,0.157719,0.211651,0.107043,0,0,0.022222222222222143,0,0,0
34,0,54.871939,35.413800,12.522907,6.935233,136427,18381,0.999954,0.672476,0.140156,0.126615,0.257162,0.157598,0.211547,0.106922,0,0,0.24427480916030542,0,0,0
35,0,49.722278,36.163800,13.546076,0.012402,138427,17881,1.014613,0.654183,0.135975,0.122434,0.277488,0.153417,0.207945,0.102741,0,0,0,0,0.0038809831824061503,0
36,0,50.848175,35.413800,12.522907,2.911468,136427,18381,0.999954,0.672476,0.13588566666666665,0.12234466666666666,0.2773986666666667,0.15332766666666664,0.20839166666666664,0.10265166666666665,0.16000000000000003,0,0,0,0,0
37,0,49.419536,35.864100,13.543553,0.011883,138427,18880,1.014613,0.690732,0.15891883333333334,0.11766883333333335,0.27272283333333336,0.14865183333333334,0.20406183333333333,0.09797583333333335,0,0,0,0,0,0
38,0,52.312301,35.114400,12.520865,4.677036,136427,19379,0.999954,0.708988,0.15891883333333334,0.11766883333333335,0.27272283333333336,0.14865183333333334,0.20406183333333333,0.09797583333333335,0,0,0.19718309859154926,0,0,0.0
39,0,91.773682,35.864700,13.543558,42.365424,138427,18878,1.014613,0.690659,0.15229416666666667,0.11104416666666665,0.30487516666666664,0.14202716666666665,0.19840816666666666,0.09135116666666665,0,0.021739130434782594,0,0,0.3623376623376623,0.72
40,0,51.193769,36.614700,14.567186,0.011883,140427,18378,1.029272,0.672366,0.142618,0.101385,0.295199,0.132351,0.219385,0.109062,0,0,0,0,0,0
41,0,49.420141,35.864700,13.543558,0.011883,138427,18878,1.014613,0.690659,0.142618,0.101385,0.295199,0.132351,0.219385,0.109062,0,0,0,0,0,0
42,0,77.924673,35.115000,12.520869,30.288804,136427,19377,0.999954,0.708915,0.142618,0.101385,0.295199,0.132351,0.219385,0.109062,0,0.728813559322034,0.06600660066006603,0,0,0
43,0,49.432083,35.865000,13.543560,0.023523,138427,18877,1.014613,0.690622,0.1379721666666667,0.12416516666666669,0.2907411666666667,0.1277051666666667,0.2150001666666667,0.10441616666666668,0,0.032258064516129004,0,0,0,0
44,0,47.647752,35.115000,12.520869,0.011883,136427,19377,0.999954,0.708915,0.13784216666666665,0.12480616666666668,0.2906111666666667,0.12757516666666666,0.21487916666666665,0.10428616666666668,0,0,0,0,0,0
45,0,45.875418,34.365000,11.498534,0.011883,134426,19876,0.985287,0.727171,0.13784216666666665,0.12480616666666668,0.2906111666666667,0.12757516666666666,0.21487916666666665,0.10428616666666668,0,0,0,0,0,0
46,0,47.157220,33.615300,10.477511,3.064408,132426,20375,0.970628,0.745427,0.13784216666666665,0.12480616666666668,0.2906111666666667,0.12757516666666666,0.21487916666666665,0.10428616666666668,0.16326530612244905,0,0,0.0,0,0
47,0,45.573428,34.065000,11.496545,0.011883,134425,20875,0.985280,0.763720,0.15883800000000003,0.12054300000000001,0.286348,0.12331200000000002,0.21093600000000004,0.10002300000000001,0,0,0,0,0,0
48,0,53.772700,33.315300,10.475831,9.981569,132425,21374,0.970621,0.781976,0.15883800000000003,0.12054300000000001,0.286348,0.12331200000000002,0.21093600000000004,0.10002300000000001,0,0,0.013377926421404673,0,0,0.3076923076923077
49,0,56.354697,33.765600,11.495202,11.093895,134425,21873,0.985280,0.800232,0.15195983333333332,0.11366483333333331,0.2794818333333333,0.1164338333333333,0.20443383333333331,0.13402583333333332,0,0.3305084745762712,0,0.040000000000000036,0,0
50,0,52.858083,34.515900,12.516339,5.825844,136425,21372,0.999939,0.781902,0.147803,0.134112,0.275325,0.112357,0.200534,0.129869,0,0,0,0.22115384615384615,0,0
51,0,48.513632,34.965900,13.535849,0.011883,138424,21871,1.014591,0.800159,0.144854,0.131163,0.272376,0.126921,0.197766,0.12692,0,0,0,0,0,0
52,0,47.094255,34.216200,12.514309,0.363746,136424,22370,0.999932,0.818415,0.144854,0.131163,0.272376,0.126921,0.197766,0.12692,0,0.09022556390977443,0,0,0,0
53,0,59.303745,34.666500,13.534150,11.103094,138424,22869,1.014591,0.836671,0.14439600000000002,0.13342000000000004,0.271918,0.12646300000000002,0.19734100000000002,0.12646200000000002,0,0,0,0,0.3311081441922563,0
54,0,49.984772,35.416800,14.556088,0.011883,140424,22368,1.029250,0.818341,0.1403988333333333,0.12942283333333332,0.26792083333333333,0.12246583333333332,0.2173268333333333,0.12246483333333331,0,0,0,0,0,0
55,0,48.213137,34.667100,13.534153,0.011883,138424,22867,1.014591,0.836598,0.1403988333333333,0.12942283333333332,0.26792083333333333,0.12246583333333332,0.2173268333333333,0.12246483333333331,0,0,0,0,0,0
56,0,57.640225,33.917400,12.512922,11.209903,136424,23366,0.999932,0.854854,0.1403988333333333,0.12942283333333332,0.26792083333333333,0.12246583333333332,0.2173268333333333,0.12246483333333331,0.33333333333333337,0,0,0,0,0
57,0,48.213438,34.667400,13.534155,0.011883,138424,22866,1.014591,0.836561,0.15280416666666669,0.12690316666666668,0.2654011666666667,0.11994616666666669,0.2150001666666667,0.11994516666666669,0,0,0,0,0,0
58,0,46.442205,33.917400,12.512922,0.011883,136424,23366,0.999932,0.854854,0.15280416666666669,0.12690316666666668,0.2654011666666667,0.11994616666666669,0.2150001666666667,0.11994516666666669,0,0,0,0,0,0
59,0,54.328569,33.167400,11.491838,9.669331,134423,23865,0.985265,0.873110,0.15280416666666669,0.12690316666666668,0.2654011666666667,0.11994616666666669,0.2150001666666667,0.11994516666666669,0,0.2992125984251969,0,0.06603773584905659,0.007884362680683266,0
60,0,51.202262,33.917400,12.511904,4.772958,136422,23364,0.999917,0.854780,0.14877833333333332,0.14616933333333332,0.26137533333333335,0.11650333333333332,0.21125433333333332,0.11591933333333332,0,0,0.19918699186991862,0,0,0
61,0,48.211610,34.667100,13.532627,0.011883,138421,22864,1.014569,0.836488,0.14725600000000003,0.14464700000000003,0.268773,0.11498100000000001,0.20994600000000002,0.11439700000000001,0,0,0,0,0,0
62,0,46.513681,33.917400,12.511395,0.084886,136421,23363,0.999910,0.854744,0.14725600000000003,0.14464700000000003,0.268773,0.11498100000000001,0.20994600000000002,0.11439700000000001,0,0,0.06049822064056942,0,0.016993464052287632,0
63,0,66.755009,33.167100,11.490311,22.097598,134420,23863,0.985243,0.873037,0.14717433333333335,0.14456533333333335,0.26915433333333333,0.11489933333333334,0.20989133333333335,0.11431533333333334,0.18181818181818177,0,0.0,0.4782608695652174,0,0
64,0,61.787705,33.916800,12.510375,15.360530,136419,23363,0.999895,0.854744,0.14758916666666666,0.13721716666666667,0.2618061666666666,0.14339316666666665,0.20302716666666668,0.10696716666666665,0,0,0,0,0.41980474198047424,0
65,0,49.034391,34.666800,13.531099,0.836491,138418,22862,1.014547,0.836415,0.14296083333333331,0.13258883333333332,0.2571778333333333,0.1387648333333333,0.22616883333333332,0.10233883333333331,0,0,0.10989010989010994,0,0,0
66,0,62.211997,35.416800,14.553036,12.242161,140418,22362,1.029206,0.818122,0.14237866666666665,0.13200666666666666,0.26000866666666667,0.13818266666666665,0.22566666666666665,0.10175666666666666,0,0,0,0,0,0.3548387096774194
67,0,51.451343,35.866500,15.572960,0.011883,142417,22862,1.043858,0.836415,0.13980916666666665,0.12943716666666666,0.25743916666666666,0.13561316666666667,0.22324016666666666,0.11446116666666667,0,0,0,0,0,0
68,0,49.679327,35.116800,14.550643,0.011883,140417,23361,1.029199,0.854671,0.13980916666666665,0.12943716666666666,0.25743916666666666,0.13561316666666667,0.22324016666666666,0.11446116666666667,0,0,0,0,0,0
69,0,47.907205,34.366800,13.528522,0.011883,138416,23860,1.014532,0.872927,0.13980916666666665,0.12943716666666666,0.25743916666666666,0.13561316666666667,0.22324016666666666,0.11446116666666667,0,0,0,0,0,0
70,0,46.136254,33.616800,12.507571,0.011883,136416,24360,0.999873,0.891220,0.13980916666666665,0.12943716666666666,0.25743916666666666,0.13561316666666667,0.22324016666666666,0.11446116666666667,0,0,0,0,0,0
71,0,56.576556,32.867100,11.487242,12.222215,134416,24859,0.985214,0.909476,0.13980916666666665,0.12943716666666666,0.25743916666666666,0.13561316666666667,0.22324016666666666,0.11446116666666667,0.2142857142857143,0,0.24015748031496065,0,0,0
72,0,46.144366,33.617100,12.507572,0.019694,136416,24359,0.999873,0.891183,0.14561016666666665,0.12624816666666666,0.26404716666666667,0.13242416666666665,0.22039816666666667,0.11127216666666667,0,0,0.026717557251908386,0,0,0
73,0,77.625728,32.867100,11.487242,33.271386,134416,24859,0.985214,0.909476,0.1455326666666667,0.1261706666666667,0.26442366666666667,0.1323466666666667,0.2203316666666667,0.11119466666666669,0,0.4173913043478261,0.4649446494464945,0,0.09823677581863988,0
74,0,70.968075,33.617100,12.507572,24.843403,136416,24359,0.999873,0.891183,0.13644033333333336,0.14936033333333334,0.27421233333333334,0.12325433333333334,0.21463033333333334,0.10210233333333334,0.5,0,0,0,0,0.21739130434782616
