iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
114,0,35.067773,28.034400,7.027431,0.005942,126081,32633,0.999651,1.175964,0.246071,0.536537,0.217392,0,0,0
115,0,65.830299,27.284400,6.010298,32.535601,124081,33133,0.983794,1.193982,0.246071,0.536537,0.217392,0,0.6115107913669064,0.26627218934911245
116,0,65.429095,28.034100,7.026923,30.368073,126080,32633,0.999643,1.175964,0.233342,0.53764,0.229018,0.5432098765432098,0.28941684665226775,0
117,0,36.833650,28.783800,8.043908,0.005942,128079,32133,1.015493,1.157946,0.250298,0.53278,0.216922,0,0,0
118,0,40.823468,28.033500,7.025906,5.764062,126078,32633,0.999627,1.175964,0.250298,0.53278,0.216922,0.21794871794871795,0.0663716814159292,0
119,0,36.832841,28.783500,8.043399,0.005942,128078,32133,1.015485,1.157946,0.2582446666666667,0.5289056666666667,0.21284966666666671,0,0,0
120,0,35.064539,28.033200,7.025397,0.005942,126077,32633,0.999619,1.175964,0.2582446666666667,0.5289056666666667,0.21284966666666671,0,0,0
121,0,54.245205,27.282900,6.007755,20.954549,124076,33133,0.983754,1.193982,0.2582446666666667,0.5289056666666667,0.21284966666666671,0,0.5364705882352941,0
122,0,35.062921,28.032600,7.024380,0.005942,126075,32633,0.999604,1.175964,0.254082,0.537231,0.208687,0,0,0
123,0,33.307146,27.282300,6.006739,0.018107,124074,33133,0.983738,1.193982,0.254082,0.537231,0.208687,0,0,0.03289473684210531
124,0,37.249063,26.532000,4.989442,5.727621,122073,33633,0.967873,1.212000,0.2539436666666667,0.5370926666666668,0.20896366666666671,0.03896103896103886,0.10617283950617284,0.20394736842105265
125,0,75.212379,27.281700,6.005722,41.924957,124072,33133,0.983722,1.193982,0.2419,0.527514,0.230586,0.9104477611940298,0.16256157635467983,0
126,0,35.060496,28.031700,7.022854,0.005942,126072,32633,0.999580,1.175964,0.256516,0.521135,0.222349,0,0,0
127,0,64.503924,27.281400,6.005213,31.217311,124071,33133,0.983715,1.193982,0.256516,0.521135,0.222349,0.75,0.03424657534246578,0
128,0,72.001782,28.031400,7.022345,36.948037,126071,32633,0.999572,1.175964,0.26939066666666667,0.5147016666666667,0.2159076666666667,0,0.8696682464454977,0
129,0,36.826371,28.781100,8.039329,0.005942,128070,32133,1.015421,1.157946,0.265458,0.522567,0.211975,0,0,0
130,0,84.060133,28.031100,7.021837,49.007196,126070,32633,0.999564,1.175964,0.265458,0.522567,0.211975,0.2209302325581396,1.0,0
131,0,36.825562,28.780800,8.038820,0.005942,128069,32133,1.015413,1.157946,0.265218,0.529286,0.205496,0,0,0
132,0,35.076404,28.030800,7.021328,0.024276,126069,32633,0.999556,1.175964,0.265218,0.529286,0.205496,0,0.03899082568807333,0
133,0,80.420131,27.280800,6.004196,47.135135,124069,33133,0.983699,1.193982,0.26508366666666666,0.5295546666666667,0.2053616666666667,0,1.0,0.18181818181818177
134,0,35.058070,28.030800,7.021328,0.005942,126069,32633,0.999556,1.175964,0.251969,0.539657,0.208374,0,0,0
135,0,59.624390,27.280800,6.004196,26.339393,124069,33133,0.983699,1.193982,0.251969,0.539657,0.208374,0,0.002331002331002363,0.6486486486486487
136,0,45.243187,27.730800,7.021119,10.491268,126069,33633,0.999556,1.212000,0.24225,0.529938,0.227812,0,0.3184855233853007,0
137,0,36.524471,28.480500,8.038029,0.005942,128068,33133,1.015405,1.193982,0.24098033333333335,0.5324773333333334,0.22654233333333335,0,0,0
138,0,34.762637,27.730200,7.020102,0.012335,126067,33633,0.999540,1.212000,0.24098033333333335,0.5324773333333334,0.22654233333333335,0.02409638554216864,0.0,0
139,0,32.989473,26.980500,6.003031,0.005942,124067,34132,0.983683,1.229982,0.24126966666666672,0.5323326666666667,0.2263976666666667,0,0,0
140,0,91.997152,26.230500,4.986293,60.780359,122067,34632,0.967826,1.248000,0.24126966666666672,0.5323326666666667,0.2263976666666667,0,1.0,0.46621621621621623
141,0,67.641328,26.980500,6.003031,34.657797,124067,34132,0.983683,1.229982,0.23143833333333336,0.5321683333333334,0.23639333333333334,0.3058823529411765,0.6161137440758293,0
142,0,34.790882,27.730200,7.019594,0.041088,126066,33632,0.999532,1.211964,0.23423633333333335,0.5340653333333334,0.23169833333333334,0,0.04921700223713643,0
143,0,42.440497,26.980200,6.002523,9.457774,124066,34132,0.983675,1.229982,0.23409633333333335,0.5343453333333333,0.23155833333333337,0,0.29695431472081224,0
144,0,41.212455,27.729900,7.019085,6.463470,126065,33632,0.999524,1.211964,0.225699,0.55114,0.223161,0.23456790123456794,0,0.0
145,0,36.222079,28.179900,8.036238,0.005942,128065,34132,1.015382,1.229982,0.24209233333333338,0.5429433333333333,0.21496433333333337,0,0,0
146,0,34.453922,27.429600,7.018380,0.005942,126064,34632,0.999516,1.248000,0.24209233333333338,0.5429433333333333,0.21496433333333337,0,0,0
147,0,46.737693,26.679600,6.000858,14.057234,124063,35131,0.983651,1.265982,0.24209233333333338,0.5429433333333333,0.21496433333333337,0,0.39277652370203164,0
148,0,51.396481,27.429300,7.017363,16.949817,126062,34631,0.999500,1.247964,0.23712733333333338,0.5528733333333333,0.20999933333333337,0,0,0.45303867403314924
149,0,35.919703,27.879300,8.034462,0.005942,128062,35131,1.015358,1.265982,0.229831,0.545577,0.224592,0,0,0
