iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
31,0,43.709922,30.890700,6.029968,6.789254,124114,21145,0.984056,0.761982,0.238501,0.219512,0.541987,0,0.013698630136986356,0.2413043478260869
32,0,38.694965,31.640700,7.048324,0.005942,126114,20645,0.999913,0.743964,0.234689,0.215707,0.549604,0,0,0
33,0,41.705189,30.890700,6.029968,4.784520,124114,21145,0.984056,0.761982,0.234689,0.215707,0.549604,0.16049382716049387,0,0.13698630136986312
34,0,38.694965,31.640700,7.048324,0.005942,126114,20645,0.999913,0.743964,0.23809433333333335,0.21110033333333336,0.5508053333333334,0,0,0
35,0,44.182138,30.890700,6.029968,7.261469,124114,21145,0.984056,0.761982,0.23809433333333335,0.21110033333333336,0.5508053333333334,0,0,0.25119617224880386
36,0,38.694965,31.640700,7.048324,0.005942,126114,20645,0.999913,0.743964,0.234164,0.20717,0.558666,0,0,0
37,0,36.926610,30.890700,6.029968,0.005942,124114,21145,0.984056,0.761982,0.234164,0.20717,0.558666,0,0,0
38,0,47.617455,30.140400,5.011696,12.465359,122113,21645,0.968190,0.780000,0.234164,0.20717,0.558666,0,0.35960591133004927,0.002457002457002533
39,0,36.625740,30.590700,6.029099,0.005942,124113,22144,0.984048,0.797982,0.223947,0.227604,0.548449,0,0,0
40,0,78.055311,29.840400,5.010950,43.203961,122112,22644,0.968182,0.816000,0.223947,0.227604,0.548449,0,0,1.0
41,0,36.693388,30.590400,6.028590,0.074398,124112,22144,0.984040,0.797982,0.210577,0.214234,0.575189,0.06024096385542166,0,0
42,0,38.346563,29.840100,5.010441,3.496022,122111,22644,0.968174,0.816000,0.211225,0.21391,0.574865,0.06172839506172845,0,0.17096018735362994
43,0,74.353788,30.590100,6.028081,37.735607,124111,22144,0.984032,0.797982,0.20320133333333334,0.20489533333333335,0.5919033333333333,0.8860759493670887,0,0
44,0,38.091850,31.040100,7.045809,0.005942,126111,22644,0.999889,0.816000,0.2308153333333333,0.1910883333333333,0.5780963333333333,0,0,0
45,0,39.574238,30.290400,6.027752,3.256086,124111,23143,0.984032,0.833982,0.2308153333333333,0.1910883333333333,0.5780963333333333,0,0.16746411483253587,0
46,0,37.791720,30.740400,7.045378,0.005942,126111,23643,0.999889,0.852000,0.22597866666666663,0.20076166666666662,0.5732596666666666,0,0,0
47,0,36.024091,29.990700,6.027449,0.005942,124111,24142,0.984032,0.869982,0.22597866666666663,0.20076166666666662,0.5732596666666666,0,0,0
48,0,94.920803,29.240400,5.009514,60.670889,122110,24642,0.968167,0.888000,0.22597866666666663,0.20076166666666662,0.5732596666666666,0.21276595744680848,0.7289156626506024,0.6222760290556901
49,0,61.643837,29.990400,6.026941,25.626496,124110,24142,0.984024,0.869982,0.205193,0.230785,0.564022,0.6338028169014085,0,0
50,0,37.495695,30.440100,7.043964,0.011631,126109,24642,0.999873,0.888000,0.2250156666666666,0.2208736666666666,0.5541106666666666,0,0,0.02262443438914019
51,0,43.051107,29.690400,6.026154,7.334553,124109,25141,0.984016,0.905982,0.22482533333333335,0.22068333333333334,0.5544913333333333,0,0.25,0.07142857142857151
52,0,37.489498,30.440100,7.043456,0.005942,126108,24641,0.999865,0.887964,0.208813,0.251899,0.539288,0,0,0
53,0,54.572488,29.690100,6.025645,18.856742,124108,25141,0.984008,0.905982,0.208813,0.251899,0.539288,0.49275362318840576,0,0.0044642857142858094
54,0,37.188324,30.139800,7.042582,0.005942,126107,25641,0.999857,0.924000,0.239928,0.236341,0.523731,0,0,0
55,0,51.913059,29.390100,6.024880,16.498079,124107,26140,0.984000,0.941982,0.239928,0.236341,0.523731,0,0,0.44362745098039214
56,0,37.187815,30.139800,7.042073,0.005942,126106,25640,0.999849,0.923964,0.2289753333333333,0.2253883333333333,0.5456363333333333,0,0,0
57,0,39.025233,29.389500,6.023863,3.611870,124105,26140,0.983984,0.941982,0.2289753333333333,0.2253883333333333,0.5456363333333333,0,0.13043478260869568,0.14090909090909098
58,0,37.186197,30.139200,7.041056,0.005942,126104,25640,0.999833,0.923964,0.218805,0.236529,0.544666,0,0,0
59,0,64.498059,29.388900,6.022845,29.086314,124103,26140,0.983968,0.941982,0.218805,0.236529,0.544666,0.7058823529411764,0,0
60,0,36.885051,29.838900,7.040209,0.005942,126103,26640,0.999826,0.960000,0.241687,0.225088,0.533225,0,0,0
61,0,40.994632,29.088900,6.022099,5.883632,124102,27139,0.983960,0.977982,0.241687,0.225088,0.533225,0,0,0.22248243559718972
62,0,36.884542,29.838900,7.039701,0.005942,126102,26639,0.999818,0.959964,0.239152,0.222553,0.538295,0,0,0
63,0,37.712751,29.088600,6.021590,2.602561,124101,27139,0.983952,0.977982,0.239152,0.222553,0.538295,0,0,0.1534772182254197
64,0,36.883734,29.838600,7.039192,0.005942,126101,26639,0.999810,0.959964,0.237489,0.22089,0.541621,0,0,0
65,0,35.115323,29.088300,6.021082,0.005942,124100,27139,0.983944,0.977982,0.237489,0.22089,0.541621,0,0,0
66,0,102.900035,28.338000,5.003408,69.558627,122099,27639,0.968079,0.996000,0.237489,0.22089,0.541621,0.4782608695652174,0.92,0.3508771929824561
67,0,35.126113,29.088000,6.020573,0.017540,124099,27139,0.983937,0.977982,0.229967,0.241802,0.528231,0.011363636363636354,0,0.029629629629629672
68,0,74.672694,28.337700,5.002900,41.332095,122098,27639,0.968071,0.996000,0.229769,0.241427,0.528804,0,0,0.9610027855153204
69,0,65.388649,29.087700,6.020065,30.280884,124098,27139,0.983929,0.977982,0.2198233333333333,0.2314813333333333,0.5486953333333333,0.7307692307692308,0,0
70,0,36.580994,29.537700,7.037353,0.005942,126098,27639,0.999786,0.996000,0.24352133333333328,0.2196323333333333,0.5368463333333333,0,0,0
71,0,34.823729,28.788000,6.019844,0.015885,124098,28138,0.983929,1.013982,0.24352133333333328,0.2196323333333333,0.5368463333333333,0,0,0.03002309468822173
72,0,69.491987,28.037700,5.002244,36.452043,122097,28638,0.968063,1.032000,0.2432196666666667,0.2193306666666667,0.5374496666666667,0,0,0.8593350383631714
73,0,34.812977,28.787700,6.019335,0.005942,124097,28138,0.983921,1.013982,0.23504166666666662,0.21115266666666663,0.5538056666666666,0,0,0
74,0,40.922722,28.037400,5.001736,7.883586,122096,28638,0.968056,1.032000,0.23504166666666662,0.21115266666666663,0.5538056666666666,0,0.01421800947867291,0.26410256410256405
75,0,72.493922,28.787400,6.018827,37.687695,124096,28138,0.983913,1.013982,0.23263466666666663,0.20875266666666661,0.5586126666666666,0.4642857142857143,0.5208333333333334,0
76,0,36.278577,29.237100,7.035536,0.005942,126095,28638,0.999762,1.032000,0.23236633333333334,0.23253833333333335,0.5350953333333334,0,0,0
77,0,76.153364,28.487400,6.018113,41.647851,124095,29137,0.983905,1.049982,0.23236633333333334,0.23253833333333335,0.5350953333333334,0,0,0.9675810473815462
78,0,36.278069,29.237100,7.035027,0.005942,126094,28637,0.999754,1.031964,0.2227,0.222872,0.554428,0,0,0
79,0,70.815049,28.487100,6.017604,36.310344,124094,29137,0.983897,1.049982,0.2227,0.222872,0.554428,0,0.8563829787234043,0
80,0,35.976989,28.936800,7.034247,0.005942,126093,29637,0.999746,1.068000,0.20944966666666662,0.24937266666666663,0.5411776666666667,0,0,0
81,0,37.333557,28.187100,6.016904,3.129553,124093,30136,0.983889,1.085982,0.20944966666666662,0.24937266666666663,0.5411776666666667,0.1643835616438356,0,0.03917050691244239
82,0,35.676227,28.636800,7.033486,0.005942,126092,30636,0.999738,1.104000,0.211967,0.248107,0.539926,0,0,0
83,0,62.337238,27.886800,6.015708,28.434730,124091,31135,0.983873,1.121982,0.211967,0.248107,0.539926,0.6923076923076923,0,0
84,0,48.858707,28.336800,7.032231,13.489675,126090,31634,0.999722,1.139964,0.22286166666666662,0.2426596666666666,0.5344786666666667,0,0,0.38095238095238093
85,0,37.142547,29.086800,8.049805,0.005942,128090,31134,1.015580,1.121946,0.22113566666666662,0.24093366666666663,0.5379306666666667,0,0,0
86,0,35.374164,28.336500,7.031723,0.005942,126089,31634,0.999715,1.139964,0.22113566666666662,0.24093366666666663,0.5379306666666667,0,0,0
87,0,69.710983,27.586200,6.014015,36.110769,124088,32134,0.983849,1.157982,0.22113566666666662,0.24093366666666663,0.5379306666666667,0,0.029288702928870425,0.8520286396181385
88,0,35.373356,28.336200,7.031214,0.005942,126088,31634,0.999707,1.139964,0.217695,0.237513,0.544792,0,0,0
89,0,49.984397,27.585900,6.013506,16.384991,124087,32134,0.983841,1.157982,0.217695,0.237513,0.544792,0.4411764705882353,0,0.019955654101995512
90,0,35.072625,28.036200,7.030483,0.005942,126087,32633,0.999699,1.175964,0.224723,0.233998,0.541279,0,0,0
91,0,33.309106,27.285900,6.012840,0.010366,124086,33133,0.983833,1.193982,0.224723,0.233998,0.541279,0,0,0.019607843137254943
92,0,71.823869,26.535600,4.995541,40.292727,122085,33633,0.967968,1.212000,0.224575,0.23385,0.541575,0.011111111111111072,0.0185185185185186,0.9392265193370166
93,0,33.303873,27.285600,6.012331,0.005942,124085,33133,0.983826,1.193982,0.2120463333333333,0.2213403333333333,0.5666133333333333,0.0,0,0
94,0,31.561256,26.535300,4.995033,0.030923,122084,33633,0.967960,1.212000,0.2120463333333333,0.2213403333333333,0.5666133333333333,0,0,0.04377880184331795
95,0,108.615270,25.785300,3.978064,78.851906,120083,34132,0.952095,1.229982,0.211907,0.221201,0.566892,1.0,0.53551912568306,0.4072289156626505
96,0,85.584163,26.535000,4.994017,54.055147,122082,33632,0.967944,1.211964,0.222267,0.233267,0.544466,0.3188405797101449,0.09004739336492884,1.0
97,0,35.416134,27.285000,6.010806,2.120328,124082,33132,0.983802,1.193946,0.224185,0.223776,0.552039,0.1428571428571429,0.0,0.0024038461538461453
98,0,34.767864,27.734700,7.027222,0.005942,126081,33632,0.999651,1.211964,0.228467,0.221635,0.549898,0,0,0
99,0,70.661866,26.984700,6.010149,37.667016,124081,34132,0.983794,1.229982,0.228467,0.221635,0.549898,0,0.2946428571428572,0.6900452488687783
100,0,34.770828,27.734400,7.026714,0.009714,126080,33632,0.999643,1.211964,0.215066,0.234721,0.550213,0,0,0.01781170483460548
101,0,39.742480,26.984400,6.009641,6.748439,124080,34132,0.983786,1.229982,0.214826,0.234481,0.550693,0.2405063291139241,0,0
102,0,34.466050,27.434100,7.026008,0.005942,126079,34632,0.999635,1.248000,0.229962,0.226913,0.543125,0,0,0
103,0,50.338912,26.684400,6.008993,17.645520,124079,35131,0.983778,1.265982,0.229962,0.226913,0.543125,0.46753246753246747,0,0
104,0,34.219097,27.134100,7.025314,0.059683,126078,35631,0.999627,1.284000,0.245144,0.219322,0.535534,0.0561797752808989,0,0
105,0,53.040349,26.384100,6.007844,20.648406,124077,36130,0.983762,1.301982,0.245416,0.219186,0.535398,0,0,0.5300925925925926
106,0,34.164039,27.133800,7.024297,0.005942,126076,35630,0.999611,1.283964,0.23898333333333335,0.21275333333333335,0.5482633333333333,0,0,0
107,0,32.398882,26.383500,6.006827,0.008555,124075,36130,0.983746,1.301982,0.23898333333333335,0.21275333333333335,0.5482633333333333,0,0,0.014051522248243575
108,0,73.326583,25.633500,4.990177,42.702906,122075,36630,0.967889,1.320000,0.23874833333333328,0.2125183333333333,0.5487333333333333,0,0.015000000000000013,0.989501312335958
109,0,44.058596,26.383200,6.006319,11.669078,124074,36130,0.983738,1.301982,0.228537,0.202321,0.569142,0,0.34302325581395354,0
110,0,35.382951,26.833200,7.023104,1.526647,126074,36630,0.999596,1.320000,0.218644,0.222107,0.559249,0.12903225806451601,0,0
111,0,35.329547,27.283500,8.040105,0.005942,128074,37129,1.015453,1.337982,0.22239,0.220234,0.557376,0,0,0
112,0,37.441377,26.533500,7.022938,3.884940,126074,37629,0.999596,1.356000,0.22239,0.220234,0.557376,0.18072289156626498,0,0
113,0,35.029635,26.983800,8.039893,0.005942,128074,38128,1.015453,1.373982,0.228536,0.217161,0.554303,0,0,0
114,0,33.262522,26.233800,7.022780,0.005942,126074,38628,0.999596,1.392000,0.228536,0.217161,0.554303,0,0,0.0
115,0,41.539583,25.483800,6.005455,10.050328,124073,39127,0.983730,1.409982,0.228536,0.217161,0.554303,0,0.3091787439613527,0.022831050228310557
116,0,71.172870,25.933800,7.022122,38.216948,126073,39627,0.999588,1.428000,0.219605,0.23502,0.545375,0.8961038961038961,0,0
117,0,34.429033,26.384100,8.038992,0.005942,128073,40126,1.015445,1.445982,0.234775,0.227435,0.53779,0,0,0
118,0,43.005894,25.634100,7.021980,10.349815,126073,40626,0.999588,1.464000,0.234775,0.227435,0.53779,0.30379746835443044,0.10045662100456632,0
119,0,34.129152,26.084400,8.038810,0.005942,128073,41125,1.015445,1.481982,0.239256,0.226372,0.534372,0,0,0
120,0,32.362186,25.334400,7.021844,0.005942,126073,41625,0.999588,1.500000,0.239256,0.226372,0.534372,0,0,0
121,0,57.995534,24.584400,6.004641,27.406493,124072,42124,0.983722,1.517982,0.239256,0.226372,0.534372,0.6708860759493671,0,0
122,0,32.061548,25.034400,7.021207,0.005942,126072,42624,0.999580,1.536000,0.250038,0.220981,0.528981,0,0,0
123,0,33.746609,24.284400,6.004041,3.458168,124071,43123,0.983715,1.553982,0.250038,0.220981,0.528981,0,0.1717171717171716,0.007009345794392607
124,0,31.760917,24.734400,7.020575,0.005942,126071,43623,0.999572,1.572000,0.247653,0.225751,0.526596,0,0,0
125,0,79.672779,23.984700,6.003953,49.684127,124071,44122,0.983715,1.589982,0.247653,0.225751,0.526596,0.46376811594202894,0.7712765957446809,0.0
126,0,31.461099,24.434700,7.020458,0.005942,126071,44622,0.999572,1.608000,0.244338,0.243582,0.51208,0,0,0
127,0,75.208172,23.685000,6.003869,45.519304,124071,45121,0.983715,1.625982,0.244338,0.243582,0.51208,0.7432432432432432,0,0.4050343249427918
128,0,48.497257,24.435000,7.020458,17.041799,126071,44621,0.999572,1.607964,0.255482,0.236934,0.507584,0,0.45495495495495497,0
129,0,33.227430,25.184700,8.036788,0.005942,128070,44121,1.015421,1.589946,0.24872433333333335,0.2504493333333333,0.5008263333333334,0,0,0
130,0,79.509005,24.434700,7.019949,48.054356,126070,44621,0.999564,1.607964,0.24872433333333335,0.2504493333333333,0.5008263333333334,1.0,0.2008547008547008,0.02933985330073352
131,0,44.402423,25.184400,8.036280,11.181743,128069,44121,1.015413,1.589946,0.2630963333333333,0.24769533333333335,0.4892083333333333,0,0.07017543859649122,0.3303370786516854
132,0,34.993719,25.934400,9.053377,0.005942,130069,43621,1.031271,1.571928,0.262141,0.247217,0.490642,0,0,0
133,0,33.225813,25.184100,8.035771,0.005942,128068,44121,1.015405,1.589946,0.262141,0.247217,0.490642,0,0,0
134,0,31.458482,24.433800,7.018424,0.006257,126067,44621,0.999540,1.607964,0.262141,0.247217,0.490642,0,0,0.0024691358024691024
135,0,61.222823,23.683800,6.001836,31.537188,124067,45121,0.983683,1.625982,0.262013,0.247089,0.490898,0,0.0490196078431373,0.7562189054726368
136,0,31.457358,24.433500,7.017916,0.005942,126066,44621,0.999532,1.607964,0.255678,0.241117,0.503205,0,0,0
137,0,29.759436,23.683500,6.001328,0.074608,124066,45121,0.983675,1.625982,0.255678,0.241117,0.503205,0.05813953488372092,0,0.027431421446384108
138,0,116.166486,22.933500,4.984981,88.248005,122066,45621,0.967818,1.644000,0.2559573333333333,0.24097333333333334,0.5030693333333334,1.0,0.2654028436018957,0.8730964467005076
139,0,44.624829,23.683500,6.001328,14.940002,124066,45121,0.983675,1.625982,0.275875,0.236595,0.48753,0,0,0.41116751269035534
140,0,102.432899,24.433200,7.017408,70.982291,126065,44621,0.999524,1.607964,0.274147,0.234867,0.490986,0,0.6787564766839378,1.0
141,0,50.566335,25.183200,8.034246,17.348889,128065,44121,1.015382,1.589946,0.261854,0.252835,0.485311,0,0,0.46135265700483097
142,0,34.990485,25.933200,9.051343,0.005942,130065,43621,1.031239,1.571928,0.2607123333333333,0.2516933333333333,0.48759433333333335,0,0,0
143,0,33.223388,25.183200,8.034246,0.005942,128065,44121,1.015382,1.589946,0.2607123333333333,0.2516933333333333,0.48759433333333335,0,0,0
144,0,79.483230,24.432900,7.016899,48.033430,126064,44621,0.999516,1.607964,0.2607123333333333,0.2516933333333333,0.48759433333333335,0.4242424242424242,0,0.7764127764127764
145,0,33.222579,25.182900,8.033738,0.005942,128064,44121,1.015374,1.589946,0.2663986666666667,0.2462216666666667,0.48737966666666666,0,0,0
146,0,36.447959,24.432600,7.016391,4.998968,126063,44621,0.999508,1.607964,0.2663986666666667,0.2462216666666667,0.48737966666666666,0,0,0.20403022670025195
147,0,33.221771,25.182600,8.033229,0.005942,128063,44121,1.015366,1.589946,0.26593833333333333,0.2457613333333333,0.48830033333333334,0,0,0
148,0,72.671644,24.432300,7.015883,41.223461,126062,44621,0.999500,1.607964,0.26593833333333333,0.2457613333333333,0.48830033333333334,0,0.4903846153846153,0.5683962264150944
149,0,33.220962,25.182300,8.032721,0.005942,128062,44121,1.015358,1.589946,0.25741,0.258988,0.483602,0,0,0
