iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
0,0,39.905056,32.842500,7.056615,0.005942,126125,16650,1.000000,0.600000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0
1,0,38.136175,32.092800,6.037434,0.005942,124125,17149,0.984143,0.617982,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
2,0,65.164978,31.342500,5.018517,28.803961,122124,17649,0.968278,0.636000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0,0
3,0,55.619100,32.092500,6.036925,17.489675,124124,17149,0.984135,0.617982,0.360108,0.319946,0.319946,0.4642857142857143,0,0
4,0,39.903738,32.842200,7.055596,0.005942,126123,16649,0.999984,0.599964,0.380046,0.309977,0.309977,0,0,0
5,0,43.307844,32.092200,6.036415,5.179229,124123,17149,0.984127,0.617982,0.380046,0.309977,0.309977,0.20779220779220775,0,0
6,0,39.902928,32.841900,7.055087,0.005942,126122,16649,0.999976,0.599964,0.389156,0.305422,0.305422,0,0,0
7,0,74.291767,32.091900,6.035906,36.163961,124122,17149,0.984119,0.617982,0.389156,0.305422,0.305422,0.8533333333333333,0,0
8,0,39.902119,32.841600,7.054577,0.005942,126121,16649,0.999968,0.599964,0.4269773333333333,0.28651133333333334,0.28651133333333334,0,0,0
9,0,38.132129,32.091300,6.034888,0.005942,124120,17149,0.984103,0.617982,0.4269773333333333,0.28651133333333334,0.28651133333333334,0,0,0
10,0,48.657632,31.341300,5.016481,12.299852,122120,17649,0.968246,0.636000,0.4269773333333333,0.28651133333333334,0.28651133333333334,0.0,0.3561643835616439,0
11,0,38.555073,32.091000,6.034378,0.429695,124119,17149,0.984095,0.617982,0.4148246666666666,0.31081666666666663,0.27435866666666664,0.09411764705882353,0,0
12,0,39.899690,32.840700,7.053048,0.005942,126118,16649,0.999944,0.599964,0.416588,0.309935,0.273477,0,0,0
13,0,57.899149,32.090400,6.033360,19.775390,124117,17149,0.984079,0.617982,0.416588,0.309935,0.273477,0.5119047619047619,0,0
14,0,39.898880,32.840400,7.052539,0.005942,126117,16649,0.999937,0.599964,0.43986666666666663,0.2982956666666666,0.26183766666666664,0,0,0
15,0,38.128892,32.090100,6.032851,0.005942,124116,17149,0.984071,0.617982,0.43986666666666663,0.2982956666666666,0.26183766666666664,0,0,0
16,0,63.341481,31.339800,5.013936,26.987745,122115,17649,0.968206,0.636000,0.43986666666666663,0.2982956666666666,0.26183766666666664,0.6621621621621622,0,0
17,0,38.127274,32.089500,6.031832,0.005942,124114,17149,0.984056,0.617982,0.46818933333333335,0.2841343333333333,0.2476763333333333,0,0,0
18,0,46.595881,31.339200,5.012918,10.243763,122113,17649,0.968190,0.636000,0.46818933333333335,0.2841343333333333,0.2476763333333333,0,0.017467248908296984,0.3132530120481928
19,0,37.826222,31.789500,6.030780,0.005942,124113,18148,0.984048,0.653982,0.458139,0.274096,0.267765,0,0,0
20,0,54.639831,31.039200,5.012055,18.588576,122112,18648,0.968182,0.672000,0.458139,0.274096,0.267765,0.4871794871794872,0,0
21,0,37.827531,31.789200,6.030271,0.008060,124112,18148,0.984040,0.653982,0.47908033333333333,0.2636253333333333,0.25729433333333335,0,0.012145748987854255,0
22,0,70.527134,31.038900,5.011546,34.476688,122111,18648,0.968174,0.672000,0.478798,0.26419,0.257012,0,0.8181818181818182,0
23,0,37.824603,31.788900,6.029762,0.005942,124111,18148,0.984032,0.653982,0.465432,0.290922,0.243646,0,0,0
24,0,62.438312,31.038600,5.011037,26.388674,122110,18648,0.968167,0.672000,0.465432,0.290922,0.243646,0,0,0.6496815286624203
25,0,37.523608,31.488900,6.028767,0.005942,124110,19147,0.984024,0.689982,0.455149,0.280639,0.264212,0,0,0
26,0,35.755560,30.738900,5.010719,0.005942,122110,19647,0.968167,0.708000,0.455149,0.280639,0.264212,0,0,0
27,0,33.987625,29.988900,3.992783,0.005942,120109,20146,0.952301,0.725982,0.455149,0.280639,0.264212,0,0,0
28,0,73.963438,29.238600,2.975423,41.749416,118108,20646,0.936436,0.744000,0.455149,0.280639,0.264212,0.9696969696969697,0,0
29,0,40.696007,29.988300,3.991766,6.715941,120107,20146,0.952285,0.725982,0.4724103333333333,0.27200833333333335,0.2555813333333333,0,0.14601769911504425,0.19277108433734935
30,0,36.873231,30.438300,5.008905,1.426026,122107,20646,0.968143,0.744000,0.46750966666666666,0.2733026666666667,0.25918766666666665,0.1188118811881188,0.039408866995073843,0.08536585365853655
31,0,37.221044,31.188300,6.026802,0.005942,124107,20146,0.984000,0.725982,0.4689913333333333,0.2719783333333333,0.2590303333333333,0,0,0
32,0,35.453147,30.438300,5.008905,0.005942,122107,20646,0.968143,0.744000,0.4689913333333333,0.2719783333333333,0.2590303333333333,0,0,0
