iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,prob1,prob2,prob3
0,0,56.422263,32.617500,6.844704,16.960059,124875,16150,1.000000,0.600000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.4532520325203252
1,0,41.255949,33.367500,7.864237,0.024212,126874,15649,1.016008,0.581387,0.3179923333333333,0.3179923333333333,0.3640153333333333,0,0,0.038938053097345104
2,0,82.665657,32.617500,6.844196,43.203961,124874,16149,0.999992,0.599963,0.317708,0.317708,0.364584,0,0,1.0
3,0,68.156244,33.367200,7.863727,26.925318,126873,15649,1.016000,0.581387,0.301116,0.301116,0.397768,0,0,0.6608615948670944
4,0,43.007360,34.117200,8.884218,0.005942,128872,15148,1.032008,0.562774,0.28937233333333334,0.28937233333333334,0.4212553333333333,0,0,0
5,0,49.148828,33.367200,7.863218,7.918410,126872,15648,1.015992,0.581350,0.28937233333333334,0.28937233333333334,0.4212553333333333,0,0,0.26488352027610007
6,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.284779,0.284779,0.430442,0,0,0
7,0,68.565473,33.366900,7.862708,27.335865,126871,15648,1.015984,0.581350,0.284779,0.284779,0.430442,0,0,0.6694146743610883
8,0,43.006549,34.116900,8.883708,0.005942,128871,15148,1.032000,0.562774,0.273295,0.273295,0.45341,0,0,0
9,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.273295,0.273295,0.45341,0,0,0
10,0,82.663529,32.616900,6.842668,43.203961,124871,16148,0.999968,0.599926,0.273295,0.273295,0.45341,0,0,1.0
11,0,41.235550,33.366900,7.862708,0.005942,126871,15648,1.015984,0.581350,0.25839066666666666,0.25839066666666666,0.4832186666666667,0,0,0
12,0,39.465509,32.616900,6.842668,0.005942,124871,16148,0.999968,0.599926,0.25839066666666666,0.25839066666666666,0.4832186666666667,0,0,0
13,0,69.007762,31.866900,5.823499,31.317363,122871,16648,0.983952,0.618502,0.25839066666666666,0.25839066666666666,0.4832186666666667,0.736842105263158,0,0.1072386058981234
14,0,39.467496,32.616900,6.842668,0.007928,124871,16148,0.999968,0.599926,0.2711,0.25056,0.47834,0,0,0.011599005799502904
15,0,79.281712,31.866900,5.823499,41.591313,122871,16648,0.983952,0.618502,0.2706803333333333,0.2501403333333333,0.47917933333333335,0,0,0.9664031620553359
16,0,39.465509,32.616900,6.842668,0.005942,124871,16148,0.999968,0.599926,0.2584396666666666,0.23789966666666662,0.5036606666666666,0,0,0
