iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,prob1,prob2
199,0,97.635752,9.941700,1.294052,86.400000,39443,6304,0.856444,0.412998,0.470079,0.529921,1.0,1.0
200,0,22.057692,14.415600,7.638131,0.003961,51803,3751,1.124822,0.245742,0.422084,0.577916,0,0
201,0,96.723551,10.083900,0.239651,86.400000,37368,3755,0.811388,0.246004,0.460246,0.539754,1.0,1.0
202,0,93.768446,5.607600,1.760846,86.400000,33425,14733,0.725772,0.965212,0.435868,0.564132,1.0,1.0
203,0,97.517881,6.753900,4.363981,86.400000,28268,5755,0.613796,0.377031,0.523651,0.476349,1.0,1.0
204,0,35.855081,19.590600,16.260520,0.003961,68088,2786,1.478426,0.182521,0.444962,0.555038,0,0
205,0,28.794071,17.092500,11.697610,0.003961,59447,2472,1.290800,0.161950,0.505232,0.494768,0,0
206,0,36.766491,19.364100,17.398430,0.003961,70731,6184,1.535814,0.405136,0.484553,0.515447,0,0
207,0,35.987734,18.184500,17.799273,0.003961,71703,11088,1.556920,0.726415,0.501236,0.498764,0,0
208,0,95.856273,7.797600,1.658673,86.400000,40162,14170,0.872056,0.928328,0.57271,0.42729,1.0,1.0
209,0,59.338637,11.629500,4.922235,42.786902,46565,7800,1.011087,0.511006,0.505235,0.494765,0,0.9913525312736127
210,0,31.981919,17.745300,14.232658,0.003961,64600,5449,1.402689,0.356984,0.540279,0.459721,0,0
211,0,25.609939,15.685500,9.920478,0.003961,56214,3929,1.220600,0.257403,0.556147,0.443853,0,0
212,0,24.980714,14.734800,10.241953,0.003961,56952,7836,1.236625,0.513365,0.490916,0.509084,0,0
213,0,97.410090,7.147500,3.862590,86.400000,29261,5436,0.635357,0.356132,0.561523,0.438477,1.0,1.0
214,0,21.796139,13.797900,7.994278,0.003961,52557,6564,1.141194,0.430031,0.526011,0.473989,0,0
215,0,22.744244,13.012200,9.728083,0.003961,55993,12619,1.215801,0.826716,0.552753,0.447247,0,0
216,0,98.443770,7.535100,4.508670,86.400000,27947,2830,0.606826,0.185404,0.524063,0.475937,1.0,1.0
217,0,56.952623,10.537800,3.212843,43.201981,43214,8088,0.938325,0.529874,0.577462,0.422538,0,1.0
218,0,34.948446,17.196300,17.748184,0.003961,71662,14341,1.556029,0.939531,0.414702,0.585298,0,0
219,0,94.596860,7.202700,0.994160,86.400000,38854,14845,0.843654,0.972550,0.585684,0.414316,1.0,1.0
220,0,97.883920,7.389300,4.094620,86.400000,28792,4161,0.625174,0.272602,0.484329,0.515671,1.0,1.0
221,0,25.671030,15.062400,10.604669,0.003961,57651,7443,1.251802,0.487618,0.540777,0.459223,0,0
222,0,27.326918,16.072500,11.250457,0.003961,58843,5268,1.277685,0.345126,0.441328,0.558672,0,0
223,0,95.988088,8.242800,1.345288,86.400000,39545,12069,0.858658,0.790684,0.459917,0.540083,1.0,1.0
224,0,32.432023,16.547400,15.880662,0.003961,68004,12846,1.476602,0.841588,0.475652,0.524348,0,0
225,0,98.314359,7.518300,4.396059,86.400000,28178,3117,0.611842,0.204206,0.528423,0.471577,1.0,1.0
226,0,24.683394,13.781700,10.897733,0.003961,58278,12339,1.265417,0.808373,0.439835,0.560165,0,0
227,0,98.691687,11.192100,1.099587,86.400000,39056,1749,0.848041,0.114583,0.547579,0.452421,1.0,1.0
228,0,21.052326,12.201900,8.846465,0.003961,54272,13599,1.178432,0.890920,0.593171,0.406829,0,0
229,0,38.134229,19.775400,18.354868,0.003961,72602,6684,1.576440,0.437893,0.564729,0.435271,0,0
230,0,95.283889,7.885500,0.998389,86.400000,34928,8643,0.758407,0.566234,0.527582,0.472418,1.0,1.0
231,0,23.546907,14.246400,9.296546,0.003961,55108,7620,1.196585,0.499214,0.525442,0.474558,0,0
