iter,sample,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,prob1,prob2,prob3,prob4
124,0,25.401984,15.124800,10.269262,0.007922,51705,1289,1.272269,0.122064,0.176147,0.216213,0.306954,0.300686,0,0,0,0
125,0,17.991126,11.070300,6.912904,0.007922,45762,8861,1.126033,0.839110,0.18860425000000003,0.40643725,0.18327225000000003,0.22168625000000003,0,0,0,0
126,0,98.858013,9.329700,3.124352,86.403961,38335,7236,0.943282,0.685227,0.192061,0.365263,0.200158,0.242518,1.0,0,1.0,0
127,0,145.865650,4.888200,3.790293,137.187158,24709,8415,0.607997,0.796875,0.250019,0.330504,0.285677,0.1338,1.0,1.0,1.0,0.25806451612903225
128,0,137.064320,5.952900,1.509439,129.601981,29216,9373,0.718898,0.887595,0.33351475,0.19037775,0.28658975000000003,0.18951775,1.0,1.0,1.0,0
129,0,24.258446,10.229400,4.901446,9.127600,41820,7722,1.029035,0.731250,0.308155,0.239488,0.167775,0.284582,0,0,0.29003436426116835,0
130,0,26.405849,15.217200,11.180727,0.007922,53861,3137,1.325320,0.297064,0.249329,0.266235,0.319716,0.16472,0,0,0,0
131,0,139.344700,7.542600,2.200120,129.601981,27841,2699,0.685064,0.255587,0.23115175000000002,0.23074675000000003,0.27619875,0.26190275,1.0,1.0,1.0,0
132,0,34.591277,18.327600,16.255755,0.007922,63012,1920,1.550492,0.181818,0.19821925,0.35198125,0.18574925,0.26405025000000004,0,0,0,0
133,0,58.260612,11.159100,3.895570,43.205942,39814,2617,0.979675,0.247822,0.159376,0.269901,0.310867,0.259856,1.0,0,0,0
134,0,98.257407,10.097100,1.756345,86.403961,35638,1981,0.876919,0.187595,0.294666,0.300661,0.135528,0.269145,1.0,0,1.0,0
135,0,26.476758,15.403200,11.065636,0.007922,53482,2138,1.315994,0.202462,0.161128,0.26044,0.317346,0.261086,0,0,0,0
136,0,23.066734,13.004700,10.054111,0.007922,51892,8543,1.276870,0.808996,0.26472775,0.16390174999999996,0.23822574999999996,0.33314475,0,0,0,0
137,0,31.540347,16.731600,14.800824,0.007922,60971,5199,1.500271,0.492330,0.187851,0.15435,0.390398,0.267401,0,0,0,0
138,0,19.878372,12.323700,7.546750,0.007922,46972,5893,1.155807,0.558049,0.266775,0.291271,0.226279,0.215675,0,0,0,0
139,0,138.810840,9.074400,0.134460,129.601981,31927,1679,0.785605,0.158996,0.198605,0.242331,0.272299,0.286765,1.0,1.0,1.0,0
140,0,140.072582,7.382700,3.087902,129.601981,26047,1438,0.640920,0.136174,0.282256,0.181587,0.340433,0.195724,1.0,1.0,1.0,0
141,0,137.255195,5.872200,1.781014,129.601981,28680,9106,0.705709,0.862311,0.25817200000000007,0.24582000000000004,0.30313500000000004,0.19287300000000002,1.0,1.0,1.0,0
142,0,27.221179,14.481600,12.731657,0.007922,57108,8836,1.405217,0.836742,0.26234500000000005,0.24303500000000003,0.26019800000000004,0.23442200000000002,0,0,0,0
143,0,19.905990,12.187800,7.710268,0.007922,47301,6675,1.163903,0.632102,0.350824,0.215198,0.180206,0.253772,0,0,0,0
144,0,34.570159,18.255000,16.307237,0.007922,63393,2543,1.559867,0.240814,0.279391,0.323004,0.153246,0.244359,0,0,0,0
145,0,148.850568,6.889800,3.892455,138.068313,24427,1461,0.601058,0.138352,0.270942,0.168498,0.257674,0.302886,1.0,1.0,1.0,0.2764227642276422
146,0,139.562571,7.380900,2.579691,129.601981,27085,2482,0.666462,0.235038,0.163768,0.317466,0.163738,0.355028,1.0,1.0,1.0,0
147,0,94.436725,7.329000,0.703764,86.403961,33578,9148,0.826230,0.866288,0.28427225,0.28698324999999997,0.19502825,0.23371625,1.0,0,1.0,0
148,0,31.088802,16.333500,14.747380,0.007922,60943,6498,1.499582,0.615341,0.225378,0.200199,0.238665,0.335758,0,0,0,0
149,0,96.773198,9.243300,1.125937,86.403961,34407,3596,0.846629,0.340530,0.30533325,0.25190524999999997,0.22258925,0.22017224999999999,1.0,0,1.0,0
150,0,100.809366,11.088600,3.316805,86.403961,38668,1706,0.951476,0.161553,0.18822275000000002,0.31248375,0.27000075,0.22929275000000002,1.0,0,1.0,0
151,0,25.719397,15.034200,10.677275,0.007922,52854,2740,1.300541,0.259470,0.250144,0.167643,0.355439,0.226774,0,0,0,0
152,0,137.463381,6.131700,1.729700,129.601981,28781,8342,0.708194,0.789962,0.238537,0.185514,0.3999,0.176049,1.0,1.0,1.0,0
153,0,25.222459,14.317500,10.897037,0.007922,53473,5748,1.315773,0.544318,0.25235225,0.27013925,0.25540625,0.22210224999999997,0,0,0,0
154,0,30.657965,15.532200,15.117843,0.007922,61768,9994,1.519882,0.946402,0.21285675,0.32746775,0.21522975000000003,0.24444575000000002,0,0,0,0
155,0,137.915628,5.229600,3.084048,129.601981,26106,8674,0.642372,0.821402,0.21413975000000002,0.35950275000000004,0.24718775,0.17916975000000002,1.0,1.0,1.0,0
156,0,129.211171,7.500300,0.081209,121.629662,32032,7031,0.788189,0.665814,0.200032,0.209611,0.169949,0.420408,1.0,0.8339100346020761,1.0,0
157,0,138.178180,5.774700,2.801499,129.601981,26663,7414,0.656078,0.702083,0.332285,0.194885,0.164703,0.308127,1.0,1.0,1.0,0
158,0,16.630829,10.882800,5.732068,0.015962,43443,7167,1.068971,0.678693,0.241872,0.215122,0.281529,0.261477,0.02710413694721825,0,0,0
159,0,27.713503,15.597600,12.107980,0.007922,55689,3697,1.370300,0.350095,0.295038,0.174268,0.230051,0.300643,0,0,0,0
160,0,59.182538,11.763300,4.213297,43.205942,40353,1142,0.992938,0.108144,0.19849600000000003,0.17495400000000003,0.408643,0.21790700000000002,1.0,0,0,0
161,0,19.476608,11.757600,7.711086,0.007922,47317,8125,1.164296,0.769413,0.212071,0.205779,0.181077,0.401073,0,0,0,0
162,0,20.045967,12.660300,7.377745,0.007922,46615,4414,1.147023,0.417992,0.180072,0.303985,0.35901,0.156933,0,0,0,0
163,0,139.113042,7.621200,1.889862,129.601981,28458,3054,0.700246,0.289205,0.17840625,0.26911625,0.28913924999999996,0.26333825,1.0,1.0,1.0,0
164,0,116.598949,10.325400,1.920124,104.353426,35953,1535,0.884670,0.145360,0.362319,0.199225,0.236628,0.201828,1.0,0.47398843930635837,1.0,0
165,0,26.084254,14.454000,11.622332,0.007922,54907,6727,1.351058,0.637027,0.297731,0.239204,0.239542,0.223523,0,0,0,0
166,0,17.119187,12.153600,4.957664,0.007922,41786,1274,1.028199,0.120644,0.27403175,0.26305575000000003,0.30739375,0.15551875,0,0,0,0
167,0,138.832732,8.711700,0.519051,129.601981,33214,4175,0.817274,0.395360,0.27995,0.143948,0.32008,0.256022,1.0,1.0,1.0,0
168,0,99.506857,9.835200,3.267696,86.403961,38613,5829,0.950123,0.551989,0.18492400000000003,0.265806,0.15746400000000002,0.391806,1.0,0,1.0,0
169,0,32.984527,17.526300,15.450304,0.007922,62040,3619,1.526575,0.342708,0.162251,0.277012,0.224125,0.336612,0,0,0,0
170,0,28.552926,15.249000,13.296004,0.007922,58168,7338,1.431299,0.694886,0.31516225,0.28215025,0.17621525,0.22647224999999999,0,0,0,0
171,0,137.456003,6.369600,1.484422,129.601981,29265,8033,0.720103,0.760701,0.15140974999999995,0.33636774999999997,0.22071374999999996,0.29150875,1.0,1.0,1.0,0
172,0,34.221975,17.683500,16.530553,0.007922,64299,5354,1.582160,0.507008,0.398957,0.220491,0.212859,0.167693,0,0,0,0
173,0,25.125648,13.845000,11.272726,0.007922,54258,8108,1.335089,0.767803,0.233578,0.236296,0.31481,0.215316,0,0,0,0
174,0,102.252549,7.087500,0.445032,94.720017,31315,7690,0.770546,0.728220,0.217187,0.359959,0.20303,0.219824,1.0,0.2732919254658386,1.0,0
175,0,137.833024,5.406600,2.824443,129.601981,26619,8597,0.654995,0.814110,0.30965,0.290294,0.205796,0.19426,1.0,1.0,1.0,0
176,0,137.744211,4.765200,3.377031,129.601981,25528,9644,0.628150,0.913258,0.205438,0.393562,0.16717,0.23383,1.0,1.0,1.0,0
177,0,137.289400,8.646300,0.938352,127.704747,30338,1517,0.746506,0.143655,0.18330875000000002,0.29443875,0.27857875000000004,0.24367375000000002,1.0,0.9604743083003953,1.0,0
178,0,98.099245,8.458800,3.236484,86.403961,38559,10363,0.948794,0.981345,0.176728,0.213079,0.278431,0.331762,1.0,0,1.0,0
179,0,138.610260,5.809200,3.199079,129.601981,25875,6511,0.636688,0.616572,0.283429,0.222998,0.23642,0.257153,1.0,1.0,1.0,0
180,0,99.695632,10.715700,2.575971,86.403961,37227,1508,0.916019,0.142803,0.303436,0.287804,0.206995,0.201765,1.0,0,1.0,0
181,0,137.787378,6.867900,1.317498,129.601981,29594,6701,0.728199,0.634564,0.16489425000000002,0.17895225,0.34215125,0.31400225000000004,1.0,1.0,1.0,0
182,0,137.841151,7.531500,0.707671,129.601981,30797,5692,0.757800,0.539015,0.16092025,0.15245424999999999,0.32403125,0.36259425,1.0,1.0,1.0,0
