Iteration,Pbar_kw_per_server,R_kw_per_server,Weight_0,Weight_1,Weight_2,Weight_3,Predicted_M_RSR,Predicted_C_track,Predicted_C_Qos,Predicted_C_total,Optimization_Objective
31,0.17910000681877136,0.17909900844097137,0.24990908801555634,0.2500116229057312,0.2498834878206253,0.25019571185112,6.369150161743164,0.8867172002792358,1.724076509475708,8.979944229125977,20.54568862915039
32,0.17910000681877136,0.17909900844097137,0.24990639090538025,0.25001218914985657,0.24987991154193878,0.2502014935016632,6.369173049926758,0.8867247104644775,1.7240729331970215,8.979970932006836,20.545719146728516
33,0.17910000681877136,0.17909900844097137,0.24990370869636536,0.25001272559165955,0.24987633526325226,0.25020724534988403,6.369174480438232,0.8867071866989136,1.724069356918335,8.979950904846191,20.545677185058594
34,0.17910000681877136,0.17909900844097137,0.24990099668502808,0.2500132918357849,0.24987274408340454,0.25021299719810486,6.3691864013671875,0.886708676815033,1.7240691184997559,8.979964256286621,20.545692443847656
35,0.17910000681877136,0.17909900844097137,0.2498982846736908,0.2500138580799103,0.24986915290355682,0.2502187192440033,6.369192123413086,0.8867102861404419,1.724066972732544,8.979969024658203,20.545696258544922
36,0.17910000681877136,0.17909900844097137,0.2498955875635147,0.25001442432403564,0.2498655468225479,0.2502244710922241,6.369195938110352,0.8867139220237732,1.7240641117095947,8.979973793029785,20.54570198059082
37,0.17910000681877136,0.17909900844097137,0.24989286065101624,0.250014990568161,0.249861940741539,0.25023019313812256,6.369210243225098,0.8867138028144836,1.7240618467330933,8.979986190795898,20.545711517333984
38,0.17910000681877136,0.17909900844097137,0.24989014863967896,0.250015527009964,0.24985836446285248,0.2502359449863434,6.369218826293945,0.88670414686203,1.7240575551986694,8.97998046875,20.545692443847656
39,0.17910000681877136,0.17909900844097137,0.24988743662834167,0.25001609325408936,0.24985475838184357,0.2502416968345642,6.369230270385742,0.886699914932251,1.7240571975708008,8.979987144470215,20.54569435119629
40,0.17910000681877136,0.17909900844097137,0.2498847246170044,0.2500166594982147,0.24985116720199585,0.25024741888046265,6.369234085083008,0.8866919279098511,1.7240550518035889,8.979981422424316,20.545679092407227
41,0.17910000681877136,0.17909900844097137,0.2498820424079895,0.2500172257423401,0.24984759092330933,0.25025320053100586,6.369243144989014,0.8866955637931824,1.7240513563156128,8.979990005493164,20.54568862915039
42,0.17910000681877136,0.17909900844097137,0.24987931549549103,0.25001779198646545,0.24984398484230042,0.2502589225769043,6.369258880615234,0.8866971731185913,1.7240478992462158,8.98000431060791,20.545700073242188
43,0.17910000681877136,0.17909900844097137,0.24987660348415375,0.25001832842826843,0.2498403936624527,0.2502646744251251,6.369272232055664,0.8866968154907227,1.7240447998046875,8.980013847351074,20.545705795288086
44,0.17910000681877136,0.17909900844097137,0.24987389147281647,0.2500188946723938,0.2498367875814438,0.25027042627334595,6.369259834289551,0.8866925239562988,1.7240444421768188,8.979996681213379,20.545684814453125
45,0.17910000681877136,0.17909900844097137,0.24987119436264038,0.25001949071884155,0.24983322620391846,0.2502761483192444,6.369277477264404,0.8866868615150452,1.7240417003631592,8.980006217956543,20.545684814453125
46,0.17910000681877136,0.17909900844097137,0.2498684823513031,0.25002002716064453,0.24982962012290955,0.2502818703651428,6.3692803382873535,0.886675238609314,1.724037766456604,8.97999382019043,20.545656204223633
47,0.17910000681877136,0.17909900844097137,0.24986577033996582,0.2500205934047699,0.24982601404190063,0.25028759241104126,6.36928653717041,0.886686384677887,1.7240360975265503,8.980009078979492,20.54568099975586
48,0.17910000681877136,0.17909900844097137,0.24986305832862854,0.25002115964889526,0.24982242286205292,0.2502932846546173,6.369295597076416,0.8866767883300781,1.7240313291549683,8.980003356933594,20.54566192626953
49,0.17910000681877136,0.17909900844097137,0.24986037611961365,0.250021755695343,0.2498188465833664,0.25029903650283813,6.369306564331055,0.8866840600967407,1.7240298986434937,8.980020523071289,20.545684814453125
50,0.17910000681877136,0.17909900844097137,0.24985764920711517,0.250022292137146,0.24981527030467987,0.2503047585487366,6.36931037902832,0.8866777420043945,1.7240303754806519,8.980018615722656,20.545677185058594
51,0.17910000681877136,0.17909900844097137,0.2498549371957779,0.25002285838127136,0.24981167912483215,0.2503104507923126,6.369323253631592,0.8866719007492065,1.724027395248413,8.980022430419922,20.545671463012695
52,0.17910000681877136,0.17909900844097137,0.249852254986763,0.25002342462539673,0.2498081475496292,0.25031620264053345,6.369328022003174,0.8866771459579468,1.724024772644043,8.980030059814453,20.54568099975586
53,0.17910000681877136,0.17909900844097137,0.24984954297542572,0.2500239908695221,0.2498045563697815,0.2503219246864319,6.369346618652344,0.8866677284240723,1.7240196466445923,8.980033874511719,20.545671463012695
54,0.17910000681877136,0.17909900844097137,0.24984681606292725,0.2500245273113251,0.24980099499225616,0.25032761693000793,6.369343280792236,0.886665403842926,1.7240173816680908,8.980026245117188,20.5456600189209
55,0.17910000681877136,0.17909900844097137,0.24984410405158997,0.25002509355545044,0.24979743361473083,0.25033333897590637,6.369353294372559,0.8866614103317261,1.7240169048309326,8.980031967163086,20.5456600189209
56,0.17910000681877136,0.17909900844097137,0.24984142184257507,0.2500256597995758,0.2497938722372055,0.2503390908241272,6.369355201721191,0.886663019657135,1.724015712738037,8.980033874511719,20.54566192626953
57,0.17910000681877136,0.17909900844097137,0.2498386949300766,0.25002622604370117,0.24979031085968018,0.25034478306770325,6.3693718910217285,0.8866647481918335,1.724013328552246,8.980050086975098,20.545677185058594
58,0.17910000681877136,0.17909900844097137,0.24983598291873932,0.25002679228782654,0.24978673458099365,0.2503505051136017,6.369378089904785,0.8866624236106873,1.7240099906921387,8.980051040649414,20.545673370361328
59,0.17910000681877136,0.17909900844097137,0.24983325600624084,0.2500273585319519,0.24978314340114594,0.2503562271595001,6.369378566741943,0.8866562247276306,1.7240089178085327,8.980043411254883,20.545658111572266
60,0.17910000681877136,0.17909900844097137,0.24983057379722595,0.25002792477607727,0.2497795969247818,0.25036194920539856,6.369393825531006,0.8866581320762634,1.7240047454833984,8.980056762695312,20.545669555664062
61,0.17910000681877136,0.17909900844097137,0.24982783198356628,0.25002846121788025,0.24977600574493408,0.2503676414489746,6.36939811706543,0.8866578340530396,1.7240017652511597,8.980057716369629,20.54566764831543
62,0.17910000681877136,0.17909900844097137,0.2498251497745514,0.2500290274620056,0.24977247416973114,0.25037339329719543,6.369410514831543,0.8866539597511292,1.7240004539489746,8.980064392089844,20.545669555664062
63,0.17910000681877136,0.17909900844097137,0.2498224526643753,0.2500295639038086,0.24976888298988342,0.2503790855407715,6.369418621063232,0.8866558074951172,1.7239954471588135,8.980070114135742,20.545671463012695
64,0.17910000681877136,0.17909900844097137,0.24981974065303802,0.2500301003456116,0.2497652769088745,0.25038477778434753,6.369419097900391,0.8866418600082397,1.7239934206008911,8.98005485534668,20.545639038085938
65,0.17910000681877136,0.17909900844097137,0.24981707334518433,0.25003066658973694,0.24976174533367157,0.25039052963256836,6.369434356689453,0.8866435885429382,1.7239930629730225,8.980071067810059,20.545658111572266
66,0.17910000681877136,0.17909900844097137,0.24981436133384705,0.2500312030315399,0.24975813925266266,0.2503962218761444,6.369444847106934,0.8866340517997742,1.7239912748336792,8.980070114135742,20.54564666748047
67,0.17910000681877136,0.17909900844097137,0.24981170892715454,0.25003179907798767,0.24975459277629852,0.25040191411972046,6.369458198547363,0.8866451382637024,1.7239863872528076,8.980090141296387,20.545671463012695
68,0.17910000681877136,0.17909900844097137,0.24980899691581726,0.25003233551979065,0.249751016497612,0.2504076063632965,6.369461536407471,0.8866485357284546,1.7239853143692017,8.980095863342285,20.545679092407227
69,0.17910000681877136,0.17909900844097137,0.24980631470680237,0.250032901763916,0.24974744021892548,0.25041329860687256,6.3694682121276855,0.8866384029388428,1.7239856719970703,8.98009204864502,20.545665740966797
70,0.17910000681877136,0.17909900844097137,0.24980366230010986,0.25003349781036377,0.24974389374256134,0.250419020652771,6.369471549987793,0.8866348266601562,1.7239809036254883,8.980087280273438,20.545654296875
71,0.17910000681877136,0.17909900844097137,0.24980095028877258,0.25003403425216675,0.24974031746387482,0.25042468309402466,6.369483947753906,0.8866403102874756,1.7239779233932495,8.9801025390625,20.545671463012695
72,0.17910000681877136,0.17909900844097137,0.2497982680797577,0.2500346004962921,0.2497367560863495,0.2504303753376007,6.36949348449707,0.8866420388221741,1.7239775657653809,8.98011302947998,20.545682907104492
73,0.17910000681877136,0.17909900844097137,0.2497955858707428,0.2500351667404175,0.24973319470882416,0.25043606758117676,6.369497299194336,0.8866302967071533,1.7239725589752197,8.98009967803955,20.545652389526367
74,0.17910000681877136,0.17909900844097137,0.2497928887605667,0.25003570318222046,0.24972960352897644,0.2504417598247528,6.369511604309082,0.8866302371025085,1.7239691019058228,8.980111122131348,20.5456600189209
75,0.17910000681877136,0.17909900844097137,0.249790221452713,0.2500362694263458,0.2497260570526123,0.25044745206832886,6.369519233703613,0.8866204619407654,1.7239665985107422,8.980106353759766,20.545642852783203
76,0.17910000681877136,0.17909900844097137,0.24978752434253693,0.2500368058681488,0.2497224658727646,0.2504531443119049,6.369523048400879,0.8866202235221863,1.7239656448364258,8.980108261108398,20.545644760131836
77,0.17910000681877136,0.17909900844097137,0.24978484213352203,0.25003740191459656,0.24971891939640045,0.25045883655548096,6.369532108306885,0.8866216540336609,1.7239625453948975,8.98011589050293,20.545650482177734
78,0.17910000681877136,0.17909900844097137,0.24978214502334595,0.2500379681587219,0.24971534311771393,0.250464528799057,6.369546413421631,0.8866233229637146,1.7239611148834229,8.980131149291992,20.545665740966797
79,0.17910000681877136,0.17909900844097137,0.24977946281433105,0.2500385642051697,0.2497117519378662,0.25047022104263306,6.369550704956055,0.8866191506385803,1.7239584922790527,8.980128288269043,20.545656204223633
80,0.17910000681877136,0.17909900844097137,0.24977678060531616,0.25003916025161743,0.2497081756591797,0.2504758834838867,6.369548320770264,0.8866227865219116,1.723953366279602,8.980124473571777,20.545650482177734
81,0.17910000681877136,0.17909900844097137,0.24977408349514008,0.2500397264957428,0.24970461428165436,0.25048157572746277,6.369561195373535,0.8866223692893982,1.7239525318145752,8.980135917663574,20.54566192626953
82,0.17910000681877136,0.17909900844097137,0.24977140128612518,0.25004029273986816,0.24970102310180664,0.2504872679710388,6.369572162628174,0.8866278529167175,1.7239501476287842,8.98015022277832,20.545679092407227
83,0.17910000681877136,0.17909900844097137,0.2497687041759491,0.25004085898399353,0.2496974617242813,0.25049296021461487,6.36958122253418,0.886620044708252,1.7239481210708618,8.980149269104004,20.54566764831543
84,0.17910000681877136,0.17909900844097137,0.249766007065773,0.2500414550304413,0.2496938854455948,0.2504986524581909,6.3695878982543945,0.8866180181503296,1.7239474058151245,8.98015308380127,20.545669555664062
85,0.17910000681877136,0.17909900844097137,0.24976330995559692,0.25004202127456665,0.24969030916690826,0.2505043148994446,6.369600772857666,0.8866103291511536,1.72394597530365,8.980156898498535,20.545663833618164
86,0.17910000681877136,0.17909900844097137,0.24976062774658203,0.2500426173210144,0.24968673288822174,0.25051000714302063,6.369617938995361,0.8866138458251953,1.7239429950714111,8.980175018310547,20.54568099975586
87,0.17910000681877136,0.17909900844097137,0.24975793063640594,0.25004318356513977,0.2496831715106964,0.2505156993865967,6.369616508483887,0.8866114020347595,1.7239381074905396,8.9801664352417,20.545665740966797
88,0.17910000681877136,0.17909900844097137,0.24975523352622986,0.2500437796115875,0.2496795803308487,0.25052136182785034,6.369627952575684,0.8865981101989746,1.7239385843276978,8.980164527893066,20.545650482177734
89,0.17910000681877136,0.17909900844097137,0.24975256621837616,0.2500443458557129,0.24967604875564575,0.2505270540714264,6.369625568389893,0.8865936994552612,1.7239370346069336,8.980155944824219,20.545637130737305
90,0.17910000681877136,0.17909900844097137,0.24974986910820007,0.25004494190216064,0.24967244267463684,0.25053271651268005,6.369641304016113,0.886597752571106,1.7239307165145874,8.980169296264648,20.5456485748291
91,0.17910000681877136,0.17909900844097137,0.249747171998024,0.250045508146286,0.2496688812971115,0.2505383789539337,6.369645595550537,0.8865953087806702,1.723929762840271,8.980170249938965,20.54564666748047
92,0.17910000681877136,0.17909900844097137,0.2497444897890091,0.25004610419273376,0.24966531991958618,0.250544011592865,6.369647979736328,0.886593222618103,1.723922848701477,8.980164527893066,20.545631408691406
93,0.17910000681877136,0.17909900844097137,0.2497418224811554,0.2500467002391815,0.24966175854206085,0.25054970383644104,6.369656562805176,0.8865892887115479,1.7239227294921875,8.980168342590332,20.545631408691406
94,0.17910000681877136,0.17909900844097137,0.2497391253709793,0.2500472664833069,0.24965818226337433,0.2505553662776947,6.369670391082764,0.8865833878517151,1.7239173650741577,8.980171203613281,20.545623779296875
95,0.17910000681877136,0.17909900844097137,0.2497364580631256,0.25004786252975464,0.2496546357870102,0.25056105852127075,6.369675159454346,0.8865865468978882,1.7239198684692383,8.980181694030762,20.545639038085938
96,0.17910000681877136,0.17909900844097137,0.24973377585411072,0.25004842877388,0.24965105950832367,0.2505667209625244,6.369685173034668,0.8865787982940674,1.7239177227020264,8.980181694030762,20.545629501342773
97,0.17910000681877136,0.17909900844097137,0.24973107874393463,0.25004902482032776,0.24964748322963715,0.2505723834037781,6.369696140289307,0.8865671157836914,1.7239147424697876,8.980177879333496,20.545608520507812
98,0.17910000681877136,0.17909900844097137,0.24972841143608093,0.2500496506690979,0.249643936753273,0.2505780756473541,6.369706153869629,0.8865741491317749,1.723914384841919,8.980195045471191,20.54563331604004
99,0.17910000681877136,0.17909900844097137,0.24972571432590485,0.25005021691322327,0.2496403604745865,0.2505837082862854,6.369708061218262,0.8865588903427124,1.7239094972610474,8.98017692565918,20.545595169067383
100,0.17910000681877136,0.17909900844097137,0.24972301721572876,0.25005078315734863,0.24963676929473877,0.25058937072753906,6.369718551635742,0.8865607380867004,1.7239086627960205,8.980188369750977,20.545608520507812
101,0.17910000681877136,0.17909900844097137,0.24972034990787506,0.2500513792037964,0.24963323771953583,0.2505950629711151,6.369728088378906,0.8865678906440735,1.7239048480987549,8.98020076751709,20.545623779296875
102,0.17910000681877136,0.17909900844097137,0.24971766769886017,0.25005197525024414,0.2496296614408493,0.2506007254123688,6.369739532470703,0.8865658044815063,1.7239011526107788,8.980206489562988,20.545623779296875
103,0.17910000681877136,0.17909900844097137,0.2497149556875229,0.2500525414943695,0.24962608516216278,0.25060638785362244,6.369746685028076,0.8865635991096497,1.7238993644714355,8.980209350585938,20.545623779296875
104,0.17910000681877136,0.17909900844097137,0.249712273478508,0.2500531077384949,0.24962250888347626,0.2506120502948761,6.369749069213867,0.8865669965744019,1.7238967418670654,8.980213165283203,20.54562759399414
105,0.17910000681877136,0.17909900844097137,0.2497096061706543,0.2500537037849426,0.24961894750595093,0.25061774253845215,6.369758605957031,0.8865669965744019,1.723894476890564,8.980219841003418,20.545631408691406
106,0.17910000681877136,0.17909900844097137,0.2497069090604782,0.250054270029068,0.2496153712272644,0.2506234049797058,6.369770526885986,0.8865745067596436,1.7238928079605103,8.98023796081543,20.545654296875
107,0.17910000681877136,0.17909900844097137,0.24970422685146332,0.25005483627319336,0.24961180984973907,0.2506290376186371,6.369787216186523,0.886568546295166,1.7238870859146118,8.980242729187012,20.5456485748291
108,0.17910000681877136,0.17909900844097137,0.24970154464244843,0.2500554621219635,0.24960824847221375,0.25063472986221313,6.369780540466309,0.8865606784820557,1.723886489868164,8.98022747039795,20.545625686645508
109,0.17910000681877136,0.17909900844097137,0.24969886243343353,0.25005602836608887,0.24960467219352722,0.2506403923034668,6.3697919845581055,0.8865543603897095,1.7238824367523193,8.980228424072266,20.545616149902344
110,0.17910000681877136,0.17909900844097137,0.24969618022441864,0.250056654214859,0.2496011108160019,0.25064605474472046,6.369797229766846,0.8865636587142944,1.723883032798767,8.980243682861328,20.54564094543457
111,0.17910000681877136,0.17909900844097137,0.24969349801540375,0.250057190656662,0.24959754943847656,0.25065168738365173,6.369802951812744,0.8865558505058289,1.723880648612976,8.980238914489746,20.54562759399414
112,0.17910000681877136,0.17909900844097137,0.24969081580638885,0.25005778670310974,0.24959398806095123,0.2506573498249054,6.369808673858643,0.8865478038787842,1.7238768339157104,8.980233192443848,20.545608520507812
113,0.17910000681877136,0.17909900844097137,0.24968814849853516,0.2500584125518799,0.2495904415845871,0.25066301226615906,6.3698201179504395,0.8865475058555603,1.723873496055603,8.980240821838379,20.545612335205078
114,0.17910000681877136,0.17909900844097137,0.24968546628952026,0.25005897879600525,0.24958686530590057,0.25066864490509033,6.369825839996338,0.8865398168563843,1.7238715887069702,8.980237007141113,20.54559898376465
115,0.17910000681877136,0.17909900844097137,0.24968278408050537,0.2500596046447754,0.24958331882953644,0.250674307346344,6.369836807250977,0.8865416646003723,1.7238686084747314,8.980247497558594,20.545608520507812
116,0.17910000681877136,0.17909900844097137,0.24968008697032928,0.25006014108657837,0.24957974255084991,0.25067993998527527,6.369848728179932,0.8865508437156677,1.7238651514053345,8.980264663696289,20.545631408691406
117,0.17910000681877136,0.17909900844097137,0.24967743456363678,0.2500607371330261,0.24957618117332458,0.25068560242652893,6.369854927062988,0.8865465521812439,1.7238651514053345,8.980266571044922,20.54562759399414
118,0.17910000681877136,0.17909900844097137,0.24967476725578308,0.25006136298179626,0.24957264959812164,0.2506912648677826,6.36986780166626,0.8865427374839783,1.7238599061965942,8.980270385742188,20.545623779296875
119,0.17910000681877136,0.17909900844097137,0.2496720552444458,0.25006192922592163,0.24956904351711273,0.25069689750671387,6.369865417480469,0.8865348696708679,1.723861813545227,8.98026180267334,20.545608520507812
120,0.17910000681877136,0.17909900844097137,0.2496693879365921,0.2500625550746918,0.2495655119419098,0.25070253014564514,6.3698811531066895,0.8865327835083008,1.7238563299179077,8.980270385742188,20.545608520507812
121,0.17910000681877136,0.17909900844097137,0.24966669082641602,0.2500631511211395,0.24956193566322327,0.2507081627845764,6.36989688873291,0.8865323662757874,1.7238552570343018,8.980284690856934,20.545621871948242
122,0.17910000681877136,0.17909900844097137,0.24966402351856232,0.25006377696990967,0.24955838918685913,0.2507138252258301,6.369906902313232,0.8865265250205994,1.723853349685669,8.980286598205566,20.545616149902344
123,0.17910000681877136,0.17909900844097137,0.24966134130954742,0.2500644028186798,0.2495547980070114,0.25071945786476135,6.369905471801758,0.8865280747413635,1.7238543033599854,8.980287551879883,20.54561996459961
124,0.17910000681877136,0.17909900844097137,0.24965864419937134,0.2500649690628052,0.2495512217283249,0.2507250905036926,6.369912147521973,0.8865296244621277,1.7238516807556152,8.980293273925781,20.545623779296875
125,0.17910000681877136,0.17909900844097137,0.24965597689151764,0.2500655949115753,0.24954766035079956,0.2507307529449463,6.3699140548706055,0.8865200877189636,1.7238471508026123,8.980280876159668,20.54559898376465
126,0.17910000681877136,0.17909900844097137,0.24965327978134155,0.25006619095802307,0.24954409897327423,0.25073638558387756,6.369930267333984,0.8865219950675964,1.7238430976867676,8.980295181274414,20.545610427856445
127,0.17910000681877136,0.17909900844097137,0.24965059757232666,0.2500668466091156,0.2495405226945877,0.2507420480251312,6.369929313659668,0.8865174651145935,1.7238447666168213,8.980291366577148,20.545604705810547
128,0.17910000681877136,0.17909900844097137,0.24964790046215057,0.25006741285324097,0.24953696131706238,0.2507476806640625,6.369946002960205,0.8865192532539368,1.7238398790359497,8.980305671691895,20.54561424255371
129,0.17910000681877136,0.17909900844097137,0.24964523315429688,0.2500680387020111,0.24953339993953705,0.25075334310531616,6.369953155517578,0.8865190148353577,1.7238397598266602,8.98031234741211,20.54561996459961
130,0.17910000681877136,0.17909900844097137,0.2496425360441208,0.25006866455078125,0.24952983856201172,0.25075897574424744,6.369956970214844,0.8865147233009338,1.723835825920105,8.980307579040527,20.545608520507812
131,0.17910000681877136,0.17909900844097137,0.2496398687362671,0.250069260597229,0.2495262622833252,0.2507646381855011,6.369963645935059,0.8865087032318115,1.7238343954086304,8.980306625366211,20.54560089111328
132,0.17910000681877136,0.17909900844097137,0.249637171626091,0.25006985664367676,0.24952270090579987,0.25077024102211,6.369985580444336,0.8865104913711548,1.7238301038742065,8.980325698852539,20.545616149902344
133,0.17910000681877136,0.17909900844097137,0.2496344894170761,0.2500704824924469,0.24951915442943573,0.25077584385871887,6.369988441467285,0.8865023851394653,1.7238253355026245,8.980316162109375,20.54559326171875
134,0.17910000681877136,0.17909900844097137,0.24963180720806122,0.25007110834121704,0.2495156228542328,0.25078147649765015,6.369992733001709,0.8864908814430237,1.723824143409729,8.980307579040527,20.545574188232422
135,0.17910000681877136,0.17909900844097137,0.24962911009788513,0.2500716745853424,0.24951207637786865,0.25078707933425903,6.370006561279297,0.8864986300468445,1.7238208055496216,8.980325698852539,20.545595169067383
136,0.17910000681877136,0.17909900844097137,0.24962644279003143,0.25007233023643494,0.2495085448026657,0.2507927119731903,6.370006561279297,0.886494517326355,1.723819375038147,8.980320930480957,20.54558563232422
137,0.17910000681877136,0.17909900844097137,0.24962374567985535,0.2500729262828827,0.24950498342514038,0.2507983148097992,6.370023727416992,0.8864883780479431,1.7238179445266724,8.980330467224121,20.54558563232422
138,0.17910000681877136,0.17909900844097137,0.24962107837200165,0.25007355213165283,0.24950145184993744,0.25080394744873047,6.370025634765625,0.8864955902099609,1.7238157987594604,8.980337142944336,20.54559898376465
139,0.17910000681877136,0.17909900844097137,0.24961838126182556,0.2500741183757782,0.2494979053735733,0.25080955028533936,6.370027542114258,0.8864935636520386,1.7238099575042725,8.980331420898438,20.54558563232422
