iter,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8
0,69.000327,0.140800,0.126672,68.732855,3073,1665,0.899854,0.900000,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.21138211382113814,0.6666666666666667,0.8536585365853658,0,0,0
1,77.041297,0.186500,0.254550,76.600247,3102,1237,0.908346,0.668649,0.12060775,0.12060775,0.12591375,0.12998075,0.14088375,0.12060775,0.12079074999999999,0.12060775,0,0,0.6290322580645161,0.34782608695652173,0.8405797101449275,0,0.17808219178082196,0
2,115.014175,0.196800,0.336285,114.481091,3146,1178,0.921230,0.636757,0.114171,0.114171,0.136802,0.128738,0.158216,0.114171,0.11956,0.114171,0,0,0.8515625,0.8235294117647058,0.8984771573604061,0,0.21126760563380276,0
3,56.464207,0.205000,0.411426,55.847781,3179,1129,0.930893,0.610270,0.105173,0.105173,0.152965,0.132427,0.176841,0.105173,0.117075,0.105173,0,0,0,0.7222222222222222,0.641025641025641,0,0,0
4,71.779699,0.213400,0.499540,71.066759,3212,1078,0.940556,0.582703,0.101193,0.101193,0.148985,0.140059,0.192877,0.101193,0.113307,0.101193,0,0,0.22033898305084743,0.64,0.92,0,0.0,0
5,55.179513,0.220300,0.581877,54.377336,3239,1036,0.948463,0.560000,0.09511612500000002,0.09511612500000002,0.15005912500000002,0.14484412500000002,0.217049125,0.09511612500000002,0.10758312500000002,0.09511612500000002,0,0,0.09090909090909083,0.4736842105263158,0.8513513513513513,0,0,0
6,42.405389,0.227500,0.675097,41.502792,3264,989,0.955783,0.534595,0.09027974999999999,0.09027974999999999,0.14634275,0.14838874999999999,0.24108274999999998,0.09027974999999999,0.10306675,0.09027974999999999,0,0,0,0.45833333333333337,0.606060606060606,0,0,0
7,43.211424,0.238300,0.845372,42.127752,3307,924,0.968375,0.499459,0.08651087500000001,0.08651087500000001,0.14257387500000002,0.153025875,0.25878987500000006,0.08651087500000001,0.09956687500000001,0.08651087500000001,0,0,0.13559322033898302,0.76,0.28,0,0,0
8,47.331243,0.247100,1.010924,46.073219,3343,872,0.978917,0.471351,0.082716,0.082716,0.143073,0.163838,0.266212,0.082716,0.096013,0.082716,0,0,0.38181818181818183,0.7777777777777778,0.005235602094240788,0,0,0
9,28.230904,0.253200,1.144169,26.833535,3370,838,0.986823,0.452973,0.07882187500000001,0.07882187500000001,0.15312487500000002,0.17571387500000002,0.26354987500000004,0.07882187500000001,0.09232387500000001,0.07882187500000001,0,0,0,0.65625,0.06989247311827951,0,0,0
10,1.757348,0.258900,1.287936,0.210511,3400,811,0.995608,0.438378,0.07693825000000001,0.07693825000000001,0.15124125,0.18772425,0.26272724999999997,0.07693825000000001,0.09055425,0.07693825000000001,0,0,0,0,0.07870370370370372,0,0,0
11,2.066711,0.266400,1.497546,0.302765,3438,774,1.006735,0.418378,0.07620112500000001,0.07620112500000001,0.150504125,0.18698712499999998,0.267823125,0.07620112500000001,0.089881125,0.07620112500000001,0,0,0,0,0.0861244019138756,0,0,0
12,2.145565,0.272900,1.699232,0.173433,3468,739,1.015520,0.399459,0.07502612499999999,0.07502612499999999,0.14932912499999998,0.185812125,0.275944125,0.07502612499999999,0.08881012499999999,0.07502612499999999,0,0,0,0.07407407407407418,0.024038461538461453,0,0,0
13,31.442741,0.281600,2.009285,29.151856,3508,692,1.027233,0.374054,0.074375,0.074375,0.148678,0.189905,0.275716,0.074375,0.088201,0.074375,0,0,0.06451612903225812,0.3181818181818181,0.48706896551724144,0,0,0
14,4.552387,0.286200,2.196183,2.070003,3531,669,1.033968,0.361622,0.07033824999999999,0.07033824999999999,0.14492624999999998,0.19339924999999997,0.29581725,0.07033824999999999,0.08450424999999999,0.07033824999999999,0,0,0,0,0.14150943396226423,0,0,0
