iter,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8
0,129.622624,0.880300,0.793396,127.948929,19209,10406,0.899982,0.899978,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.8707940780619112,0.6568047337278107,0.8832933653077538,0,0.6545454545454545,0
1,96.868404,1.137000,1.381732,94.349672,19247,7877,0.901763,0.681254,0.109417,0.109417,0.146033,0.133523,0.137621,0.109417,0.145155,0.109417,0,0,0.8130563798219584,0.5238095238095238,0.9284615384615384,0,0.018604651162790753,0
2,111.457194,1.153800,1.465985,108.837409,19283,7745,0.903449,0.669838,0.096932125,0.096932125,0.174409125,0.142601125,0.161998125,0.096932125,0.13326312499999998,0.096932125,0,0,0.8439620081411127,0.36094674556213024,0.9006982156710628,0,0.5616740088105727,0
3,81.535103,1.172400,1.553637,78.809066,19309,7585,0.904668,0.656000,0.082214,0.082214,0.195056,0.143174,0.17613,0.082214,0.156784,0.082214,0,0,0.9005524861878453,0.09302325581395354,0.9326702371843918,0,0,0
4,41.562154,1.191400,1.660456,38.710298,19350,7436,0.906589,0.643114,0.07486887499999999,0.07486887499999999,0.22037987499999998,0.137416875,0.192834875,0.07486887499999999,0.14989287499999998,0.07486887499999999,0,0,0.022759601706970112,0,0.906055900621118,0,0,0
5,40.590058,1.207500,1.755393,37.627165,19384,7309,0.908182,0.632130,0.072678875,0.072678875,0.218195875,0.13522687500000002,0.20801887500000002,0.072678875,0.147842875,0.072678875,0,0,0,0,0.8836104513064134,0,0,0
6,40.469384,1.219900,1.823823,37.425661,19401,7202,0.908978,0.622876,0.070979,0.070979,0.216496,0.133527,0.2198,0.070979,0.146261,0.070979,0,0,0.07520891364902504,0,0.876058506543495,0,0,0
7,44.649712,1.230400,1.886977,41.532335,19419,7115,0.909821,0.615351,0.069528125,0.069528125,0.215503125,0.132076125,0.229392125,0.069528125,0.14491612499999998,0.069528125,0,0,0,0,0.964968152866242,0,0,0
8,42.455310,1.240000,1.949656,39.265654,19439,7039,0.910758,0.608778,0.06824025,0.06824025,0.21421525,0.13078825,0.23830925,0.06824025,0.14372625,0.06824025,0,0,0,0,0.9177456207159177,0,0,0
9,41.034307,1.249100,2.010809,37.774398,19458,6967,0.911649,0.602551,0.06721825000000001,0.06721825000000001,0.21319325,0.12976625,0.24538225,0.06721825000000001,0.14278525,0.06721825000000001,0,0,0.06030855539971958,0,0.8852459016393442,0,0,0
10,42.812066,1.257000,2.067567,39.487500,19477,6907,0.912539,0.597362,0.06634425000000001,0.06634425000000001,0.21250825,0.12889225,0.25124025000000005,0.06634425000000001,0.14198225,0.06634425000000001,0,0,0,0,0.9223674096848578,0,0,0
11,36.622791,1.264400,2.124009,33.234381,19497,6853,0.913476,0.592692,0.06557187499999999,0.06557187499999999,0.211735875,0.128119875,0.256582875,0.06557187499999999,0.141273875,0.06557187499999999,0.05084745762711862,0,0,0,0.7912844036697247,0,0,0
12,43.687363,1.271000,2.174635,40.241728,19514,6804,0.914272,0.588454,0.06506412499999999,0.06498312499999999,0.211147125,0.127531125,0.26057312499999996,0.06498312499999999,0.140735125,0.06498312499999999,0,0,0,0,0.9380804953560371,0,0,0
13,42.852077,1.277500,2.229504,39.345073,19535,6760,0.915256,0.584649,0.06444412500000002,0.06436312500000002,0.210527125,0.126911125,0.26485912500000003,0.06436312500000002,0.140169125,0.06436312500000002,0,0,0.08300907911802857,0,0.9143070044709389,0,0,0
14,42.064670,1.282100,2.264358,38.518212,19545,6724,0.915725,0.581535,0.06379375,0.06371275,0.21076975,0.12626075,0.26846375,0.06371275,0.13957375,0.06371275,0,0,0,0,0.9021739130434783,0,0,0
15,42.032360,1.286100,2.296306,38.449954,19555,6694,0.916193,0.578941,0.06332825,0.06324725,0.21030425,0.12579525,0.27168024999999996,0.06324725,0.13915025,0.06324725,0.0,0,0,0,0.9007518796992481,0,0,0
16,28.169925,1.290000,2.328066,24.551859,19565,6665,0.916662,0.576432,0.06291624999999999,0.06283525,0.20989225,0.12538325,0.27452725,0.06283525,0.13877525000000002,0.06283525,0.13636363636363635,0,0,0,0.5731039874902267,0,0,0
17,37.310150,1.294400,2.366977,33.648773,19579,6635,0.917318,0.573838,0.066051,0.062109,0.209166,0.124657,0.275718,0.062109,0.138081,0.062109,0,0,0,0,0.8007272727272727,0,0,0
18,37.728300,1.300500,2.421371,34.006429,19598,6593,0.918208,0.570205,0.06540874999999999,0.061466749999999994,0.20852374999999998,0.12401474999999999,0.28015575000000004,0.061466749999999994,0.13749675,0.061466749999999994,0,0,0,0,0.80817843866171,0,0,0
