iter,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8
0,125.548009,0.880300,0.793396,123.874313,19209,10406,0.899982,0.899978,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.8317631224764468,0.591715976331361,0.8888888888888888,0,0.6681818181818182,0
1,98.641293,1.136800,1.380330,96.124164,19246,7878,0.901716,0.681341,0.10982499999999998,0.10982499999999998,0.14479999999999998,0.13154199999999996,0.13808099999999998,0.10982499999999998,0.14627699999999996,0.10982499999999998,0,0,0.8100890207715133,0.5661375661375662,0.9261538461538461,0,0.0,0
2,97.813443,1.154000,1.465912,95.193531,19282,7742,0.903403,0.669578,0.09714212500000002,0.09714212500000002,0.173138125,0.142088125,0.16202112500000002,0.09714212500000002,0.13418412500000002,0.09714212500000002,0,0,0.7747625508819539,0.4674556213017752,0.8875096974398758,0,0.2533039647577092,0
3,82.841289,1.176100,1.581991,80.083198,19327,7566,0.905511,0.654357,0.08489912499999999,0.08489912499999999,0.193721125,0.14963712499999998,0.177590125,0.08489912499999999,0.13945512499999999,0.08489912499999999,0,0,0.919889502762431,0.03488372093023262,0.9479724560061209,0,0,0
4,42.647725,1.194200,1.686655,39.766870,19368,7426,0.907432,0.642249,0.07757274999999997,0.07757274999999997,0.22042874999999998,0.14234074999999996,0.19435474999999997,0.07757274999999997,0.13258474999999997,0.07757274999999997,0,0,0.056899004267425224,0,0.9270186335403727,0,0,0
5,40.438470,1.210500,1.784402,37.443568,19403,7298,0.909072,0.631178,0.07536224999999998,0.07536224999999998,0.21833624999999998,0.14013024999999998,0.20956724999999998,0.07536224999999998,0.13051724999999997,0.07536224999999998,0,0,0.024161073825503365,0,0.8796516231195566,0,0,0
6,37.828573,1.222900,1.853703,34.751970,19420,7191,0.909868,0.621924,0.07370725,0.07370725,0.21668925,0.13847525,0.22102825,0.07370725,0.12897825000000002,0.07370725,0,0,0,0,0.823710546574288,0,0,0
7,43.875652,1.232800,1.913064,40.729787,19436,7108,0.910618,0.614746,0.072424,0.072424,0.215406,0.137192,0.229917,0.072424,0.127789,0.072424,0,0,0.0,0,0.9482484076433121,0,0,0
8,42.297822,1.241900,1.973056,39.082866,19455,7036,0.911508,0.608519,0.07116475,0.07116475,0.21414675,0.13593275,0.23863574999999998,0.07116475,0.12662574999999998,0.07116475,0,0,0,0,0.913937547600914,0,0,0
9,41.974228,1.250700,2.033220,38.690308,19474,6967,0.912398,0.602551,0.07015,0.07015,0.213132,0.134918,0.245659,0.07015,0.125691,0.07015,0,0,0.007012622720897643,0,0.9057377049180328,0,0,0
10,43.501203,1.258700,2.090899,40.151604,19493,6906,0.913288,0.597276,0.069285125,0.069285125,0.21226812500000003,0.134053125,0.251642125,0.069285125,0.124896125,0.069285125,0,0,0,0,0.9362029208301307,0,0,0
11,31.336499,1.266200,2.148277,27.922022,19513,6851,0.914225,0.592519,0.06850712499999999,0.06850712499999999,0.211490125,0.133275125,0.257023125,0.06850712499999999,0.12418312499999999,0.06850712499999999,0.0847457627118644,0,0.0027662517289073207,0,0.6758409785932722,0,0,0
12,35.721126,1.272300,2.194715,32.254112,19528,6805,0.914928,0.588541,0.06871987500000001,0.06791487500000001,0.210897875,0.132682875,0.260319875,0.06791487500000001,0.123634875,0.06791487500000001,0,0,0,0,0.771671826625387,0,0,0
13,43.405241,1.277700,2.240056,39.887485,19545,6768,0.915725,0.585341,0.06820212499999999,0.06739712499999999,0.210380125,0.132165125,0.263899125,0.06739712499999999,0.12316212499999998,0.06739712499999999,0,0,0,0,0.9307004470938898,0,0,0
14,37.898304,1.281800,2.272205,34.344299,19555,6737,0.916193,0.582659,0.06763987500000002,0.06683487500000002,0.20981787500000001,0.131602875,0.26778587500000006,0.06683487500000002,0.122648875,0.06683487500000002,0,0,0,0,0.8152173913043479,0,0,0
15,42.745997,1.287700,2.322629,39.135668,19573,6696,0.917037,0.579114,0.067210125,0.066405125,0.20938812499999998,0.131173125,0.270756125,0.066405125,0.122257125,0.066405125,0,0,0,0,0.9150375939849624,0,0,0
16,27.321741,1.291400,2.353462,23.676879,19583,6669,0.917505,0.576778,0.066768875,0.065963875,0.208946875,0.130731875,0.273805875,0.065963875,0.12185487500000002,0.065963875,0.07575757575757569,0,0,0,0.5895230648944487,0,0,0
17,38.174040,1.295800,2.391649,34.486591,19596,6638,0.918114,0.574097,0.06709387500000001,0.065339875,0.20832287500000002,0.130107875,0.277176875,0.065339875,0.12127887500000001,0.065339875,0,0,0,0,0.8181818181818182,0,0,0
18,43.545985,1.299600,2.422856,39.823529,19605,6609,0.918536,0.571589,0.066493125,0.06473912500000001,0.20772212499999998,0.129507125,0.281327125,0.06473912500000001,0.120733125,0.06473912500000001,0,0,0,0,0.929368029739777,0,0,0
19,44.261949,1.304100,2.460608,40.497241,19616,6575,0.919051,0.568649,0.065954,0.0642,0.207183,0.128968,0.285051,0.0642,0.120244,0.0642,0,0,0.013293943870014702,0,0.9433534743202416,0,0,0
20,37.413733,1.308500,2.498256,33.606977,19627,6542,0.919567,0.565795,0.06552224999999999,0.06376825,0.20675824999999998,0.12853625000000002,0.28802524999999995,0.06376825,0.11985325,0.06376825,0,0,0,0,0.7998565279770444,0,0,0
21,44.851501,1.312100,2.529428,41.009973,19636,6515,0.919988,0.563459,0.064933375,0.063179375,0.206169375,0.127947375,0.292090375,0.063179375,0.119321375,0.063179375,0,0,0,0,0.9540856031128404,0,0,0
22,42.854660,1.316700,2.569248,38.968713,19647,6480,0.920504,0.560432,0.06450025000000001,0.06274625,0.20573625,0.12751425,0.29508025000000004,0.06274625,0.11893025,0.06274625,0,0,0,0,0.9115593483320403,0,0,0
23,35.185704,1.320600,2.605122,31.259982,19658,6452,0.921019,0.558011,0.06397175,0.062217749999999995,0.20520775,0.12698574999999998,0.29872875,0.062217749999999995,0.11845275,0.062217749999999995,0,0,0,0,0.7509607993850884,0,0,0
24,35.506890,1.324600,2.640045,31.542245,19667,6421,0.921441,0.555330,0.063625,0.061871,0.204861,0.126639,0.301122,0.061871,0.11814,0.061871,0,0,0,0,0.7568412822517592,0,0,0
25,39.382748,1.327900,2.670771,35.384077,19676,6397,0.921862,0.553254,0.06398975000000003,0.06223575000000002,0.20522575,0.12700375000000003,0.29860575,0.06223575000000002,0.11846775000000002,0.06223575000000002,0,0,0,0,0.8368794326241135,0,0,0
26,37.561779,1.331500,2.704823,33.525456,19686,6371,0.922331,0.551005,0.06261987499999998,0.060865874999999986,0.203855875,0.12563387499999998,0.308059875,0.060865874999999986,0.11723287499999999,0.060865874999999986,0.032786885245901565,0,0,0,0.7979066022544283,0,0,0
27,34.517982,1.335800,2.743984,30.438198,19696,6338,0.922799,0.548151,0.066234,0.06389,0.20688,0.128658,0.286615,0.06389,0.119943,0.06389,0,0,0,0,0.7338403041825095,0,0,0
28,5.290424,1.339000,2.775061,1.176363,19705,6315,0.923221,0.546162,0.06408124999999999,0.061737249999999994,0.20472724999999997,0.12650525,0.30148025,0.061737249999999994,0.11799425,0.061737249999999994,0,0,0,0,0.11977935382190696,0,0,0
