iter,CostTheory,costPower,costError,costQoS,P,R,Pcoef,Rcoef,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8
0,133.378560,0.880300,0.793396,131.704864,19209,10406,0.899982,0.899978,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.8519515477792732,0.6390532544378698,0.920863309352518,0,0.7318181818181818,0
1,100.907798,1.137200,1.383136,98.387462,19248,7876,0.901810,0.681168,0.10893275,0.10893275,0.14475675,0.13238675,0.13829175,0.10893275,0.14883375,0.10893275,0,0,0.8100890207715133,0.5978835978835979,0.9415384615384615,0,0.006976744186046546,0
2,112.360624,1.154900,1.471385,109.734339,19285,7736,0.903543,0.669059,0.096006875,0.096006875,0.17288187500000002,0.144038875,0.162541875,0.096006875,0.136509875,0.096006875,0,0,0.8181818181818182,0.485207100591716,0.891388673390225,0,0.49118942731277526,0
3,81.308170,1.173300,1.557802,78.577068,19310,7577,0.904714,0.655308,0.081353125,0.081353125,0.19301812499999998,0.14999412499999998,0.176368125,0.081353125,0.155207125,0.081353125,0,0,0.7541436464088398,0.25,0.9326702371843918,0,0,0
4,41.929073,1.191400,1.660456,39.077218,19350,7436,0.906589,0.643114,0.073427,0.073427,0.213044,0.152911,0.192583,0.073427,0.147754,0.073427,0,0,0,0,0.9138198757763976,0,0,0
5,40.856307,1.207200,1.754117,37.894989,19384,7312,0.908182,0.632389,0.071208625,0.071208625,0.21082562500000002,0.150692625,0.207969625,0.071208625,0.145677625,0.071208625,0,0,0,0.01075268817204289,0.8891528107680127,0,0,0
6,43.680415,1.219600,1.822493,40.638323,19401,7205,0.908978,0.623135,0.06949824999999998,0.06949824999999998,0.20911524999999997,0.14898424999999998,0.21982224999999997,0.06949824999999998,0.14408524999999997,0.06949824999999998,0,0,0.21727019498607247,0,0.8290993071593533,0,0,0
7,44.543949,1.231200,1.895063,41.417685,19424,7112,0.910056,0.615092,0.067159,0.067159,0.214487,0.146645,0.228319,0.067159,0.141913,0.067159,0,0,0,0,0.9625796178343949,0,0,0
8,42.240425,1.240000,1.954116,39.046309,19444,7044,0.910993,0.609211,0.06583625,0.06583625,0.21316425,0.14532225,0.23747724999999997,0.06583625,0.14069125,0.06583625,0,0,0,0,0.9131759329779132,0,0,0
9,38.177843,1.249300,2.016318,34.912224,19463,6970,0.911883,0.602811,0.064798875,0.064798875,0.21212687500000002,0.144284875,0.24465687500000002,0.064798875,0.139735875,0.064798875,0,0,0,0,0.8270491803278689,0,0,0
10,43.773469,1.256900,2.069807,40.446762,19480,6911,0.912679,0.597708,0.06398962500000001,0.06398962500000001,0.211317625,0.143475625,0.250256625,0.06398962500000001,0.138991625,0.06398962500000001,0,0,0,0,0.9423520368946964,0,0,0
11,36.946150,1.264200,2.125746,33.556204,19500,6858,0.913616,0.593124,0.06317624999999999,0.06317624999999999,0.21050425,0.14266225,0.25588225,0.06317624999999999,0.13824625000000001,0.06317624999999999,0.10169491525423724,0,0.10373443983402486,0,0.7729357798165137,0,0,0
12,43.693310,1.271200,2.180383,40.241728,19519,6807,0.914507,0.588714,0.06374625,0.06208525000000001,0.21167925,0.14157125,0.25951725000000003,0.06208525000000001,0.13723025,0.06208525000000001,0,0,0,0,0.9380804953560371,0,0,0
13,43.403318,1.277600,2.234778,39.890940,19540,6764,0.915490,0.584995,0.063101125,0.06144012499999999,0.211034125,0.14092612499999999,0.26397712500000003,0.06144012499999999,0.136641125,0.06144012499999999,0,0,0.016861219195849597,0,0.9307004470938898,0,0,0
14,34.989339,1.282200,2.269673,31.437466,19550,6728,0.915959,0.581881,0.06254024999999999,0.060879249999999996,0.21047824999999998,0.14036525,0.26784925,0.060879249999999996,0.13612924999999998,0.060879249999999996,0,0,0,0,0.7546583850931677,0,0,0
15,42.307823,1.287800,2.317437,38.702586,19567,6689,0.916755,0.578508,0.062141,0.06048,0.210079,0.139966,0.270609,0.06048,0.135765,0.06048,0,0,0,0,0.9060150375939849,0,0,0
16,33.453729,1.291500,2.348247,29.813982,19577,6662,0.917224,0.576173,0.06169887499999998,0.060037874999999984,0.20963687499999997,0.139523875,0.273664875,0.060037874999999984,0.135361875,0.060037874999999984,0.10606060606060608,0,0,0,0.706020328381548,0,0,0
17,41.249996,1.296800,2.394604,37.558591,19593,6625,0.917974,0.572973,0.06447625000000001,0.058933250000000006,0.20853225,0.13841925,0.27744925,0.058933250000000006,0.13432325,0.058933250000000006,0,0,0,0,0.8821818181818182,0,0,0
18,41.231282,1.300600,2.426855,37.503827,19603,6597,0.918442,0.570551,0.06382900000000001,0.05828600000000001,0.207885,0.137772,0.281921,0.05828600000000001,0.133735,0.05828600000000001,0,0,0,0,0.8810408921933086,0,0,0
19,44.336853,1.305200,2.464315,40.567338,19613,6561,0.918911,0.567438,0.06333287500000001,0.05778987500000001,0.207388875,0.13727587500000002,0.28534787500000003,0.05778987500000001,0.133284875,0.05778987500000001,0,0,0,0,0.9448640483383686,0,0,0
20,33.285203,1.309400,2.500820,29.474983,19624,6530,0.919426,0.564757,0.06290187500000001,0.05735887500000001,0.206957875,0.136844875,0.28832487500000004,0.05735887500000001,0.13289387500000002,0.05735887500000001,0,0,0,0,0.7137733142037302,0,0,0
21,44.206594,1.315200,2.553795,40.337599,19641,6489,0.920223,0.561211,0.06238087500000001,0.05683787500000001,0.20643687500000002,0.136323875,0.291921875,0.05683787500000001,0.13242287500000002,0.05683787500000001,0,0,0,0,0.9400778210116731,0,0,0
22,42.542169,1.319100,2.589500,38.633569,19652,6461,0.920738,0.558789,0.06188975000000002,0.05634675000000002,0.20594575,0.13583275000000003,0.29531275,0.05634675000000002,0.13197875000000003,0.05634675000000002,0,0,0,0,0.9045771916214119,0,0,0
23,35.135562,1.323100,2.626269,31.186193,19663,6432,0.921253,0.556281,0.06133774999999999,0.05579474999999999,0.20539374999999999,0.13528075,0.29912275,0.05579474999999999,0.13148074999999998,0.05579474999999999,0,0,0,0,0.749423520368947,0,0,0
24,24.909999,1.327100,2.661451,20.921448,19672,6401,0.921675,0.553600,0.060969,0.055426,0.205025,0.134912,0.301667,0.055426,0.131149,0.055426,0,0,0,0,0.5355746677091477,0,0,0
